Time(s)	Force(lb)	Position(mm)
37.4033	0.033291	44.3171
37.4533	0.033300	44.3119
37.5033	0.033304	44.3073
37.5533	0.033304	44.3021
37.6112	0.033314	44.2958
37.6612	0.033316	44.2907
37.7112	0.033306	44.2858
37.7612	0.033314	44.2805
37.8031	0.033322	44.2765
37.8531	0.033318	44.2719
37.9031	0.033320	44.2669
37.9531	0.033322	44.2615
38.0110	0.033324	44.2559
38.0610	0.033328	44.2505
38.1110	0.033334	44.2457
38.1610	0.033334	44.2411
38.2030	0.033338	44.2370
38.2530	0.033340	44.2316
38.3030	0.033346	44.2271
38.3530	0.033362	44.2218
38.4108	0.033362	44.2159
38.4608	0.033360	44.2110
38.5108	0.033358	44.2059
38.5608	0.033362	44.2012
38.6027	0.033364	44.1967
38.6527	0.033366	44.1917
38.7027	0.033375	44.1869
38.7527	0.033371	44.1820
38.8106	0.033371	44.1759
38.8606	0.033375	44.1712
38.9106	0.033375	44.1661
38.9606	0.033385	44.1611
39.0026	0.033393	44.1570
39.0526	0.033397	44.1515
39.1026	0.033399	44.1468
39.1526	0.033399	44.1421
39.2105	0.033397	44.1363
39.2605	0.033405	44.1313
39.3105	0.033413	44.1265
39.3605	0.033417	44.1212
39.4024	0.033419	44.1172
39.4524	0.033423	44.1120
39.5024	0.033431	44.1068
39.5524	0.033429	44.1022
39.6103	0.033427	44.0958
39.6603	0.033431	44.0912
39.7103	0.033433	44.0859
39.7603	0.033439	44.0808
39.8022	0.033450	44.0768
39.8522	0.033450	44.0723
39.9022	0.033454	44.0668
39.9522	0.033460	44.0619
40.0102	0.033460	44.0560
40.0602	0.033458	44.0509
40.1102	0.033468	44.0463
40.1602	0.033474	44.0409
40.2021	0.033474	44.0367
40.2521	0.033476	44.0317
40.3021	0.033484	44.0265
40.3521	0.033492	44.0218
40.3940	0.033496	44.0174
40.4440	0.033488	44.0125
40.4940	0.033494	44.0078
40.5440	0.033504	44.0029
40.6020	0.033502	43.9968
40.6520	0.033504	43.9921
40.7020	0.033508	43.9871
40.7520	0.033510	43.9821
40.7938	0.033516	43.9781
40.8438	0.033519	43.9727
40.8938	0.033516	43.9674
40.9438	0.033525	43.9625
41.0017	0.033535	43.9568
41.0517	0.033541	43.9518
41.1017	0.033533	43.9476
41.1517	0.033535	43.9430
41.1937	0.033541	43.9387
41.2437	0.033545	43.9326
41.2937	0.033551	43.9278
41.3437	0.033559	43.9225
41.4015	0.033561	43.9167
41.4515	0.033569	43.9120
41.5015	0.033571	43.9071
41.5515	0.033569	43.9018
41.5935	0.033571	43.8978
41.6435	0.033581	43.8926
41.6935	0.033585	43.8874
41.7435	0.033585	43.8827
41.8013	0.033591	43.8773
41.8513	0.033596	43.8718
41.9013	0.033594	43.8669
41.9513	0.033591	43.8617
41.9933	0.033602	43.8575
42.0433	0.033608	43.8527
42.0933	0.033620	43.8475
42.1433	0.033626	43.8426
42.2015	0.033626	43.8370
42.2515	0.033632	43.8320
42.3015	0.033644	43.8268
42.3515	0.033646	43.8220
42.3932	0.033650	43.8176
42.4432	0.033650	43.8126
42.4932	0.033650	43.8078
42.5432	0.033650	43.8030
42.6010	0.033656	43.7968
42.6510	0.033656	43.7921
42.7010	0.033658	43.7869
42.7510	0.033662	43.7820
42.7930	0.033666	43.7780
42.8430	0.033675	43.7728
42.8930	0.033679	43.7680
42.9430	0.033689	43.7628
43.0009	0.033697	43.7571
43.0509	0.033695	43.7523
43.1009	0.033693	43.7468
43.1509	0.033699	43.7415
43.1928	0.033701	43.7374
43.2428	0.033703	43.7326
43.2928	0.033713	43.7277
43.3428	0.033725	43.7225
43.4007	0.033727	43.7170
43.4507	0.033721	43.7118
43.5007	0.033729	43.7069
43.5507	0.033737	43.7019
43.5933	0.033744	43.6973
43.6433	0.033746	43.6928
43.6933	0.033746	43.6882
43.7433	0.033750	43.6833
43.7852	0.033756	43.6789
43.8352	0.033762	43.6735
43.8852	0.033758	43.6688
43.9352	0.033766	43.6638
43.9925	0.033772	43.6579
44.0425	0.033776	43.6530
44.0925	0.033782	43.6478
44.1425	0.033782	43.6431
44.1845	0.033784	43.6388
44.2345	0.033784	43.6337
44.2845	0.033792	43.6290
44.3345	0.033792	43.6235
44.3923	0.033796	43.6181
44.4423	0.033802	43.6130
44.4923	0.033810	43.6080
44.5423	0.033814	43.6033
44.5843	0.033821	43.5987
44.6343	0.033833	43.5939
44.6843	0.033831	43.5889
44.7343	0.033831	43.5839
44.7922	0.033835	43.5784
44.8422	0.033833	43.5732
44.8922	0.033839	43.5677
44.9422	0.033843	43.5627
44.9841	0.033843	43.5586
45.0341	0.033851	43.5533
45.0841	0.033859	43.5485
45.1341	0.033861	43.5440
45.1920	0.033863	43.5379
45.2420	0.033879	43.5329
45.2920	0.033883	43.5282
45.3420	0.033885	43.5227
45.3839	0.033898	43.5187
45.4339	0.033902	43.5137
45.4839	0.033902	43.5087
45.5339	0.033916	43.5039
45.5918	0.033922	43.4977
45.6418	0.033918	43.4929
45.6918	0.033924	43.4882
45.7418	0.033934	43.4830
45.7838	0.033946	43.4787
45.8338	0.033956	43.4738
45.8838	0.033960	43.4686
45.9338	0.033964	43.4638
45.9917	0.033966	43.4577
46.0417	0.033966	43.4526
46.0917	0.033979	43.4480
46.1417	0.033989	43.4432
46.1837	0.033991	43.4388
46.2337	0.033997	43.4339
46.2837	0.034003	43.4289
46.3337	0.034003	43.4238
46.3915	0.034009	43.4184
46.4415	0.034011	43.4130
46.4915	0.034009	43.4082
