Time(s)	Force(lb)	Position(mm)
46.5415	0.034025	43.4032
46.5835	0.034035	43.3987
46.6335	0.034033	43.3941
46.6835	0.034041	43.3888
46.7335	0.034048	43.3837
46.7994	0.034048	43.3771
46.8494	0.034048	43.3721
46.8994	0.034052	43.3672
46.9494	0.034062	43.3620
46.9833	0.034064	43.3588
47.0333	0.034074	43.3537
47.0833	0.034082	43.3484
47.1333	0.034088	43.3439
47.1752	0.034092	43.3395
47.2252	0.034098	43.3345
47.2752	0.034104	43.3297
47.3252	0.034108	43.3242
47.3831	0.034114	43.3189
47.4331	0.034123	43.3142
47.4831	0.034127	43.3090
47.5331	0.034131	43.3036
47.5782	0.034137	43.2988
47.6282	0.034145	43.2940
47.6782	0.034157	43.2895
47.7282	0.034155	43.2844
47.7829	0.034159	43.2787
47.8329	0.034167	43.2739
47.8829	0.034177	43.2686
47.9329	0.034171	43.2638
47.9752	0.034173	43.2594
48.0252	0.034183	43.2544
48.0752	0.034189	43.2495
48.1252	0.034196	43.2441
48.1828	0.034204	43.2389
48.2328	0.034214	43.2343
48.2828	0.034214	43.2292
48.3328	0.034220	43.2240
48.3747	0.034228	43.2200
48.4247	0.034234	43.2148
48.4747	0.034244	43.2098
48.5247	0.034246	43.2047
48.5826	0.034256	43.1987
48.6326	0.034269	43.1941
48.6826	0.034269	43.1887
48.7326	0.034275	43.1840
48.7745	0.034283	43.1799
48.8245	0.034285	43.1746
48.8745	0.034289	43.1697
48.9245	0.034299	43.1645
48.9828	0.034305	43.1588
49.0328	0.034319	43.1537
49.0828	0.034327	43.1488
49.1328	0.034329	43.1440
49.1744	0.034341	43.1393
49.2244	0.034339	43.1346
49.2744	0.034333	43.1300
49.3244	0.034339	43.1252
49.3823	0.034360	43.1192
49.4323	0.034366	43.1138
49.4823	0.034382	43.1092
49.5323	0.034392	43.1041
49.5742	0.034390	43.0997
49.6242	0.034398	43.0949
49.6742	0.034402	43.0898
49.7242	0.034408	43.0849
49.7821	0.034419	43.0792
49.8321	0.034427	43.0739
49.8821	0.034431	43.0685
49.9321	0.034443	43.0637
49.9740	0.034449	43.0599
50.0240	0.034453	43.0549
50.0740	0.034459	43.0496
50.1240	0.034461	43.0451
50.1820	0.034471	43.0387
50.2320	0.034479	43.0339
50.2820	0.034477	43.0288
50.3320	0.034483	43.0237
50.3739	0.034496	43.0197
50.4239	0.034502	43.0151
50.4739	0.034512	43.0098
50.5239	0.034524	43.0049
50.5662	0.034528	43.0010
50.6162	0.034532	42.9955
50.6662	0.034544	42.9907
50.7162	0.034554	42.9856
50.7737	0.034558	42.9798
50.8237	0.034564	42.9749
50.8737	0.034577	42.9697
50.9237	0.034577	42.9649
50.9656	0.034585	42.9609
51.0156	0.034585	42.9559
51.0656	0.034566	42.9508
51.1156	0.034562	42.9460
51.1739	0.034575	42.9400
51.2239	0.034585	42.9352
51.2739	0.034585	42.9300
51.3239	0.034591	42.9247
51.3654	0.034603	42.9204
51.4154	0.034609	42.9157
51.4654	0.034619	42.9107
51.5154	0.034623	42.9057
51.5733	0.034625	42.8999
51.6233	0.034639	42.8946
51.6733	0.034652	42.8900
51.7233	0.034658	42.8846
51.7653	0.034670	42.8805
51.8153	0.034682	42.8758
51.8653	0.034688	42.8703
51.9153	0.034690	42.8658
51.9732	0.034692	42.8596
52.0232	0.034708	42.8546
52.0732	0.034712	42.8497
52.1232	0.034723	42.8446
52.1652	0.034725	42.8407
52.2152	0.034733	42.8355
52.2652	0.034747	42.8305
52.3152	0.034749	42.8257
52.3730	0.034753	42.8201
52.4230	0.034767	42.8149
52.4730	0.034779	42.8102
52.5230	0.034783	42.8050
52.5650	0.034787	42.8008
52.6150	0.034800	42.7960
52.6650	0.034808	42.7905
52.7150	0.034820	42.7859
52.7728	0.034834	42.7800
52.8228	0.034838	42.7749
52.8728	0.034836	42.7701
52.9228	0.034844	42.7646
52.9648	0.034854	42.7608
53.0148	0.034858	42.7557
53.0648	0.034858	42.7505
53.1148	0.034866	42.7456
53.1727	0.034881	42.7396
53.2227	0.034895	42.7348
53.2727	0.034899	42.7296
53.3227	0.034903	42.7247
53.3647	0.034915	42.7207
53.4147	0.034923	42.7159
53.4647	0.034931	42.7108
53.5147	0.034937	42.7059
53.5565	0.034943	42.7018
53.6065	0.034954	42.6966
53.6565	0.034966	42.6918
53.7065	0.034974	42.6864
53.7644	0.034974	42.6808
53.8144	0.034978	42.6759
53.8644	0.034992	42.6706
53.9144	0.035000	42.6661
53.9563	0.035006	42.6615
54.0063	0.035016	42.6566
54.0563	0.035029	42.6516
54.1063	0.035037	42.6462
54.1642	0.035039	42.6406
54.2142	0.035051	42.6360
54.2642	0.035057	42.6308
54.3142	0.035063	42.6255
54.3561	0.035067	42.6212
54.4061	0.035075	42.6165
54.4561	0.035079	42.6118
54.5061	0.035087	42.6067
54.5641	0.035102	42.6010
54.6141	0.035108	42.5961
54.6641	0.035116	42.5907
54.7141	0.035118	42.5860
54.7561	0.035130	42.5814
54.8061	0.035142	42.5764
54.8561	0.035144	42.5718
54.9061	0.035146	42.5664
54.9639	0.035154	42.5611
55.0139	0.035158	42.5557
55.0639	0.035171	42.5508
55.1139	0.035187	42.5459
55.1558	0.035191	42.5413
55.2058	0.035199	42.5366
55.2558	0.035211	42.5315
55.3058	0.035215	42.5265
55.3638	0.035225	42.5209
55.4138	0.035229	42.5158
55.4638	0.035237	42.5110
55.5138	0.035248	42.5056
55.5557	0.035258	42.5015
55.6057	0.035266	42.4967
55.6557	0.035272	42.4913
55.7057	0.035282	42.4868
55.7636	0.035302	42.4807
55.8136	0.035304	42.4757
55.8636	0.035302	42.4707
55.9136	0.035310	42.4656
55.9555	0.035323	42.4616
56.0055	0.035327	42.4564
56.0555	0.035333	42.4515
56.1055	0.035343	42.4465
56.1634	0.035351	42.4403
56.2134	0.035359	42.4359
56.2634	0.035365	42.4312
56.3134	0.035377	42.4261
56.3554	0.035389	42.4218
56.4054	0.035396	42.4171
56.4554	0.035400	42.4119
56.5054	0.035410	42.4064
56.5633	0.035420	42.4006
56.6133	0.035434	42.3956
56.6633	0.035436	42.3905
56.7133	0.035444	42.3857
56.7552	0.035450	42.3819
56.8052	0.035471	42.3768
56.8552	0.035481	42.3717
56.9052	0.035485	42.3670
56.9471	0.035497	42.3624
56.9971	0.035509	42.3574
57.0471	0.035509	42.3524
57.0971	0.035511	42.3472
57.1550	0.035527	42.3415
57.2050	0.035541	42.3360
57.2550	0.035550	42.3314
57.3050	0.035556	42.3268
57.3472	0.035568	42.3226
57.3972	0.035578	42.3175
57.4472	0.035586	42.3128
57.4972	0.035598	42.3076
57.5549	0.035610	42.3019
57.6049	0.035610	42.2969
57.6549	0.035625	42.2917
57.7049	0.035643	42.2872
57.7468	0.035653	42.2827
57.7968	0.035657	42.2774
57.8468	0.035665	42.2723
57.8968	0.035681	42.2676
57.9547	0.035691	42.2621
58.0047	0.035700	42.2568
58.0547	0.035706	42.2519
58.1047	0.035712	42.2469
58.1466	0.035724	42.2426
58.1966	0.035696	42.2379
58.2466	0.035468	42.2326
58.2966	0.035300	42.2272
58.3545	0.035306	42.2213
58.4045	0.035327	42.2166
58.4545	0.035343	42.2121
58.5045	0.035353	42.2067
58.5467	0.035357	42.2026
58.5967	0.035369	42.1978
58.6467	0.035387	42.1924
58.6967	0.035391	42.1877
58.7545	0.035398	42.1816
58.8045	0.035412	42.1768
58.8545	0.035418	42.1718
58.9045	0.035430	42.1668
58.9463	0.035442	42.1628
58.9963	0.035450	42.1574
59.0463	0.035458	42.1525
59.0963	0.035473	42.1476
59.1542	0.035477	42.1416
59.2042	0.035477	42.1370
59.2542	0.035483	42.1315
59.3042	0.035495	42.1267
59.3461	0.035507	42.1225
59.3961	0.035521	42.1174
59.4461	0.035527	42.1127
59.4961	0.035533	42.1075
59.5541	0.035552	42.1019
59.6041	0.035556	42.0968
59.6541	0.035568	42.0916
59.7041	0.035570	42.0871
59.7460	0.035572	42.0825
59.7960	0.035592	42.0777
59.8460	0.035602	42.0728
59.8960	0.035608	42.0675
59.9539	0.035618	42.0622
60.0039	0.035633	42.0567
60.0539	0.035643	42.0519
60.1039	0.035649	42.0468
60.1458	0.035663	42.0425
60.1958	0.035673	42.0377
60.2458	0.035679	42.0326
60.2958	0.035689	42.0277
60.3381	0.035698	42.0237
60.3881	0.035706	42.0189
60.4381	0.035716	42.0137
60.4881	0.035726	42.0083
60.5457	0.035732	42.0028
60.5957	0.035746	41.9979
60.6457	0.035756	41.9926
60.6957	0.035768	41.9879
60.7376	0.035779	41.9835
60.7876	0.035781	41.9784
60.8376	0.035789	41.9735
60.8876	0.035801	41.9684
60.9455	0.035817	41.9629
60.9955	0.035827	41.9574
61.0455	0.035837	41.9526
61.0955	0.035843	41.9477
61.1374	0.035852	41.9432
61.1874	0.035872	41.9386
61.2374	0.035886	41.9338
61.2874	0.035888	41.9288
61.3453	0.035892	41.9230
61.3953	0.035902	41.9180
61.4453	0.035912	41.9126
61.4953	0.035923	41.9075
61.5373	0.035927	41.9035
61.5873	0.035941	41.8986
61.6373	0.035953	41.8935
61.6873	0.035961	41.8888
61.7452	0.035969	41.8826
61.7952	0.035985	41.8779
61.8452	0.036006	41.8729
61.8952	0.036010	41.8676
61.9371	0.036018	41.8640
61.9871	0.036026	41.8585
62.0371	0.036038	41.8533
62.0871	0.036046	41.8483
62.1450	0.036052	41.8425
62.1950	0.036056	41.8378
62.2450	0.036079	41.8326
62.2950	0.036091	41.8278
62.3371	0.036091	41.8236
62.3871	0.036068	41.8183
62.4371	0.036046	41.8137
62.4871	0.036054	41.8083
62.5448	0.036062	41.8027
62.5948	0.036079	41.7981
62.6448	0.036099	41.7931
62.6948	0.036109	41.7879
62.7371	0.036119	41.7833
62.7871	0.036133	41.7784
62.8371	0.036141	41.7735
62.8871	0.036160	41.7683
62.9447	0.036174	41.7629
62.9947	0.036174	41.7577
63.0447	0.036186	41.7528
63.0947	0.036200	41.7480
63.1366	0.036204	41.7440
63.1866	0.036218	41.7388
63.2366	0.036231	41.7333
63.2866	0.036239	41.7286
63.3285	0.036251	41.7246
63.3785	0.036267	41.7190
63.4285	0.036285	41.7142
63.4785	0.036289	41.7096
63.5364	0.036302	41.7037
63.5864	0.036310	41.6986
63.6364	0.036326	41.6939
63.6864	0.036340	41.6885
63.7284	0.036344	41.6839
63.7784	0.036358	41.6790
63.8284	0.036371	41.6745
63.8784	0.036381	41.6697
63.9362	0.036393	41.6636
63.9862	0.036403	41.6589
64.0362	0.036415	41.6536
64.0862	0.036431	41.6487
64.1282	0.036446	41.6446
64.1782	0.036452	41.6391
64.2282	0.036462	41.6345
64.2782	0.036478	41.6293
64.3361	0.036488	41.6235
64.3861	0.036498	41.6189
64.4361	0.036516	41.6141
64.4861	0.036531	41.6086
64.5280	0.036539	41.6047
64.5780	0.036553	41.5998
64.6280	0.036567	41.5943
64.6780	0.036577	41.5892
64.7359	0.036591	41.5836
64.7859	0.036606	41.5782
64.8359	0.036620	41.5733
64.8859	0.036636	41.5687
64.9282	0.036650	41.5648
64.9782	0.036668	41.5595
65.0282	0.036671	41.5547
65.0782	0.036689	41.5497
65.1358	0.036707	41.5439
65.1858	0.036721	41.5391
65.2358	0.036731	41.5336
65.2858	0.036746	41.5289
65.3276	0.036770	41.5247
65.3776	0.036784	41.5194
65.4276	0.036800	41.5142
65.4776	0.036814	41.5094
65.5356	0.036833	41.5039
65.5856	0.036853	41.4989
65.6356	0.036863	41.4939
65.6856	0.036867	41.4892
65.7275	0.036883	41.4847
65.7775	0.036906	41.4799
65.8275	0.036920	41.4748
65.8775	0.036942	41.4694
65.9354	0.036956	41.4634
65.9854	0.036971	41.4587
66.0354	0.036989	41.4535
66.0854	0.036999	41.4487
66.1273	0.037007	41.4445
66.1773	0.037025	41.4390
66.2273	0.037046	41.4345
66.2773	0.037066	41.4293
66.3353	0.037080	41.4236
66.3853	0.037092	41.4187
66.4353	0.037112	41.4134
66.4853	0.037129	41.4088
66.5271	0.037145	41.4048
66.5771	0.037153	41.3995
66.6271	0.037167	41.3943
66.6771	0.037183	41.3897
66.7190	0.037204	41.3857
66.7690	0.037224	41.3807
66.8190	0.037232	41.3755
66.8690	0.037244	41.3702
66.9270	0.037273	41.3645
66.9770	0.037295	41.3593
67.0270	0.037307	41.3545
67.0770	0.037329	41.3494
67.1189	0.037341	41.3451
67.1689	0.037348	41.3404
67.2189	0.037366	41.3349
67.2689	0.037382	41.3302
67.3268	0.037402	41.3249
67.3768	0.037425	41.3200
67.4268	0.037439	41.3148
67.4768	0.037455	41.3091
67.5187	0.037471	41.3053
67.5687	0.037483	41.3007
67.6187	0.037510	41.2957
67.6687	0.037534	41.2903
67.7273	0.037552	41.2850
67.7773	0.037562	41.2797
67.8273	0.037581	41.2745
67.8773	0.037595	41.2695
67.9186	0.037611	41.2657
67.9686	0.037625	41.2602
68.0186	0.037643	41.2554
68.0686	0.037654	41.2504
68.1265	0.037670	41.2445
68.1765	0.037686	41.2398
68.2265	0.037704	41.2343
68.2765	0.037714	41.2295
68.3184	0.037733	41.2252
68.3684	0.037751	41.2201
68.4184	0.037650	41.2154
68.4684	0.037427	41.2102
68.5266	0.037402	41.2045
68.5766	0.037433	41.1993
68.6266	0.037449	41.1943
68.6766	0.037463	41.1896
68.7183	0.037483	41.1857
68.7683	0.037493	41.1806
68.8183	0.037510	41.1756
68.8683	0.037524	41.1707
68.9261	0.037538	41.1648
68.9761	0.037558	41.1600
69.0261	0.037571	41.1548
69.0761	0.037587	41.1494
69.1183	0.037609	41.1451
69.1683	0.037625	41.1403
69.2183	0.037641	41.1358
69.2683	0.037658	41.1306
69.3260	0.037668	41.1250
69.3760	0.037682	41.1201
69.4260	0.037698	41.1150
69.4760	0.037714	41.1094
69.5179	0.037739	41.1056
69.5679	0.037755	41.1006
69.6179	0.037763	41.0953
69.6679	0.037777	41.0904
69.7258	0.037800	41.0843
69.7758	0.037824	41.0797
69.8258	0.037840	41.0745
69.8758	0.037848	41.0695
69.9178	0.037860	41.0654
69.9678	0.037885	41.0600
70.0178	0.037911	41.0554
70.0678	0.037929	41.0507
70.1097	0.037948	41.0466
70.1597	0.037964	41.0414
70.2097	0.037992	41.0367
70.2597	0.038018	41.0316
70.3176	0.038039	41.0258
70.3676	0.038059	41.0207
70.4176	0.038075	41.0154
70.4676	0.038100	41.0109
70.5097	0.038122	41.0064
70.5597	0.038142	41.0013
70.6097	0.038162	40.9966
70.6597	0.038183	40.9912
70.7174	0.038203	40.9857
70.7674	0.038229	40.9804
70.8174	0.038256	40.9755
70.8674	0.038276	40.9706
70.9094	0.038292	40.9663
70.9594	0.038306	40.9617
71.0094	0.038333	40.9564
71.0594	0.038359	40.9514
71.1173	0.038377	40.9458
71.1673	0.038396	40.9403
71.2173	0.038418	40.9358
71.2673	0.038444	40.9304
71.3092	0.038462	40.9263
71.3592	0.038481	40.9215
71.4092	0.038505	40.9161
71.4592	0.038529	40.9113
71.5172	0.038552	40.9054
71.5672	0.038576	40.9006
71.6172	0.038596	40.8957
71.6672	0.038618	40.8906
71.7091	0.038649	40.8866
71.7591	0.038673	40.8812
71.8091	0.038696	40.8763
71.8591	0.038716	40.8715
71.9169	0.038736	40.8653
71.9669	0.038758	40.8607
72.0169	0.038787	40.8559
72.0669	0.038809	40.8506
72.1089	0.038831	40.8463
72.1589	0.038858	40.8416
72.2089	0.038878	40.8362
72.2589	0.038902	40.8316
72.3167	0.038929	40.8255
72.3667	0.038953	40.8206
72.4167	0.038979	40.8157
72.4667	0.038998	40.8103
72.5089	0.039022	40.8063
72.5589	0.039050	40.8017
72.6089	0.039071	40.7967
72.6589	0.039091	40.7913
72.7166	0.039123	40.7853
72.7666	0.039150	40.7806
72.8166	0.039178	40.7758
72.8666	0.039202	40.7707
72.9085	0.039223	40.7664
72.9585	0.039245	40.7616
73.0085	0.039273	40.7563
73.0585	0.039300	40.7516
73.1164	0.039326	40.7456
73.1664	0.039354	40.7406
73.2164	0.039377	40.7358
73.2664	0.039401	40.7303
73.3084	0.039425	40.7265
73.3584	0.039450	40.7214
73.4084	0.039478	40.7163
73.4584	0.039512	40.7117
73.5003	0.039537	40.7071
73.5503	0.039551	40.7023
73.6003	0.039573	40.6975
73.6503	0.039604	40.6923
73.7082	0.039632	40.6868
73.7582	0.039654	40.6815
73.8082	0.039675	40.6767
73.8582	0.039709	40.6715
73.9002	0.039735	40.6670
73.9502	0.039764	40.6626
74.0002	0.039786	40.6572
74.0502	0.039804	40.6524
74.1081	0.039835	40.6467
74.1581	0.039859	40.6413
74.2081	0.039883	40.6365
74.2581	0.039916	40.6312
74.3000	0.039942	40.6272
74.3500	0.039960	40.6222
74.4000	0.039985	40.6171
74.4500	0.040003	40.6123
74.5082	0.040015	40.6061
74.5582	0.040027	40.6014
74.6082	0.039875	40.5967
74.6582	0.039541	40.5917
74.6998	0.039496	40.5873
74.7498	0.039533	40.5826
74.7998	0.039577	40.5776
74.8498	0.039624	40.5726
74.9080	0.039656	40.5668
74.9580	0.039681	40.5615
75.0080	0.039715	40.5570
75.0580	0.039754	40.5515
75.0997	0.039782	40.5474
75.1497	0.039818	40.5426
75.1997	0.039845	40.5371
75.2497	0.039875	40.5325
75.3075	0.039914	40.5265
75.3575	0.039944	40.5216
75.4075	0.039971	40.5167
75.4575	0.039997	40.5115
75.4999	0.040031	40.5074
75.5499	0.040070	40.5022
75.5999	0.040104	40.4972
75.6499	0.040131	40.4926
75.7074	0.040161	40.4870
75.7574	0.040196	40.4818
75.8074	0.040224	40.4763
75.8574	0.040250	40.4716
75.8993	0.040283	40.4675
75.9493	0.040319	40.4621
75.9993	0.040354	40.4573
76.0493	0.040384	40.4522
76.1098	0.040414	40.4463
76.1598	0.040443	40.4413
76.2098	0.040473	40.4362
76.2598	0.040510	40.4314
76.2991	0.040546	40.4276
76.3491	0.040575	40.4225
76.3991	0.040601	40.4175
76.4491	0.040629	40.4128
76.4910	0.040672	40.4084
76.5410	0.040696	40.4036
76.5910	0.040729	40.3985
76.6410	0.040769	40.3930
76.6989	0.040798	40.3870
76.7489	0.040830	40.3821
76.7989	0.040862	40.3776
76.8489	0.040895	40.3725
76.8909	0.040925	40.3682
76.9409	0.040964	40.3638
76.9909	0.040990	40.3582
77.0409	0.041025	40.3533
77.0990	0.041063	40.3475
77.1490	0.041100	40.3424
77.1990	0.041126	40.3376
77.2490	0.041154	40.3323
77.2907	0.041201	40.3283
77.3407	0.041231	40.3235
77.3907	0.041264	40.3185
77.4407	0.041302	40.3133
77.4986	0.041331	40.3078
77.5486	0.041361	40.3025
77.5986	0.041398	40.2976
77.6486	0.041436	40.2925
77.6906	0.041466	40.2880
77.7406	0.041499	40.2835
77.7906	0.041529	40.2782
77.8406	0.041517	40.2734
77.8989	0.041505	40.2676
77.9489	0.041533	40.2624
77.9989	0.041574	40.2579
78.0489	0.041606	40.2524
78.0904	0.041649	40.2484
78.1404	0.041693	40.2435
78.1904	0.041730	40.2380
78.2404	0.041764	40.2333
78.2983	0.041803	40.2273
78.3483	0.041837	40.2224
78.3983	0.041874	40.2176
78.4483	0.041910	40.2126
78.4907	0.041951	40.2081
78.5407	0.041985	40.2034
78.5907	0.042026	40.1983
78.6407	0.042060	40.1933
78.6981	0.042075	40.1875
78.7481	0.042079	40.1822
78.7981	0.042107	40.1777
78.8481	0.042145	40.1723
78.8900	0.042190	40.1682
78.9400	0.042235	40.1634
78.9900	0.042273	40.1581
79.0400	0.042314	40.1535
79.0979	0.042352	40.1474
79.1479	0.042387	40.1425
79.1979	0.042433	40.1375
79.2479	0.042472	40.1323
79.2899	0.042508	40.1283
79.3399	0.042553	40.1230
79.3899	0.042581	40.1180
79.4399	0.042612	40.1133
79.4978	0.042658	40.1077
79.5478	0.042695	40.1026
79.5978	0.042725	40.0979
79.6478	0.042748	40.0928
79.6897	0.042731	40.0886
79.7397	0.042490	40.0838
79.7897	0.042231	40.0784
79.8397	0.042265	40.0732
79.8816	0.042322	40.0691
79.9316	0.042377	40.0644
79.9816	0.042423	40.0591
80.0316	0.042474	40.0544
80.0895	0.042527	40.0485
80.1395	0.042577	40.0433
80.1895	0.042626	40.0381
80.2395	0.042668	40.0334
80.2815	0.042715	40.0290
80.3315	0.042758	40.0240
80.3815	0.042804	40.0188
80.4315	0.042851	40.0134
80.4893	0.042900	40.0081
80.5393	0.042948	40.0033
80.5893	0.042989	39.9981
80.6393	0.043027	39.9931
80.6813	0.043074	39.9891
80.7313	0.043125	39.9847
80.7813	0.043163	39.9792
80.8313	0.043210	39.9743
80.8895	0.043260	39.9685
80.9395	0.043305	39.9634
80.9895	0.043345	39.9586
81.0395	0.043398	39.9534
81.0811	0.043445	39.9495
81.1311	0.043491	39.9444
81.1811	0.043540	39.9392
81.2311	0.043581	39.9347
81.2891	0.043629	39.9283
81.3391	0.043678	39.9237
81.3891	0.043720	39.9186
81.4391	0.043761	39.9136
81.4810	0.043804	39.9099
81.5310	0.043850	39.9043
81.5810	0.043905	39.8993
81.6310	0.043950	39.8943
81.6889	0.043994	39.8884
81.7389	0.044037	39.8836
81.7889	0.044087	39.8783
81.8389	0.044128	39.8735
81.8808	0.044170	39.8696
81.9308	0.044215	39.8647
81.9808	0.044254	39.8595
82.0308	0.044302	39.8547
82.0890	0.044351	39.8487
82.1390	0.044393	39.8432
82.1890	0.044426	39.8381
82.2390	0.044473	39.8333
82.2807	0.044527	39.8290
82.3307	0.044582	39.8243
82.3807	0.044631	39.8193
82.4307	0.044675	39.8143
82.4889	0.044726	39.8086
82.5389	0.044777	39.8032
82.5889	0.044827	39.7987
82.6389	0.044872	39.7935
82.6805	0.044927	39.7892
82.7305	0.044975	39.7845
82.7805	0.045026	39.7791
82.8305	0.045079	39.7745
82.8884	0.045129	39.7685
82.9384	0.045180	39.7634
82.9884	0.045227	39.7586
83.0384	0.045273	39.7535
83.0807	0.045320	39.7495
83.1307	0.045381	39.7446
83.1807	0.045439	39.7398
83.2307	0.045488	39.7351
83.2723	0.045539	39.7307
83.3223	0.045591	39.7253
83.3723	0.045644	39.7201
83.4223	0.045701	39.7155
83.4802	0.045748	39.7094
83.5302	0.045796	39.7043
83.5802	0.045859	39.6994
83.6302	0.045914	39.6945
83.6721	0.045958	39.6902
83.7221	0.046015	39.6854
83.7721	0.046076	39.6802
83.8221	0.046133	39.6751
83.8800	0.046183	39.6698
83.9300	0.046236	39.6643
83.9800	0.046291	39.6597
84.0300	0.046343	39.6545
84.0719	0.046408	39.6502
84.1219	0.046467	39.6455
84.1719	0.046514	39.6400
84.2219	0.046568	39.6352
84.2799	0.046623	39.6293
84.3299	0.046680	39.6242
84.3799	0.046733	39.6193
84.4299	0.046789	39.6141
84.4718	0.046844	39.6101
84.5218	0.046893	39.6053
84.5718	0.046952	39.6003
84.6218	0.047008	39.5951
84.6797	0.047057	39.5895
84.7297	0.047116	39.5842
84.7797	0.047175	39.5794
84.8297	0.047229	39.5742
84.8716	0.047280	39.5699
84.9216	0.047337	39.5654
84.9716	0.047393	39.5599
85.0216	0.047450	39.5552
85.0800	0.047501	39.5492
85.1300	0.047554	39.5441
85.1800	0.047612	39.5395
85.2300	0.047669	39.5348
85.2714	0.047732	39.5303
85.3214	0.047789	39.5250
85.3714	0.047845	39.5200
85.4214	0.047904	39.5153
85.4794	0.047961	39.5092
85.5294	0.048022	39.5044
85.5794	0.048081	39.4997
85.6294	0.048139	39.4948
85.6713	0.048196	39.4904
85.7213	0.048261	39.4856
85.7713	0.048332	39.4804
85.8213	0.048389	39.4754
85.8792	0.048445	39.4694
85.9292	0.048506	39.4642
85.9792	0.048569	39.4597
86.0292	0.048626	39.4542
86.0711	0.048693	39.4502
86.1211	0.048762	39.4453
86.1711	0.048827	39.4399
86.2211	0.048889	39.4355
86.2790	0.048954	39.4291
86.3290	0.049017	39.4242
86.3790	0.049078	39.4196
86.4290	0.049135	39.4148
86.4710	0.049204	39.4103
86.5210	0.049272	39.4052
86.5710	0.049329	39.4003
86.6210	0.049394	39.3954
86.6629	0.049463	39.3909
86.7129	0.049518	39.3863
86.7629	0.049583	39.3811
86.8129	0.049645	39.3762
86.8708	0.049706	39.3706
86.9208	0.049777	39.3650
86.9708	0.049846	39.3602
87.0208	0.049915	39.3550
87.0627	0.049988	39.3508
87.1127	0.050059	39.3459
87.1627	0.050134	39.3407
87.2127	0.050201	39.3359
87.2707	0.050276	39.3306
87.3207	0.050343	39.3254
87.3707	0.050412	39.3202
87.4207	0.050479	39.3154
87.4626	0.050541	39.3112
87.5126	0.050612	39.3063
87.5626	0.050683	39.3012
87.6126	0.050742	39.2961
87.6706	0.050819	39.2903
87.7206	0.050888	39.2849
87.7706	0.050959	39.2803
87.8206	0.051030	39.2756
87.8624	0.051095	39.2715
87.9124	0.051174	39.2663
87.9624	0.051243	39.2615
88.0124	0.051310	39.2561
88.0703	0.051377	39.2506
88.1203	0.051460	39.2455
88.1703	0.051529	39.2402
88.2203	0.051606	39.2355
88.2622	0.051670	39.2309
88.3122	0.051743	39.2261
88.3622	0.051818	39.2211
88.4122	0.051891	39.2158
88.4701	0.051962	39.2103
88.5201	0.052021	39.2059
88.5701	0.052076	39.2006
88.6201	0.052118	39.1952
88.6620	0.052185	39.1910
88.7120	0.052264	39.1862
88.7620	0.052343	39.1814
88.8120	0.052429	39.1763
88.8700	0.052520	39.1708
88.9200	0.052603	39.1659
88.9700	0.052676	39.1607
89.0200	0.052761	39.1554
89.0619	0.052842	39.1513
89.1119	0.052923	39.1464
89.1619	0.053004	39.1413
89.2119	0.053079	39.1364
89.2698	0.053168	39.1304
89.3198	0.053254	39.1256
89.3698	0.053331	39.1205
89.4198	0.053414	39.1154
89.4617	0.053495	39.1116
89.5117	0.053578	39.1061
89.5617	0.053657	39.1014
89.6117	0.053740	39.0964
89.6536	0.053825	39.0919
89.7036	0.053906	39.0863
89.7536	0.053987	39.0816
89.8036	0.054075	39.0769
89.8615	0.054160	39.0711
89.9115	0.054249	39.0660
89.9615	0.054340	39.0613
90.0115	0.054425	39.0561
90.0534	0.054510	39.0520
90.1034	0.054595	39.0471
90.1534	0.054677	39.0423
90.2034	0.054766	39.0371
90.2613	0.054855	39.0315
90.3113	0.054942	39.0263
90.3613	0.055021	39.0213
90.4113	0.055106	39.0163
90.4537	0.055202	39.0117
90.5037	0.055291	39.0072
90.5537	0.055380	39.0020
90.6037	0.055465	38.9970
90.6612	0.055552	38.9913
90.7112	0.055647	38.9861
90.7612	0.055741	38.9815
90.8112	0.055820	38.9760
90.8531	0.055913	38.9718
90.9031	0.056016	38.9671
90.9531	0.056116	38.9625
91.0031	0.056213	38.9570
91.0610	0.056302	38.9508
91.1110	0.056389	38.9460
91.1610	0.056491	38.9413
91.2110	0.056588	38.9364
91.2529	0.056683	38.9321
91.3029	0.056785	38.9273
91.3529	0.056878	38.9222
91.4029	0.056969	38.9172
91.4608	0.057062	38.9116
91.5108	0.057158	38.9062
91.5608	0.057251	38.9017
91.6108	0.057346	38.8965
91.6527	0.057437	38.8920
91.7027	0.057527	38.8868
91.7527	0.057620	38.8821
91.8027	0.057713	38.8768
91.8607	0.057806	38.8713
91.9107	0.057897	38.8664
91.9607	0.057997	38.8612
92.0107	0.058096	38.8566
92.0526	0.058195	38.8521
92.1026	0.058291	38.8471
92.1526	0.058388	38.8422
92.2026	0.058487	38.8368
92.2605	0.058593	38.8313
92.3105	0.058698	38.8261
92.3605	0.058802	38.8212
92.4105	0.058907	38.8162
92.4525	0.059004	38.8119
92.5025	0.059116	38.8070
92.5525	0.059225	38.8022
92.6025	0.059316	38.7972
92.6603	0.059410	38.7915
92.7103	0.059509	38.7867
92.7603	0.059608	38.7815
92.8103	0.059702	38.7768
92.8522	0.059789	38.7724
92.9022	0.059894	38.7671
92.9522	0.060002	38.7619
