Time(s)	Force(lb)	Position(mm)
46.1676	0.034970	43.4406
46.2095	0.034974	43.4366
46.2595	0.034980	43.4316
46.3095	0.034992	43.4266
46.3595	0.034996	43.4219
46.4014	0.035002	43.4176
46.4514	0.035006	43.4122
46.5014	0.035008	43.4070
46.5514	0.035018	43.4022
46.6093	0.035025	43.3962
46.6593	0.035027	43.3916
46.7093	0.035033	43.3864
46.7593	0.035039	43.3815
46.8012	0.035053	43.3775
46.8512	0.035063	43.3727
46.9012	0.035065	43.3674
46.9512	0.035061	43.3625
47.0092	0.035071	43.3567
47.0592	0.035083	43.3517
47.1092	0.035089	43.3468
47.1592	0.035075	43.3414
47.2011	0.035063	43.3375
47.2511	0.035069	43.3325
47.3011	0.035075	43.3272
47.3511	0.035081	43.3227
47.4090	0.035089	43.3164
47.4590	0.035096	43.3117
47.5090	0.035110	43.3065
47.5590	0.035118	43.3014
47.6010	0.035122	43.2974
47.6510	0.035128	43.2923
47.7010	0.035140	43.2874
47.7510	0.035140	43.2824
47.8089	0.035144	43.2766
47.8589	0.035152	43.2717
47.9089	0.035156	43.2662
47.9589	0.035162	43.2618
48.0008	0.035171	43.2575
48.0508	0.035181	43.2522
48.1008	0.035181	43.2476
48.1508	0.035195	43.2421
48.2087	0.035205	43.2364
48.2587	0.035211	43.2318
48.3087	0.035211	43.2270
48.3587	0.035221	43.2217
48.4007	0.035225	43.2169
48.4507	0.035227	43.2122
48.5007	0.035231	43.2071
48.5507	0.035231	43.2020
48.6085	0.035246	43.1967
48.6585	0.035266	43.1919
48.7085	0.035268	43.1867
48.7585	0.035266	43.1820
48.8005	0.035270	43.1778
48.8505	0.035288	43.1725
48.9005	0.035294	43.1670
48.9505	0.035290	43.1622
49.0084	0.035292	43.1564
49.0584	0.035302	43.1515
49.1084	0.035312	43.1466
49.1584	0.035316	43.1414
49.2003	0.035316	43.1375
49.2503	0.035327	43.1327
49.3003	0.035341	43.1278
49.3503	0.035351	43.1226
49.4082	0.035351	43.1163
49.4582	0.035357	43.1117
49.5082	0.035371	43.1064
49.5582	0.035373	43.1014
49.6002	0.035375	43.0974
49.6502	0.035381	43.0922
49.7002	0.035383	43.0874
49.7502	0.035393	43.0823
49.7921	0.035404	43.0781
49.8421	0.035410	43.0735
49.8921	0.035414	43.0682
49.9421	0.035420	43.0635
50.0000	0.035430	43.0576
50.0500	0.035434	43.0525
50.1000	0.035446	43.0480
50.1500	0.035448	43.0425
50.1922	0.035452	43.0379
50.2422	0.035460	43.0329
50.2922	0.035468	43.0284
50.3422	0.035473	43.0237
50.3998	0.035483	43.0176
50.4498	0.035487	43.0130
50.4998	0.035495	43.0081
50.5498	0.035497	43.0028
50.5917	0.035501	42.9982
50.6417	0.035511	42.9934
50.6917	0.035521	42.9883
50.7417	0.035523	42.9833
50.7997	0.035535	42.9777
50.8497	0.035546	42.9726
50.8997	0.035556	42.9679
50.9497	0.035560	42.9626
50.9916	0.035566	42.9582
51.0416	0.035572	42.9530
51.0916	0.035582	42.9483
51.1416	0.035584	42.9432
51.1995	0.035594	42.9376
51.2495	0.035606	42.9325
51.2995	0.035614	42.9273
51.3495	0.035614	42.9230
51.3914	0.035618	42.9184
51.4414	0.035633	42.9135
51.4914	0.035651	42.9087
51.5414	0.035655	42.9033
51.5993	0.035655	42.8978
51.6493	0.035651	42.8926
51.6993	0.035661	42.8878
51.7493	0.035671	42.8828
51.7914	0.035675	42.8784
51.8414	0.035679	42.8737
51.8914	0.035685	42.8684
51.9414	0.035700	42.8630
51.9992	0.035710	42.8573
52.0492	0.035722	42.8525
52.0992	0.035730	42.8473
52.1492	0.035734	42.8425
52.1911	0.035738	42.8381
52.2411	0.035746	42.8330
52.2911	0.035754	42.8285
52.3411	0.035766	42.8231
52.3990	0.035779	42.8177
52.4490	0.035781	42.8126
52.4990	0.035777	42.8076
52.5490	0.035783	42.8030
52.5909	0.035791	42.7983
52.6409	0.035805	42.7934
52.6909	0.035811	42.7884
52.7409	0.035813	42.7833
52.7988	0.035821	42.7778
52.8488	0.035835	42.7726
52.8988	0.035839	42.7678
52.9488	0.035848	42.7626
52.9908	0.035856	42.7583
53.0408	0.035860	42.7538
53.0908	0.035868	42.7482
53.1408	0.035880	42.7435
53.1830	0.035880	42.7393
53.2330	0.035886	42.7339
53.2830	0.035890	42.7293
53.3330	0.035892	42.7241
53.3905	0.035906	42.7185
53.4405	0.035912	42.7134
53.4905	0.035916	42.7083
53.5405	0.035927	42.7035
53.5825	0.035939	42.6989
53.6325	0.035945	42.6941
53.6825	0.035945	42.6895
53.7325	0.035945	42.6845
53.7904	0.035961	42.6785
53.8404	0.035973	42.6738
53.8904	0.035977	42.6687
53.9404	0.035985	42.6633
53.9823	0.035989	42.6588
54.0323	0.036004	42.6541
54.0823	0.036010	42.6496
54.1323	0.036016	42.6443
54.1902	0.036026	42.6386
54.2402	0.036026	42.6336
54.2902	0.035973	42.6282
54.3402	0.035937	42.6234
54.3822	0.035951	42.6189
54.4322	0.035963	42.6140
54.4822	0.035967	42.6091
54.5322	0.035977	42.6039
54.5901	0.035991	42.5983
54.6401	0.035993	42.5938
54.6901	0.036006	42.5885
54.7401	0.036016	42.5835
54.7823	0.036026	42.5796
54.8323	0.036040	42.5744
54.8823	0.036042	42.5695
54.9323	0.036042	42.5645
54.9900	0.036048	42.5588
55.0400	0.036058	42.5539
55.0900	0.036073	42.5484
55.1400	0.036085	42.5433
55.1819	0.036087	42.5392
55.2319	0.036089	42.5343
55.2819	0.036097	42.5290
55.3319	0.036111	42.5242
55.3898	0.036121	42.5188
55.4398	0.036129	42.5136
55.4898	0.036146	42.5086
55.5398	0.036156	42.5036
55.5817	0.036162	42.4993
55.6317	0.036160	42.4946
55.6817	0.036166	42.4895
55.7317	0.036180	42.4844
55.7896	0.036198	42.4790
55.8396	0.036202	42.4736
55.8896	0.036206	42.4684
55.9396	0.036216	42.4636
55.9815	0.036223	42.4593
56.0315	0.036233	42.4540
56.0815	0.036243	42.4494
56.1315	0.036253	42.4446
56.1894	0.036263	42.4386
56.2394	0.036265	42.4337
56.2894	0.036271	42.4289
56.3394	0.036281	42.4238
56.3817	0.036287	42.4199
56.4317	0.036302	42.4146
56.4817	0.036306	42.4092
56.5317	0.036318	42.4040
56.5733	0.036330	42.4001
56.6233	0.036338	42.3951
56.6733	0.036340	42.3901
56.7233	0.036352	42.3853
56.7812	0.036366	42.3796
56.8312	0.036377	42.3744
56.8812	0.036387	42.3697
56.9312	0.036387	42.3646
56.9731	0.036395	42.3604
57.0231	0.036413	42.3558
57.0731	0.036421	42.3502
57.1231	0.036425	42.3454
57.1810	0.036437	42.3396
57.2310	0.036448	42.3342
57.2810	0.036460	42.3291
57.3310	0.036462	42.3244
57.3730	0.036468	42.3199
57.4230	0.036482	42.3150
57.4730	0.036494	42.3104
57.5230	0.036502	42.3055
57.5809	0.036516	42.2995
57.6309	0.036523	42.2948
57.6809	0.036531	42.2897
57.7309	0.036541	42.2844
57.7727	0.036553	42.2798
57.8227	0.036563	42.2749
57.8727	0.036569	42.2704
57.9227	0.036575	42.2654
57.9807	0.036585	42.2595
58.0307	0.036593	42.2547
58.0807	0.036606	42.2492
58.1307	0.036616	42.2444
58.1727	0.036624	42.2401
58.2227	0.036630	42.2352
58.2727	0.036640	42.2304
58.3227	0.036654	42.2252
58.3834	0.036666	42.2194
58.4334	0.036679	42.2142
58.4834	0.036681	42.2092
58.5334	0.036691	42.2043
58.5724	0.036707	42.2000
58.6224	0.036713	42.1954
58.6724	0.036721	42.1905
58.7224	0.036729	42.1851
58.7803	0.036748	42.1790
58.8303	0.036756	42.1745
58.8803	0.036764	42.1698
58.9303	0.036778	42.1647
58.9722	0.036796	42.1604
59.0222	0.036806	42.1556
59.0722	0.036810	42.1503
59.1222	0.036814	42.1454
59.1804	0.036823	42.1393
59.2304	0.036833	42.1343
59.2804	0.036845	42.1297
59.3304	0.036855	42.1248
59.3721	0.036869	42.1206
59.4221	0.036875	42.1152
59.4721	0.036885	42.1101
59.5221	0.036902	42.1052
59.5640	0.036910	42.1008
59.6140	0.036924	42.0959
59.6640	0.036922	42.0909
59.7140	0.036934	42.0858
59.7719	0.036944	42.0801
59.8219	0.036954	42.0746
59.8719	0.036966	42.0700
59.9219	0.036981	42.0653
59.9638	0.036991	42.0612
60.0138	0.037003	42.0561
60.0638	0.037017	42.0514
60.1138	0.037027	42.0463
60.1729	0.037041	42.0405
60.2229	0.037064	42.0354
60.2729	0.037066	42.0302
60.3229	0.037064	42.0256
60.3637	0.037074	42.0211
60.4137	0.037084	42.0162
60.4637	0.037094	42.0114
60.5137	0.037104	42.0059
60.5716	0.037110	42.0004
60.6216	0.037131	41.9952
60.6716	0.037145	41.9904
60.7216	0.037157	41.9854
60.7635	0.037161	41.9810
60.8135	0.037171	41.9764
60.8635	0.037187	41.9710
60.9135	0.037200	41.9662
60.9718	0.037210	41.9604
61.0218	0.037212	41.9552
61.0718	0.037230	41.9507
61.1218	0.037244	41.9452
61.1636	0.037248	41.9412
61.2136	0.037262	41.9363
61.2636	0.037277	41.9309
61.3136	0.037295	41.9260
61.3713	0.037293	41.9201
61.4213	0.037240	41.9153
61.4713	0.037230	41.9102
61.5213	0.037248	41.9051
61.5632	0.037266	41.9010
61.6132	0.037281	41.8963
61.6632	0.037293	41.8912
61.7132	0.037309	41.8862
61.7714	0.037329	41.8804
61.8214	0.037346	41.8753
61.8714	0.037358	41.8706
61.9214	0.037368	41.8652
61.9632	0.037384	41.8611
62.0132	0.037404	41.8563
62.0632	0.037421	41.8509
62.1132	0.037439	41.8463
62.1709	0.037449	41.8401
62.2209	0.037463	41.8354
62.2709	0.037483	41.8304
62.3209	0.037498	41.8250
62.3632	0.037508	41.8210
62.4132	0.037524	41.8166
62.4632	0.037538	41.8115
62.5132	0.037552	41.8061
62.5707	0.037568	41.8001
62.6207	0.037585	41.7954
62.6707	0.037599	41.7906
62.7207	0.037621	41.7855
62.7627	0.037641	41.7813
62.8127	0.037648	41.7765
62.8627	0.037650	41.7713
62.9127	0.037668	41.7666
62.9549	0.037690	41.7623
63.0049	0.037714	41.7570
63.0549	0.037727	41.7524
63.1049	0.037735	41.7468
63.1625	0.037751	41.7415
63.2125	0.037769	41.7363
63.2625	0.037789	41.7312
63.3125	0.037808	41.7266
63.3544	0.037818	41.7220
63.4044	0.037834	41.7171
63.4544	0.037856	41.7121
63.5044	0.037873	41.7070
63.5623	0.037885	41.7014
63.6123	0.037899	41.6962
63.6623	0.037919	41.6914
63.7123	0.037931	41.6862
63.7543	0.037941	41.6818
63.8043	0.037964	41.6774
63.8543	0.037980	41.6720
63.9043	0.038002	41.6674
63.9622	0.038008	41.6616
64.0122	0.038025	41.6565
64.0622	0.038045	41.6518
64.1122	0.038069	41.6466
64.1541	0.038085	41.6420
64.2041	0.038100	41.6370
64.2541	0.038108	41.6324
64.3041	0.038124	41.6268
64.3620	0.038148	41.6213
64.4120	0.038160	41.6162
64.4620	0.038181	41.6113
64.5120	0.038197	41.6064
64.5539	0.038205	41.6020
64.6039	0.038223	41.5972
64.6539	0.038246	41.5918
64.7039	0.038260	41.5869
64.7618	0.038282	41.5816
64.8118	0.038296	41.5768
64.8618	0.038316	41.5715
64.9118	0.038333	41.5668
64.9538	0.038349	41.5626
65.0038	0.038369	41.5573
65.0538	0.038381	41.5519
65.1038	0.038400	41.5472
65.1617	0.038412	41.5413
65.2117	0.038430	41.5363
65.2617	0.038452	41.5313
65.3117	0.038471	41.5261
65.3536	0.038481	41.5222
65.4036	0.038495	41.5175
65.4536	0.038513	41.5124
65.5036	0.038531	41.5073
65.5615	0.038550	41.5016
65.6115	0.038568	41.4963
65.6615	0.038586	41.4917
65.7115	0.038604	41.4864
65.7534	0.038618	41.4821
65.8034	0.038645	41.4775
65.8534	0.038659	41.4721
65.9034	0.038677	41.4675
65.9613	0.038700	41.4616
66.0113	0.038722	41.4560
66.0613	0.038734	41.4508
66.1113	0.038750	41.4464
66.1537	0.038775	41.4423
66.2037	0.038793	41.4372
66.2537	0.038815	41.4322
66.3037	0.038837	41.4274
66.3451	0.038856	41.4230
66.3951	0.038872	41.4181
66.4451	0.038886	41.4134
66.4951	0.038904	41.4086
66.5531	0.038931	41.4026
66.6031	0.038955	41.3970
66.6531	0.038975	41.3924
66.7031	0.038993	41.3872
66.7450	0.039002	41.3828
66.7950	0.039014	41.3781
66.8450	0.039036	41.3729
66.8950	0.039062	41.3680
66.9529	0.039087	41.3623
67.0029	0.039099	41.3573
67.0529	0.039101	41.3525
67.1029	0.038904	41.3471
67.1448	0.038610	41.3432
67.1948	0.038592	41.3382
67.2448	0.038618	41.3329
67.2948	0.038639	41.3284
67.3527	0.038661	41.3221
67.4027	0.038677	41.3174
67.4527	0.038696	41.3122
67.5027	0.038706	41.3071
67.5446	0.038724	41.3032
67.5946	0.038750	41.2980
67.6446	0.038775	41.2932
67.6946	0.038791	41.2882
67.7526	0.038817	41.2823
67.8026	0.038837	41.2775
67.8526	0.038860	41.2721
67.9026	0.038884	41.2675
67.9449	0.038898	41.2632
67.9949	0.038918	41.2580
68.0449	0.038949	41.2534
68.0949	0.038975	41.2479
68.1524	0.039000	41.2424
68.2024	0.039022	41.2373
68.2524	0.039040	41.2323
68.3024	0.039062	41.2276
68.3443	0.039085	41.2232
68.3943	0.039103	41.2183
68.4443	0.039129	41.2132
68.4943	0.039156	41.2080
68.5522	0.039180	41.2026
68.6022	0.039198	41.1972
68.6522	0.039229	41.1927
68.7022	0.039251	41.1876
68.7441	0.039261	41.1831
68.7941	0.039287	41.1776
68.8441	0.039300	41.1731
68.8941	0.039328	41.1684
68.9521	0.039356	41.1626
69.0021	0.039375	41.1576
69.0521	0.039389	41.1529
69.1021	0.039409	41.1476
69.1440	0.039435	41.1431
69.1940	0.039466	41.1380
69.2440	0.039486	41.1331
69.2940	0.039506	41.1280
69.3523	0.039537	41.1225
69.4023	0.039553	41.1175
69.4523	0.039575	41.1126
69.5023	0.039604	41.1077
69.5443	0.039626	41.1034
69.5943	0.039650	41.0980
69.6443	0.039681	41.0930
69.6943	0.039705	41.0879
69.7357	0.039721	41.0835
69.7857	0.039741	41.0788
69.8357	0.039766	41.0740
69.8857	0.039796	41.0690
69.9437	0.039825	41.0633
69.9937	0.039847	41.0584
70.0437	0.039875	41.0532
70.0937	0.039902	41.0484
70.1356	0.039928	41.0441
70.1856	0.039946	41.0390
70.2356	0.039958	41.0344
70.2856	0.039979	41.0289
70.3435	0.040009	41.0235
70.3935	0.040033	41.0183
70.4435	0.040064	41.0134
70.4935	0.040088	41.0087
70.5357	0.040106	41.0040
70.5857	0.040131	40.9993
70.6357	0.040155	40.9943
70.6857	0.040173	40.9893
70.7433	0.040200	40.9838
70.7933	0.040228	40.9785
70.8433	0.040252	40.9731
70.8933	0.040277	40.9682
70.9352	0.040303	40.9641
70.9852	0.040327	40.9589
71.0352	0.040352	40.9540
71.0852	0.040380	40.9487
71.1432	0.040406	40.9431
71.1932	0.040425	40.9383
71.2432	0.040449	40.9334
71.2932	0.040469	40.9282
71.3358	0.040493	40.9241
71.3858	0.040524	40.9190
71.4358	0.040552	40.9140
71.4858	0.040575	40.9092
71.5430	0.040609	40.9030
71.5930	0.040627	40.8986
71.6430	0.040654	40.8934
71.6930	0.040680	40.8880
71.7349	0.040706	40.8836
71.7849	0.040733	40.8787
71.8349	0.040761	40.8742
71.8849	0.040793	40.8690
71.9429	0.040820	40.8632
71.9929	0.040844	40.8583
72.0429	0.040875	40.8532
72.0929	0.040893	40.8485
72.1348	0.040917	40.8441
72.1848	0.040943	40.8390
72.2348	0.040968	40.8342
72.2848	0.040994	40.8296
72.3430	0.041021	40.8235
72.3930	0.041045	40.8182
72.4430	0.041075	40.8134
72.4930	0.041108	40.8086
72.5346	0.041132	40.8040
72.5846	0.041158	40.7991
72.6346	0.041191	40.7940
72.6846	0.041213	40.7890
72.7265	0.041233	40.7849
72.7765	0.041260	40.7796
72.8265	0.041132	40.7748
72.8765	0.040690	40.7697
72.9344	0.040589	40.7638
72.9844	0.040648	40.7593
73.0344	0.040692	40.7546
73.0844	0.040727	40.7494
73.1264	0.040769	40.7448
73.1764	0.040812	40.7397
73.2264	0.040846	40.7353
73.2764	0.040885	40.7299
73.3343	0.040919	40.7243
73.3843	0.040958	40.7192
73.4343	0.040992	40.7142
73.4843	0.041027	40.7094
73.5262	0.041061	40.7050
73.5762	0.041091	40.7001
73.6262	0.041128	40.6950
73.6762	0.041158	40.6898
73.7341	0.041187	40.6844
73.7841	0.041219	40.6797
73.8341	0.041252	40.6746
73.8841	0.041280	40.6692
73.9260	0.041323	40.6648
73.9760	0.041353	40.6601
74.0260	0.041383	40.6548
74.0760	0.041418	40.6499
74.1339	0.041450	40.6440
74.1839	0.041485	40.6390
74.2339	0.041519	40.6340
74.2839	0.041543	40.6286
74.3259	0.041570	40.6248
74.3759	0.041604	40.6201
74.4259	0.041639	40.6152
74.4759	0.041673	40.6101
74.5338	0.041704	40.6045
74.5838	0.041730	40.5992
74.6338	0.041762	40.5945
74.6838	0.041799	40.5893
74.7257	0.041827	40.5849
74.7757	0.041856	40.5803
74.8257	0.041890	40.5748
74.8757	0.041923	40.5699
74.9338	0.041957	40.5645
74.9838	0.041985	40.5596
75.0338	0.042006	40.5542
75.0838	0.042046	40.5490
75.1255	0.042081	40.5450
75.1755	0.042109	40.5401
75.2255	0.042135	40.5350
75.2755	0.042170	40.5304
75.3337	0.042198	40.5240
75.3837	0.042231	40.5194
75.4337	0.042263	40.5142
75.4837	0.042289	40.5090
75.5254	0.042326	40.5053
75.5754	0.042358	40.4998
75.6254	0.042391	40.4951
75.6754	0.042421	40.4901
75.7333	0.042460	40.4840
75.7833	0.042486	40.4791
75.8333	0.042523	40.4739
75.8833	0.042557	40.4692
75.9252	0.042591	40.4650
75.9752	0.042624	40.4599
76.0252	0.042648	40.4551
76.0752	0.042685	40.4505
76.1172	0.042727	40.4462
76.1672	0.042760	40.4411
76.2172	0.042786	40.4362
76.2672	0.042818	40.4309
76.3251	0.042861	40.4254
76.3751	0.042902	40.4201
76.4251	0.042930	40.4151
76.4751	0.042958	40.4103
76.5169	0.042995	40.4058
76.5669	0.043027	40.4012
76.6169	0.043058	40.3960
76.6669	0.043098	40.3909
76.7248	0.043137	40.3853
76.7748	0.043171	40.3798
76.8248	0.043212	40.3750
76.8748	0.043244	40.3704
76.9168	0.043275	40.3661
76.9668	0.043307	40.3607
77.0168	0.043352	40.3555
77.0668	0.043380	40.3507
77.1247	0.043412	40.3453
77.1747	0.043443	40.3402
77.2247	0.043475	40.3352
77.2747	0.043518	40.3303
77.3166	0.043560	40.3259
77.3666	0.043599	40.3211
77.4166	0.043633	40.3160
77.4666	0.043672	40.3108
77.5246	0.043712	40.3054
77.5746	0.043749	40.2999
77.6246	0.043783	40.2955
77.6746	0.043826	40.2904
77.7164	0.043858	40.2858
77.7664	0.043891	40.2805
77.8164	0.043929	40.2761
77.8664	0.043962	40.2709
77.9244	0.043998	40.2652
77.9744	0.044035	40.2603
78.0244	0.044069	40.2549
78.0744	0.044100	40.2505
78.1163	0.044130	40.2460
78.1663	0.044162	40.2408
78.2163	0.044191	40.2359
78.2663	0.044225	40.2307
78.3242	0.044264	40.2252
78.3742	0.044278	40.2200
78.4242	0.044276	40.2151
78.4742	0.044298	40.2104
78.5161	0.044345	40.2064
78.5661	0.044389	40.2012
78.6161	0.044436	40.1965
78.6661	0.044487	40.1915
78.7240	0.044531	40.1853
78.7740	0.044572	40.1800
78.8240	0.044612	40.1753
78.8740	0.044653	40.1701
78.9159	0.044695	40.1660
78.9659	0.044736	40.1611
79.0159	0.044775	40.1559
79.0659	0.044825	40.1512
79.1239	0.044870	40.1451
79.1739	0.044910	40.1403
79.2239	0.044953	40.1353
79.2739	0.044993	40.1301
79.3157	0.045046	40.1262
79.3657	0.045093	40.1211
79.4157	0.045125	40.1162
79.4657	0.045162	40.1114
79.5076	0.045208	40.1070
79.5576	0.045259	40.1021
79.6076	0.045308	40.0970
79.6576	0.045346	40.0920
79.7155	0.045383	40.0863
79.7655	0.045427	40.0811
79.8155	0.045474	40.0762
79.8655	0.045520	40.0709
79.9075	0.045561	40.0667
79.9575	0.045612	40.0620
80.0075	0.045658	40.0565
80.0575	0.045699	40.0520
80.1154	0.045735	40.0460
80.1654	0.045719	40.0410
80.2154	0.045670	40.0361
80.2654	0.045719	40.0309
80.3073	0.045774	40.0270
80.3573	0.045827	40.0221
80.4073	0.045877	40.0171
80.4573	0.045938	40.0122
80.5152	0.045991	40.0060
80.5652	0.046037	40.0008
80.6152	0.046080	39.9960
80.6652	0.046131	39.9910
80.7071	0.046179	39.9867
80.7571	0.046224	39.9820
80.8071	0.046275	39.9766
80.8571	0.046323	39.9718
80.9151	0.046372	39.9661
80.9651	0.046423	39.9608
81.0151	0.046473	39.9563
81.0651	0.046522	39.9508
81.1083	0.046568	39.9467
81.1583	0.046617	39.9418
81.2083	0.046672	39.9365
81.2583	0.046727	39.9319
81.3149	0.046771	39.9260
81.3649	0.046822	39.9213
81.4149	0.046877	39.9164
81.4649	0.046927	39.9113
81.5068	0.046972	39.9067
81.5568	0.047025	39.9018
81.6068	0.047081	39.8969
81.6568	0.047138	39.8919
81.7152	0.047185	39.8862
81.7652	0.047231	39.8810
81.8152	0.047288	39.8763
81.8652	0.047341	39.8710
81.9067	0.047393	39.8668
81.9567	0.047454	39.8622
82.0067	0.047509	39.8568
82.0567	0.047556	39.8522
82.1147	0.047610	39.8462
82.1647	0.047673	39.8411
82.2147	0.047722	39.8362
82.2647	0.047773	39.8310
82.3065	0.047831	39.8270
82.3565	0.047888	39.8219
82.4065	0.047939	39.8169
82.4565	0.047991	39.8123
82.5147	0.048052	39.8058
82.5647	0.048113	39.8012
82.6147	0.048176	39.7961
82.6647	0.048231	39.7911
82.7063	0.048287	39.7874
82.7563	0.048344	39.7819
82.8063	0.048401	39.7772
82.8563	0.048458	39.7722
82.8983	0.048512	39.7677
82.9483	0.048573	39.7630
82.9983	0.048628	39.7578
83.0483	0.048685	39.7529
83.1064	0.048721	39.7470
83.1564	0.048762	39.7419
83.2064	0.048818	39.7371
83.2564	0.048879	39.7324
83.2981	0.048940	39.7281
83.3481	0.049001	39.7231
83.3981	0.049068	39.7182
83.4481	0.049122	39.7129
83.5065	0.049177	39.7075
83.5565	0.049230	39.7021
83.6065	0.049289	39.6967
83.6565	0.049356	39.6917
83.6979	0.049412	39.6879
83.7479	0.049471	39.6826
83.7979	0.049538	39.6777
83.8479	0.049601	39.6726
83.9058	0.049666	39.6666
83.9558	0.049727	39.6620
84.0058	0.049781	39.6572
84.0558	0.049852	39.6521
84.0981	0.049919	39.6481
84.1481	0.049986	39.6433
84.1981	0.050047	39.6381
84.2481	0.050106	39.6325
84.3057	0.050158	39.6269
84.3557	0.050205	39.6219
84.4057	0.050215	39.6170
84.4557	0.050225	39.6123
84.4977	0.050286	39.6079
84.5477	0.050357	39.6030
84.5977	0.050432	39.5981
84.6477	0.050511	39.5928
84.7055	0.050576	39.5876
84.7555	0.050635	39.5821
84.8055	0.050697	39.5774
84.8555	0.050762	39.5722
84.8974	0.050823	39.5678
84.9474	0.050892	39.5631
84.9974	0.050959	39.5578
85.0474	0.051024	39.5529
85.1055	0.051093	39.5472
85.1555	0.051158	39.5422
85.2055	0.051233	39.5375
85.2555	0.051310	39.5321
85.2973	0.051379	39.5278
85.3473	0.051454	39.5228
85.3973	0.051529	39.5179
85.4473	0.051610	39.5126
85.5052	0.051691	39.5071
85.5552	0.051758	39.5017
85.6052	0.051822	39.4968
85.6552	0.051897	39.4922
85.6971	0.051968	39.4882
85.7471	0.052039	39.4830
85.7971	0.052114	39.4781
85.8471	0.052183	39.4731
85.8890	0.052262	39.4687
85.9390	0.052345	39.4639
85.9890	0.052414	39.4586
86.0390	0.052483	39.4537
86.0969	0.052556	39.4479
86.1469	0.052629	39.4427
86.1969	0.052700	39.4383
86.2469	0.052775	39.4328
86.2893	0.052769	39.4287
86.3393	0.052759	39.4238
86.3893	0.052832	39.4187
86.4393	0.052925	39.4140
86.4970	0.053010	39.4080
86.5470	0.053083	39.4032
86.5970	0.053164	39.3980
86.6470	0.053252	39.3928
86.6887	0.053335	39.3890
86.7387	0.053406	39.3835
86.7887	0.053481	39.3787
86.8387	0.053564	39.3738
86.8966	0.053637	39.3678
86.9466	0.053718	39.3632
86.9966	0.053797	39.3584
87.0466	0.053884	39.3531
87.0885	0.053961	39.3487
87.1385	0.054044	39.3436
87.1885	0.054117	39.3389
87.2385	0.054198	39.3337
87.2964	0.054279	39.3280
87.3464	0.054354	39.3233
87.3964	0.054431	39.3184
87.4464	0.054512	39.3131
87.4884	0.054597	39.3091
87.5384	0.054679	39.3040
87.5884	0.054754	39.2990
87.6384	0.054833	39.2941
87.6963	0.054912	39.2879
87.7463	0.054997	39.2835
87.7963	0.055072	39.2781
87.8463	0.055139	39.2732
87.8882	0.055218	39.2692
87.9382	0.055301	39.2637
87.9882	0.055370	39.2592
88.0382	0.055427	39.2539
88.0961	0.055392	39.2481
88.1461	0.055378	39.2431
88.1961	0.055471	39.2380
88.2461	0.055566	39.2331
88.2880	0.055647	39.2288
88.3380	0.055731	39.2239
88.3880	0.055814	39.2191
88.4380	0.055911	39.2137
88.4962	0.056000	39.2084
88.5462	0.056077	39.2030
88.5962	0.056156	39.1982
88.6462	0.056252	39.1932
88.6878	0.056343	39.1887
88.7378	0.056426	39.1841
88.7878	0.056509	39.1788
88.8378	0.056600	39.1737
88.8958	0.056685	39.1678
88.9458	0.056777	39.1627
88.9958	0.056874	39.1580
89.0458	0.056969	39.1535
89.0881	0.057066	39.1490
89.1381	0.057160	39.1438
89.1881	0.057247	39.1390
89.2381	0.057332	39.1339
89.2796	0.057417	39.1300
89.3296	0.057510	39.1250
89.3796	0.057604	39.1199
89.4296	0.057691	39.1152
89.4875	0.057784	39.1088
89.5375	0.057875	39.1042
89.5875	0.057966	39.0990
89.6375	0.058045	39.0939
89.6794	0.058131	39.0900
89.7294	0.058226	39.0846
89.7794	0.058327	39.0796
89.8294	0.058424	39.0746
89.8873	0.058512	39.0688
89.9373	0.058603	39.0640
89.9873	0.058688	39.0587
90.0373	0.058773	39.0539
90.0793	0.058848	39.0495
90.1293	0.058935	39.0444
90.1793	0.059033	39.0399
90.2293	0.059124	39.0346
90.2872	0.059217	39.0292
90.3372	0.059312	39.0241
90.3872	0.059402	39.0190
90.4372	0.059483	39.0144
90.4792	0.059541	39.0097
90.5292	0.059616	39.0050
90.5792	0.059712	39.0001
90.6292	0.059813	38.9950
90.6870	0.059914	38.9895
90.7370	0.060016	38.9842
90.7870	0.060115	38.9788
90.8370	0.060202	38.9737
90.8789	0.060293	38.9698
90.9289	0.060387	38.9653
90.9789	0.060472	38.9599
91.0289	0.060559	38.9546
91.0868	0.060660	38.9489
91.1368	0.060770	38.9442
91.1868	0.060877	38.9394
91.2368	0.060972	38.9341
91.2787	0.061080	38.9300
91.3287	0.061189	38.9250
91.3787	0.061297	38.9199
91.4287	0.061410	38.9152
91.4866	0.061522	38.9087
91.5366	0.061615	38.9042
91.5866	0.061718	38.8991
91.6366	0.061830	38.8940
91.6785	0.061939	38.8902
91.7285	0.062039	38.8848
91.7785	0.062132	38.8802
91.8285	0.062229	38.8752
91.8864	0.062335	38.8692
91.9364	0.062440	38.8643
91.9864	0.062551	38.8591
92.0364	0.062665	38.8543
92.0784	0.062770	38.8501
92.1284	0.062868	38.8451
92.1784	0.062975	38.8402
92.2284	0.063076	38.8347
92.2863	0.063178	38.8293
92.3363	0.063277	38.8241
92.3863	0.063387	38.8191
92.4363	0.063488	38.8143
92.4782	0.063587	38.8098
92.5282	0.063695	38.8050
92.5782	0.063802	38.8000
