Time(s)	Force(lb)	Position(mm)
92.6282	0.063914	38.7950
92.6701	0.064023	38.7910
92.7201	0.064137	38.7860
92.7701	0.064238	38.7806
92.8201	0.064341	38.7755
92.8780	0.064439	38.7699
92.9280	0.064538	38.7647
92.9780	0.064641	38.7599
93.0280	0.064749	38.7548
93.0700	0.064864	38.7506
93.1200	0.064974	38.7459
93.1700	0.065081	38.7405
93.2200	0.065191	38.7358
93.2779	0.065296	38.7299
93.3279	0.065401	38.7249
93.3779	0.065517	38.7202
93.4279	0.065633	38.7147
93.4701	0.065740	38.7109
93.5201	0.065851	38.7058
93.5701	0.065965	38.7006
93.6201	0.066068	38.6957
93.6777	0.066178	38.6896
93.7277	0.066289	38.6849
93.7777	0.066413	38.6797
93.8277	0.066535	38.6749
93.8696	0.066644	38.6709
93.9196	0.066758	38.6654
93.9696	0.066879	38.6608
94.0196	0.066991	38.6557
94.0776	0.067100	38.6499
94.1276	0.067220	38.6451
94.1776	0.067335	38.6397
94.2276	0.067447	38.6349
94.2695	0.067570	38.6306
94.3195	0.067680	38.6256
94.3695	0.067799	38.6208
94.4195	0.067907	38.6156
94.4774	0.068006	38.6102
94.5274	0.068112	38.6048
94.5774	0.068215	38.6000
94.6274	0.068306	38.5952
94.6696	0.068389	38.5905
94.7196	0.068487	38.5860
94.7696	0.068594	38.5809
94.8196	0.068708	38.5755
94.8773	0.068827	38.5695
94.9273	0.068941	38.5651
94.9773	0.069044	38.5603
95.0273	0.069166	38.5552
95.0692	0.069295	38.5511
95.1192	0.069419	38.5463
95.1692	0.069547	38.5411
95.2192	0.069656	38.5355
95.2772	0.069768	38.5298
95.3272	0.069889	38.5252
95.3772	0.070025	38.5205
95.4272	0.070149	38.5151
95.4693	0.070276	38.5107
95.5193	0.070408	38.5059
95.5693	0.070540	38.5010
95.6193	0.070664	38.4956
95.6769	0.070781	38.4903
95.7269	0.070899	38.4849
95.7769	0.071014	38.4803
95.8269	0.071124	38.4753
95.8689	0.071237	38.4708
95.9189	0.071365	38.4660
95.9689	0.071489	38.4608
96.0189	0.071606	38.4559
96.0608	0.071722	38.4518
96.1108	0.071837	38.4465
96.1608	0.071955	38.4419
96.2108	0.072060	38.4365
96.2687	0.072176	38.4308
96.3187	0.072295	38.4259
96.3687	0.072415	38.4206
96.4187	0.072522	38.4162
96.4609	0.072652	38.4117
96.5109	0.072776	38.4067
96.5609	0.072903	38.4019
96.6109	0.073029	38.3964
96.6685	0.073153	38.3909
96.7185	0.073268	38.3856
96.7685	0.073374	38.3808
96.8185	0.073487	38.3759
96.8604	0.073607	38.3715
96.9104	0.073731	38.3667
96.9604	0.073858	38.3620
97.0104	0.073978	38.3570
97.0684	0.074089	38.3511
97.1184	0.074199	38.3462
97.1684	0.074308	38.3410
97.2184	0.074424	38.3363
97.2603	0.074541	38.3320
97.3103	0.074653	38.3265
97.3603	0.074754	38.3214
97.4103	0.074855	38.3166
97.4682	0.074943	38.3107
97.5182	0.075024	38.3057
97.5682	0.075123	38.3006
97.6182	0.075220	38.2955
97.6601	0.075322	38.2919
97.7101	0.075423	38.2865
97.7601	0.075533	38.2815
97.8101	0.075620	38.2769
97.8680	0.075727	38.2712
97.9180	0.075824	38.2660
97.9680	0.075912	38.2614
98.0180	0.075978	38.2561
98.0600	0.075993	38.2516
98.1100	0.075958	38.2465
98.1600	0.076019	38.2417
98.2100	0.076169	38.2366
98.2679	0.076319	38.2309
98.3179	0.076467	38.2261
98.3679	0.076593	38.2213
98.4179	0.076700	38.2161
98.4598	0.076797	38.2120
98.5098	0.076891	38.2070
98.5598	0.077002	38.2019
98.6098	0.077130	38.1970
98.6677	0.077264	38.1907
98.7177	0.077405	38.1863
98.7677	0.077537	38.1811
98.8177	0.077661	38.1758
98.8596	0.077783	38.1715
98.9096	0.077898	38.1668
98.9596	0.078018	38.1614
99.0096	0.078127	38.1566
99.0516	0.078241	38.1528
99.1016	0.078346	38.1480
99.1516	0.078441	38.1429
99.2016	0.078530	38.1375
99.2595	0.078622	38.1317
99.3095	0.078705	38.1271
99.3595	0.078792	38.1222
99.4095	0.078887	38.1169
99.4514	0.078997	38.1124
99.5014	0.079100	38.1074
99.5514	0.079216	38.1026
99.6014	0.079321	38.0973
99.6596	0.079443	38.0919
99.7096	0.079578	38.0871
99.7596	0.079718	38.0820
99.8096	0.079846	38.0771
99.8512	0.079964	38.0732
99.9012	0.080071	38.0680
99.9512	0.080170	38.0625
100.0012	0.080255	38.0574
100.0591	0.080233	38.0517
100.1091	0.077566	38.0465
100.1591	0.069486	38.0418
100.2091	0.066764	38.0365
100.2513	0.066958	38.0323
100.3013	0.067206	38.0275
100.3513	0.067412	38.0220
100.4013	0.067587	38.0176
100.4594	0.067741	38.0123
100.5094	0.067852	38.0073
100.5594	0.067927	38.0019
100.6094	0.067958	37.9965
100.6510	0.067994	37.9927
100.7010	0.068055	37.9875
100.7510	0.068130	37.9824
100.8010	0.068187	37.9775
100.8588	0.068264	37.9716
100.9088	0.068353	37.9669
100.9588	0.068464	37.9619
101.0088	0.068553	37.9570
101.0507	0.068637	37.9529
101.1007	0.068714	37.9474
101.1507	0.068817	37.9429
101.2007	0.068941	37.9378
101.2586	0.069044	37.9317
101.3086	0.069089	37.9267
101.3586	0.069117	37.9221
101.4086	0.069180	37.9174
101.4506	0.069285	37.9131
101.5006	0.069389	37.9078
101.5506	0.069490	37.9026
101.6006	0.069599	37.8982
101.6585	0.069705	37.8920
101.7085	0.069780	37.8871
101.7585	0.069839	37.8822
101.8085	0.069903	37.8771
101.8504	0.069995	37.8730
101.9004	0.070098	37.8678
101.9504	0.070226	37.8629
102.0004	0.070349	37.8580
102.0585	0.070459	37.8519
102.1085	0.070530	37.8472
102.1585	0.070566	37.8418
102.2085	0.070623	37.8371
102.2502	0.070724	37.8329
102.3002	0.070864	37.8276
102.3502	0.071018	37.8231
102.4002	0.071164	37.8178
102.4422	0.071288	37.8136
102.4922	0.071377	37.8087
102.5422	0.071487	37.8035
102.5922	0.071631	37.7988
102.6501	0.071768	37.7930
102.7001	0.071868	37.7881
102.7501	0.071957	37.7831
102.8001	0.072078	37.7778
102.8421	0.072214	37.7733
102.8921	0.072324	37.7685
102.9421	0.072425	37.7635
102.9921	0.072543	37.7583
103.0499	0.072681	37.7528
103.0999	0.072812	37.7480
103.1499	0.072930	37.7429
103.1999	0.073041	37.7380
103.2422	0.073159	37.7338
103.2922	0.073262	37.7286
103.3422	0.073378	37.7239
103.3922	0.073510	37.7186
103.4498	0.073629	37.7129
103.4998	0.073743	37.7080
103.5498	0.073872	37.7027
103.5998	0.073986	37.6981
103.6417	0.074114	37.6936
103.6917	0.074249	37.6887
103.7417	0.074375	37.6839
103.7917	0.074513	37.6785
103.8506	0.074641	37.6731
103.9006	0.074766	37.6679
103.9506	0.074890	37.6630
104.0006	0.074997	37.6580
104.0415	0.075117	37.6537
104.0915	0.075245	37.6490
104.1415	0.075348	37.6438
104.1915	0.075451	37.6384
104.2494	0.075565	37.6325
104.2994	0.075664	37.6279
104.3494	0.075770	37.6234
104.3994	0.075877	37.6180
104.4413	0.075974	37.6139
104.4913	0.076068	37.6092
104.5413	0.076169	37.6039
104.5913	0.076260	37.5984
104.6495	0.076362	37.5930
104.6995	0.076473	37.5879
104.7495	0.076574	37.5828
104.7995	0.076668	37.5780
104.8413	0.076779	37.5736
104.8913	0.076897	37.5688
104.9413	0.077012	37.5638
104.9913	0.077134	37.5586
105.0491	0.077268	37.5530
105.0991	0.077408	37.5474
105.1491	0.077537	37.5429
105.1991	0.077657	37.5379
105.2410	0.077758	37.5336
105.2910	0.077847	37.5292
105.3410	0.077924	37.5238
105.3910	0.078003	37.5183
105.4489	0.078091	37.5126
105.4989	0.078170	37.5079
105.5489	0.078243	37.5031
105.5989	0.078289	37.4978
105.6408	0.078322	37.4939
105.6908	0.078362	37.4888
105.7408	0.078417	37.4837
105.7908	0.078462	37.4789
105.8328	0.078506	37.4742
105.8828	0.078559	37.4694
105.9328	0.078624	37.4648
105.9828	0.078693	37.4599
106.0407	0.078715	37.4539
106.0907	0.078703	37.4492
106.1407	0.078703	37.4438
106.1907	0.078745	37.4385
106.2326	0.078796	37.4342
106.2826	0.078802	37.4294
106.3326	0.078749	37.4242
106.3826	0.078693	37.4193
106.4406	0.078674	37.4134
106.4906	0.078685	37.4083
106.5406	0.078725	37.4038
106.5906	0.078764	37.3990
106.6325	0.078788	37.3947
106.6825	0.078806	37.3898
106.7325	0.078810	37.3850
106.7825	0.078835	37.3798
106.8406	0.078881	37.3733
106.8906	0.078922	37.3686
106.9406	0.078972	37.3636
106.9906	0.079001	37.3586
107.0323	0.079015	37.3547
107.0823	0.079031	37.3496
107.1323	0.079074	37.3447
107.1823	0.079130	37.3396
107.2402	0.079189	37.3336
107.2902	0.079226	37.3290
107.3402	0.079228	37.3235
107.3902	0.079220	37.3188
107.4322	0.079220	37.3146
107.4822	0.079191	37.3094
107.5322	0.079149	37.3047
107.5822	0.079135	37.2994
107.6400	0.079153	37.2936
107.6900	0.079187	37.2885
107.7400	0.079238	37.2836
107.7900	0.079297	37.2788
107.8320	0.079362	37.2743
107.8820	0.079443	37.2695
107.9320	0.079518	37.2646
107.9820	0.079566	37.2594
108.0399	0.079625	37.2540
108.0899	0.079700	37.2484
108.1399	0.079775	37.2439
108.1899	0.079854	37.2388
108.2318	0.079943	37.2344
108.2818	0.080033	37.2297
108.3318	0.080130	37.2245
108.3818	0.080221	37.2196
108.4397	0.080296	37.2139
108.4897	0.080381	37.2088
108.5397	0.080485	37.2040
108.5897	0.080586	37.1985
108.6317	0.080685	37.1947
108.6817	0.080768	37.1897
108.7317	0.080829	37.1844
108.7817	0.080890	37.1799
108.8237	0.080993	37.1754
108.8737	0.081105	37.1704
108.9237	0.081214	37.1656
108.9737	0.081310	37.1604
109.0315	0.081399	37.1552
109.0815	0.081476	37.1499
109.1315	0.081543	37.1450
109.1815	0.081628	37.1399
109.2234	0.081749	37.1353
109.2734	0.081859	37.1308
109.3234	0.081948	37.1256
109.3734	0.082019	37.1203
109.4313	0.082084	37.1144
109.4813	0.082167	37.1095
109.5313	0.082248	37.1039
109.5813	0.082333	37.0994
109.6232	0.082414	37.0955
109.6732	0.082491	37.0906
109.7232	0.082540	37.0854
109.7732	0.082556	37.0808
109.8312	0.082570	37.0748
109.8812	0.082637	37.0700
109.9312	0.082718	37.0650
109.9812	0.082797	37.0596
110.0231	0.082882	37.0552
110.0731	0.082974	37.0504
110.1231	0.083051	37.0454
110.1731	0.083120	37.0403
110.2310	0.083203	37.0347
110.2810	0.083298	37.0299
110.3310	0.083399	37.0247
110.3810	0.083497	37.0199
110.4229	0.083600	37.0158
110.4729	0.083689	37.0107
110.5229	0.083787	37.0060
110.5729	0.083892	37.0006
110.6308	0.083991	36.9945
110.6808	0.084087	36.9895
110.7308	0.084157	36.9847
110.7808	0.084226	36.9795
110.8227	0.084322	36.9754
110.8727	0.084417	36.9702
110.9227	0.084478	36.9650
110.9727	0.084522	36.9605
111.0306	0.084547	36.9552
111.0806	0.084589	36.9500
111.1306	0.084662	36.9451
111.1806	0.084753	36.9400
111.2225	0.084853	36.9357
111.2725	0.084952	36.9311
111.3225	0.085045	36.9257
111.3725	0.085104	36.9204
111.4305	0.085161	36.9146
111.4805	0.085260	36.9098
111.5305	0.085357	36.9046
111.5805	0.085455	36.8999
111.6224	0.085552	36.8959
111.6724	0.085672	36.8910
111.7224	0.085793	36.8858
111.7724	0.085874	36.8810
111.8303	0.085921	36.8750
111.8803	0.085992	36.8695
111.9303	0.086067	36.8644
111.9803	0.086116	36.8598
112.0222	0.086126	36.8562
112.0722	0.086152	36.8508
112.1222	0.086211	36.8454
112.1722	0.086294	36.8404
112.2142	0.086397	36.8364
112.2642	0.086482	36.8309
112.3142	0.085552	36.8261
112.3642	0.082755	36.8214
112.4220	0.082139	36.8155
112.4720	0.082522	36.8104
112.5220	0.082887	36.8058
112.5720	0.083233	36.8006
112.6140	0.083553	36.7966
112.6640	0.083878	36.7917
112.7140	0.084198	36.7863
112.7640	0.084508	36.7817
112.8219	0.084808	36.7756
112.8719	0.085098	36.7704
112.9219	0.085374	36.7655
112.9719	0.085651	36.7608
113.0138	0.085909	36.7569
113.0638	0.086134	36.7518
113.1138	0.086314	36.7464
113.1638	0.086458	36.7412
113.2217	0.086551	36.7359
113.2717	0.086628	36.7312
113.3217	0.086697	36.7258
113.3717	0.086787	36.7205
113.4136	0.086886	36.7162
113.4636	0.086987	36.7114
113.5136	0.087113	36.7062
113.5636	0.087241	36.7015
113.6215	0.087344	36.6956
113.6715	0.087435	36.6906
113.7215	0.087528	36.6859
113.7715	0.087622	36.6806
113.8135	0.087693	36.6767
113.8635	0.087764	36.6718
113.9135	0.087853	36.6663
113.9635	0.087936	36.6609
114.0217	0.088009	36.6556
114.0717	0.088049	36.6510
114.1217	0.088078	36.6460
114.1717	0.088124	36.6409
114.2133	0.088193	36.6369
114.2633	0.088266	36.6319
114.3133	0.088321	36.6265
114.3633	0.088364	36.6214
114.4212	0.088414	36.6157
114.4712	0.088501	36.6105
114.5212	0.088587	36.6056
114.5712	0.088662	36.6004
114.6143	0.088720	36.5962
114.6643	0.088777	36.5914
114.7143	0.088822	36.5866
114.7643	0.088874	36.5815
114.8214	0.088949	36.5759
114.8714	0.089037	36.5709
114.9214	0.089109	36.5659
114.9714	0.089156	36.5611
115.0130	0.089195	36.5565
115.0630	0.089257	36.5517
115.1130	0.089343	36.5467
115.1630	0.089442	36.5415
115.2209	0.089517	36.5362
115.2709	0.089572	36.5307
115.3209	0.089643	36.5254
115.3709	0.089718	36.5206
115.4128	0.089791	36.5167
115.4628	0.089874	36.5112
115.5128	0.089926	36.5067
115.5628	0.089983	36.5014
115.6047	0.090064	36.4971
115.6547	0.090166	36.4926
115.7047	0.090273	36.4879
115.7547	0.090384	36.4826
115.8127	0.090468	36.4764
115.8627	0.090539	36.4714
115.9127	0.090612	36.4667
115.9627	0.090670	36.4615
116.0046	0.090699	36.4576
116.0546	0.090766	36.4525
116.1046	0.090861	36.4473
116.1546	0.090942	36.4427
116.2125	0.090980	36.4364
116.2625	0.091019	36.4317
116.3125	0.091059	36.4265
116.3625	0.091108	36.4214
116.4044	0.091165	36.4175
116.4544	0.091228	36.4122
116.5044	0.091226	36.4074
116.5544	0.091197	36.4025
116.6123	0.091224	36.3966
116.6623	0.091282	36.3917
116.7123	0.091349	36.3862
116.7623	0.091449	36.3817
116.8043	0.091564	36.3773
116.8543	0.091682	36.3721
116.9043	0.091777	36.3676
116.9543	0.091868	36.3621
117.0122	0.091935	36.3567
117.0622	0.091980	36.3515
117.1122	0.092049	36.3465
117.1622	0.092162	36.3417
117.2041	0.092290	36.3373
117.2541	0.092416	36.3326
117.3041	0.092513	36.3276
117.3541	0.092580	36.3226
117.4120	0.092661	36.3171
117.4620	0.092744	36.3118
117.5120	0.092827	36.3065
117.5620	0.092922	36.3017
117.6039	0.093036	36.2975
117.6539	0.093141	36.2922
117.7039	0.093243	36.2877
117.7539	0.093338	36.2824
117.8118	0.093366	36.2767
117.8618	0.093399	36.2718
117.9118	0.093478	36.2666
117.9618	0.093563	36.2622
118.0038	0.093648	36.2577
118.0538	0.093749	36.2526
118.1038	0.093869	36.2477
118.1538	0.093991	36.2425
118.2117	0.094094	36.2371
118.2617	0.094191	36.2319
118.3117	0.094303	36.2266
118.3617	0.094404	36.2214
118.4035	0.094461	36.2174
118.4535	0.094343	36.2129
118.5035	0.094017	36.2077
118.5535	0.094049	36.2023
118.5955	0.094250	36.1979
118.6455	0.094463	36.1932
118.6955	0.094649	36.1878
118.7455	0.094803	36.1830
118.8034	0.094880	36.1777
118.8534	0.094937	36.1728
118.9034	0.095030	36.1676
118.9534	0.095118	36.1630
118.9953	0.095182	36.1588
119.0453	0.095264	36.1534
119.0953	0.095357	36.1479
119.1453	0.095474	36.1432
119.2032	0.095612	36.1373
119.2532	0.095744	36.1324
119.3032	0.095876	36.1274
119.3532	0.096001	36.1224
119.3952	0.096109	36.1185
119.4452	0.096208	36.1130
119.4952	0.096295	36.1081
119.5452	0.096378	36.1036
119.6030	0.096451	36.0981
119.6530	0.096545	36.0928
119.7030	0.096660	36.0873
119.7530	0.096800	36.0823
119.7950	0.096932	36.0784
119.8450	0.097047	36.0738
119.8950	0.097169	36.0683
119.9450	0.097301	36.0637
120.0029	0.097408	36.0577
120.0529	0.097526	36.0524
120.1029	0.097643	36.0472
120.1529	0.097749	36.0427
120.1948	0.097860	36.0389
120.2448	0.097990	36.0339
120.2948	0.098144	36.0286
120.3448	0.098290	36.0233
120.4028	0.098399	36.0179
120.4528	0.098515	36.0125
120.5028	0.098634	36.0077
120.5528	0.098746	36.0027
120.5946	0.098827	35.9984
120.6446	0.098916	35.9936
120.6946	0.099011	35.9884
120.7446	0.099117	35.9835
120.8026	0.099247	35.9776
120.8526	0.099376	35.9725
120.9026	0.099496	35.9680
120.9526	0.099614	35.9626
120.9945	0.099729	35.9587
121.0445	0.099859	35.9539
121.0945	0.099982	35.9484
121.1445	0.100118	35.9437
121.2024	0.100258	35.9377
121.2524	0.100366	35.9328
121.3024	0.100471	35.9278
121.3524	0.100605	35.9226
121.3943	0.100749	35.9186
121.4443	0.100884	35.9132
121.4943	0.101006	35.9085
121.5443	0.101158	35.9037
121.6023	0.101330	35.8975
121.6523	0.101480	35.8923
121.7023	0.101580	35.8875
121.7523	0.101657	35.8822
121.7942	0.101740	35.8781
121.8442	0.101839	35.8736
121.8942	0.101941	35.8689
121.9442	0.102056	35.8638
121.9861	0.102159	35.8595
122.0361	0.102267	35.8546
122.0861	0.102378	35.8494
122.1361	0.102461	35.8447
122.1940	0.102520	35.8386
122.2440	0.102618	35.8333
122.2940	0.102737	35.8283
122.3440	0.102873	35.8236
122.3860	0.103005	35.8191
122.4360	0.103078	35.8140
122.4860	0.103124	35.8092
122.5360	0.103224	35.8043
122.5939	0.103355	35.7983
122.6439	0.103501	35.7936
122.6939	0.103641	35.7883
122.7439	0.103769	35.7835
122.7860	0.103909	35.7793
122.8360	0.104038	35.7738
122.8860	0.104136	35.7692
122.9360	0.104231	35.7646
122.9937	0.104300	35.7589
123.0437	0.104389	35.7536
123.0937	0.104482	35.7483
123.1437	0.104572	35.7439
123.1856	0.104657	35.7394
123.2356	0.104742	35.7343
123.2856	0.104853	35.7293
123.3356	0.104991	35.7241
123.3935	0.105129	35.7187
123.4435	0.105238	35.7135
123.4935	0.105303	35.7087
123.5435	0.105376	35.7036
123.5855	0.105488	35.6989
123.6355	0.105605	35.6944
123.6855	0.105703	35.6897
123.7355	0.105820	35.6847
123.7934	0.105920	35.6789
123.8434	0.106013	35.6740
123.8934	0.106108	35.6686
123.9434	0.106199	35.6633
123.9852	0.106291	35.6592
124.0352	0.106398	35.6542
124.0852	0.106511	35.6491
124.1352	0.106631	35.6442
124.1932	0.106751	35.6390
124.2432	0.106860	35.6336
124.2932	0.106976	35.6285
124.3432	0.107105	35.6235
124.3852	0.107225	35.6190
124.4352	0.107336	35.6142
124.4852	0.107450	35.6091
124.5352	0.107566	35.6041
124.5930	0.107663	35.5987
124.6430	0.107758	35.5937
124.6930	0.107853	35.5884
124.7430	0.107951	35.5836
124.7849	0.108015	35.5793
124.8349	0.108082	35.5743
124.8849	0.108210	35.5696
124.9349	0.108358	35.5641
124.9929	0.108504	35.5586
125.0429	0.108624	35.5539
125.0929	0.108735	35.5489
125.1429	0.108859	35.5438
125.1848	0.108999	35.5399
125.2348	0.109138	35.5347
125.2848	0.109258	35.5294
125.3348	0.109376	35.5241
125.3767	0.109503	35.5201
125.4267	0.109645	35.5155
125.4767	0.109779	35.5103
125.5267	0.109921	35.5050
125.5847	0.110081	35.4991
125.6347	0.110237	35.4944
125.6847	0.110377	35.4897
125.7347	0.110499	35.4846
125.7765	0.110626	35.4801
125.8265	0.110786	35.4748
125.8765	0.110959	35.4702
125.9265	0.111135	35.4654
125.9844	0.111305	35.4593
126.0344	0.111449	35.4545
126.0844	0.111577	35.4496
126.1344	0.111686	35.4443
126.1763	0.111768	35.4404
126.2263	0.111871	35.4357
126.2763	0.111997	35.4307
126.3263	0.112147	35.4254
126.3843	0.112307	35.4192
126.4343	0.112467	35.4145
126.4843	0.112623	35.4094
126.5343	0.112773	35.4045
126.5762	0.112933	35.4003
126.6262	0.113101	35.3951
126.6762	0.113265	35.3905
126.7262	0.113413	35.3852
126.7841	0.113549	35.3796
126.8341	0.113669	35.3746
126.8841	0.113793	35.3692
126.9341	0.113916	35.3647
126.9761	0.114038	35.3602
127.0261	0.114170	35.3552
127.0761	0.114305	35.3503
127.1261	0.114445	35.3451
127.1839	0.114577	35.3396
127.2339	0.114672	35.3343
127.2839	0.114788	35.3295
127.3339	0.114934	35.3244
127.3759	0.115078	35.3199
127.4259	0.115224	35.3155
127.4759	0.115388	35.3102
127.5259	0.115520	35.3054
127.5838	0.115621	35.2997
127.6338	0.115718	35.2944
127.6838	0.115797	35.2899
127.7338	0.115892	35.2845
127.7757	0.116008	35.2803
127.8257	0.116150	35.2753
127.8757	0.116320	35.2700
127.9257	0.116511	35.2653
127.9836	0.116683	35.2593
128.0336	0.116835	35.2545
128.0836	0.116977	35.2498
128.1336	0.117133	35.2450
128.1756	0.117283	35.2407
128.2256	0.117431	35.2352
128.2756	0.117569	35.2303
128.3256	0.117684	35.2254
128.3675	0.117796	35.2209
128.4175	0.117938	35.2161
128.4675	0.118088	35.2111
128.5175	0.118220	35.2061
128.5754	0.118341	35.2004
128.6254	0.118479	35.1953
128.6754	0.118619	35.1906
128.7254	0.118765	35.1852
128.7674	0.118921	35.1810
128.8174	0.119075	35.1764
128.8674	0.119190	35.1716
128.9174	0.119302	35.1665
128.9752	0.119424	35.1603
129.0252	0.119565	35.1555
129.0752	0.119689	35.1507
129.1252	0.119795	35.1454
129.1672	0.119898	35.1413
129.2172	0.120028	35.1362
129.2672	0.120155	35.1312
129.3172	0.120281	35.1265
129.3750	0.120427	35.1206
129.4250	0.120571	35.1159
129.4750	0.120727	35.1105
129.5250	0.120869	35.1057
129.5670	0.120986	35.1019
129.6170	0.121100	35.0964
129.6670	0.121234	35.0912
129.7170	0.121380	35.0863
129.7749	0.121515	35.0807
129.8249	0.121649	35.0758
129.8749	0.121801	35.0706
129.9249	0.121949	35.0651
129.9668	0.122103	35.0613
130.0168	0.122261	35.0564
130.0668	0.122401	35.0510
130.1168	0.122531	35.0462
130.1747	0.122649	35.0402
130.2247	0.122754	35.0354
130.2747	0.122863	35.0304
130.3247	0.122940	35.0253
130.3667	0.123024	35.0213
130.4167	0.123151	35.0158
130.4667	0.123293	35.0111
130.5167	0.123439	35.0066
130.5745	0.123615	35.0009
130.6245	0.123798	34.9957
130.6745	0.123972	34.9903
130.7245	0.124124	34.9857
130.7665	0.124268	34.9815
130.8165	0.124410	34.9762
130.8665	0.124550	34.9713
130.9165	0.124708	34.9661
130.9744	0.124880	34.9604
131.0244	0.125032	34.9554
131.0744	0.125190	34.9504
131.1244	0.125334	34.9456
131.1663	0.125492	34.9417
131.2163	0.125636	34.9366
131.2663	0.125758	34.9315
131.3163	0.125865	34.9266
131.3742	0.125979	34.9205
131.4242	0.126097	34.9157
131.4742	0.126249	34.9102
131.5242	0.126409	34.9054
131.5661	0.126559	34.9015
131.6161	0.126709	34.8966
131.6661	0.126869	34.8913
131.7161	0.127027	34.8865
131.7580	0.127179	34.8823
131.8080	0.127297	34.8773
131.8580	0.127422	34.8725
131.9080	0.127572	34.8671
131.9660	0.127744	34.8617
132.0160	0.127919	34.8567
132.0660	0.128089	34.8514
132.1160	0.128233	34.8461
132.1579	0.128387	34.8421
132.2079	0.128547	34.8373
132.2579	0.128730	34.8324
132.3079	0.128892	34.8273
132.3658	0.129009	34.8217
132.4158	0.129113	34.8164
132.4658	0.129244	34.8116
132.5158	0.129399	34.8064
132.5577	0.129540	34.8020
132.6077	0.129648	34.7975
132.6577	0.129753	34.7921
132.7077	0.129857	34.7874
132.7657	0.129946	34.7816
132.8157	0.130041	34.7761
132.8657	0.130179	34.7709
132.9157	0.130325	34.7663
132.9576	0.130457	34.7624
133.0076	0.130572	34.7574
133.0576	0.130706	34.7523
133.1076	0.130832	34.7476
133.1655	0.130929	34.7415
133.2155	0.130992	34.7367
133.2655	0.131097	34.7315
133.3155	0.131282	34.7262
133.3580	0.131503	34.7218
133.4080	0.131724	34.7171
133.4580	0.131910	34.7121
133.5080	0.132074	34.7070
133.5653	0.132228	34.7016
133.6153	0.132376	34.6969
133.6653	0.132530	34.6918
133.7153	0.132676	34.6864
133.7573	0.132838	34.6823
133.8073	0.132999	34.6776
133.8573	0.133142	34.6721
133.9073	0.133270	34.6674
133.9652	0.133402	34.6615
134.0152	0.133524	34.6565
134.0652	0.133678	34.6515
134.1152	0.133852	34.6465
134.1571	0.134022	34.6426
134.2071	0.134176	34.6373
134.2571	0.134308	34.6323
134.3071	0.134407	34.6277
134.3650	0.134498	34.6213
134.4150	0.134596	34.6160
134.4650	0.134726	34.6112
134.5150	0.134888	34.6066
134.5569	0.135054	34.6026
134.6069	0.135165	34.5971
134.6569	0.135220	34.5924
134.7069	0.135269	34.5874
134.7648	0.135380	34.5818
134.8148	0.135518	34.5769
134.8648	0.135628	34.5716
134.9148	0.135705	34.5670
134.9567	0.135855	34.5627
135.0067	0.136037	34.5574
135.0567	0.136234	34.5522
135.1067	0.136424	34.5475
135.1487	0.136633	34.5432
135.1987	0.136840	34.5382
135.2487	0.137028	34.5333
135.2987	0.137194	34.5279
135.3566	0.137322	34.5227
135.4066	0.137430	34.5174
135.4566	0.137527	34.5120
135.5066	0.137646	34.5070
135.5488	0.137798	34.5030
135.5988	0.137930	34.4981
135.6488	0.137699	34.4930
135.6988	0.137162	34.4880
135.7564	0.137146	34.4824
135.8064	0.137344	34.4773
135.8564	0.137559	34.4727
135.9064	0.137776	34.4673
135.9484	0.137983	34.4632
135.9984	0.138184	34.4585
136.0484	0.138390	34.4529
136.0984	0.138597	34.4484
136.1563	0.138778	34.4424
136.2063	0.138917	34.4375
136.2563	0.139073	34.4326
136.3063	0.139246	34.4273
136.3482	0.139416	34.4233
136.3982	0.139588	34.4182
136.4482	0.139734	34.4132
136.4982	0.139870	34.4083
136.5561	0.140016	34.4024
136.6061	0.140166	34.3976
136.6561	0.140314	34.3923
136.7061	0.140444	34.3876
136.7480	0.140580	34.3836
136.7980	0.140726	34.3783
136.8480	0.140865	34.3731
136.8980	0.141017	34.3682
136.9560	0.141186	34.3628
137.0060	0.141346	34.3581
137.0560	0.141542	34.3530
137.1060	0.141739	34.3476
137.1479	0.141932	34.3432
137.1979	0.142090	34.3383
137.2479	0.142238	34.3335
137.2979	0.142394	34.3280
137.3558	0.142566	34.3226
137.4058	0.142730	34.3174
137.4558	0.142907	34.3125
137.5058	0.143065	34.3078
137.5477	0.143194	34.3032
137.5977	0.143310	34.2983
137.6477	0.143419	34.2931
137.6977	0.143529	34.2880
137.7556	0.143653	34.2823
137.8056	0.143803	34.2770
137.8556	0.143946	34.2723
137.9056	0.144094	34.2669
137.9475	0.144267	34.2627
137.9975	0.144425	34.2582
138.0475	0.144599	34.2536
138.0975	0.144763	34.2484
138.1394	0.144921	34.2443
138.1894	0.145071	34.2394
138.2394	0.145217	34.2342
138.2894	0.145347	34.2296
138.3475	0.145483	34.2234
138.3975	0.145643	34.2181
138.4475	0.145813	34.2132
138.4975	0.145971	34.2085
138.5393	0.146103	34.2042
138.5893	0.146231	34.1993
138.6393	0.146381	34.1942
138.6893	0.146543	34.1890
138.7472	0.146699	34.1837
138.7972	0.146847	34.1783
138.8472	0.146999	34.1732
138.8972	0.147117	34.1684
138.9391	0.147222	34.1643
138.9891	0.147346	34.1589
139.0391	0.147486	34.1544
