Time(s)	Force(lb)	Position(mm)
15.9507	0.032921	46.4625
16.0007	0.032921	46.4576
16.0426	0.032921	46.4535
16.0926	0.032923	46.4483
16.1426	0.032927	46.4436
16.1926	0.032933	46.4382
16.2506	0.032927	46.4325
16.3006	0.032931	46.4274
16.3506	0.032939	46.4222
16.4006	0.032945	46.4176
16.4425	0.032945	46.4130
16.4925	0.032943	46.4082
16.5425	0.032945	46.4034
16.5925	0.032951	46.3980
16.6505	0.032955	46.3926
16.7005	0.032959	46.3874
16.7505	0.032959	46.3826
16.8005	0.032961	46.3777
16.8423	0.032965	46.3734
16.8923	0.032967	46.3686
16.9423	0.032971	46.3633
16.9923	0.032971	46.3584
17.0502	0.032971	46.3529
17.1002	0.032971	46.3475
17.1502	0.032973	46.3422
17.2002	0.032983	46.3376
17.2422	0.032983	46.3332
17.2922	0.032983	46.3280
17.3422	0.032985	46.3234
17.3922	0.032987	46.3179
17.4501	0.032994	46.3126
17.5001	0.032991	46.3075
17.5501	0.033004	46.3024
17.6001	0.033006	46.2976
17.6420	0.033004	46.2933
17.6920	0.033012	46.2884
17.7420	0.033012	46.2834
17.7920	0.033006	46.2783
17.8504	0.033008	46.2726
17.9004	0.033024	46.2672
17.9504	0.033032	46.2628
18.0004	0.033026	46.2576
18.0418	0.033028	46.2532
18.0918	0.033026	46.2480
18.1418	0.033034	46.2433
18.1918	0.033036	46.2381
18.2532	0.033036	46.2321
18.3032	0.033046	46.2271
18.3532	0.033054	46.2218
18.4032	0.033048	46.2172
18.4418	0.033046	46.2135
18.4918	0.033050	46.2085
18.5418	0.033052	46.2035
18.5918	0.033062	46.1988
18.6496	0.033066	46.1927
18.6996	0.033069	46.1872
18.7496	0.033071	46.1823
18.7996	0.033069	46.1773
18.8415	0.033079	46.1729
18.8915	0.033081	46.1681
18.9415	0.033081	46.1633
18.9915	0.033085	46.1583
19.0334	0.033083	46.1540
19.0834	0.033085	46.1493
19.1334	0.033089	46.1442
19.1834	0.033097	46.1394
19.2417	0.033099	46.1334
19.2917	0.033099	46.1281
19.3417	0.033099	46.1229
19.3917	0.033103	46.1182
19.4333	0.033113	46.1140
19.4833	0.033117	46.1090
19.5333	0.033117	46.1042
19.5833	0.033125	46.0985
19.6415	0.033133	46.0933
19.6915	0.033131	46.0886
19.7415	0.033141	46.0836
19.7915	0.033144	46.0783
19.8331	0.033146	46.0736
19.8831	0.033144	46.0692
19.9331	0.033148	46.0640
19.9831	0.033152	46.0588
20.0411	0.033152	46.0531
20.0911	0.033162	46.0480
20.1411	0.033166	46.0434
20.1911	0.033160	46.0382
20.2333	0.033160	46.0340
20.2833	0.033170	46.0291
20.3333	0.033180	46.0237
20.3833	0.033184	46.0191
20.4409	0.033184	46.0137
20.4909	0.033182	46.0086
20.5409	0.033178	46.0035
20.5909	0.033188	45.9986
20.6329	0.033196	45.9941
20.6829	0.033196	45.9894
20.7329	0.033192	45.9844
20.7829	0.033198	45.9792
20.8407	0.033212	45.9739
20.8907	0.033214	45.9685
20.9407	0.033219	45.9632
20.9907	0.033219	45.9583
21.0327	0.033221	45.9543
21.0827	0.033225	45.9489
21.1327	0.033231	45.9443
21.1827	0.033233	45.9391
21.2406	0.033243	45.9334
21.2906	0.033245	45.9285
21.3406	0.033251	45.9232
21.3906	0.033253	45.9184
21.4325	0.033245	45.9140
21.4825	0.033247	45.9090
21.5325	0.033255	45.9042
21.5825	0.033263	45.8989
21.6405	0.033267	45.8934
21.6905	0.033269	45.8887
21.7405	0.033269	45.8836
21.7905	0.033273	45.8786
21.8323	0.033279	45.8746
21.8823	0.033281	45.8693
21.9323	0.033279	45.8644
21.9823	0.033221	45.8593
22.0243	0.033182	45.8548
22.0743	0.033192	45.8502
22.1243	0.033192	45.8448
22.1743	0.033190	45.8400
22.2322	0.033196	45.8344
22.2822	0.033200	45.8290
22.3322	0.033208	45.8236
22.3822	0.033216	45.8192
22.4241	0.033221	45.8152
22.4741	0.033216	45.8102
22.5241	0.033219	45.8050
22.5741	0.033227	45.8004
22.6321	0.033229	45.7944
22.6821	0.033233	45.7897
22.7321	0.033235	45.7846
22.7821	0.033245	45.7792
22.8240	0.033249	45.7747
22.8740	0.033255	45.7699
22.9240	0.033255	45.7649
22.9740	0.033257	45.7599
23.0319	0.033263	45.7544
23.0819	0.033265	45.7496
23.1319	0.033267	45.7444
23.1819	0.033273	45.7396
23.2238	0.033281	45.7354
23.2738	0.033281	45.7303
23.3238	0.033283	45.7255
23.3738	0.033283	45.7200
23.4317	0.033294	45.7145
23.4817	0.033304	45.7094
23.5317	0.033302	45.7042
23.5817	0.033300	45.6996
23.6236	0.033312	45.6951
23.6736	0.033308	45.6903
23.7236	0.033310	45.6854
23.7736	0.033318	45.6800
23.8315	0.033322	45.6745
23.8815	0.033316	45.6692
23.9315	0.033326	45.6648
23.9815	0.033336	45.6592
24.0235	0.033342	45.6541
24.0735	0.033338	45.6504
24.1235	0.033336	45.6450
24.1735	0.033342	45.6402
24.2314	0.033354	45.6346
24.2814	0.033358	45.6292
24.3314	0.033362	45.6240
24.3814	0.033360	45.6193
24.4233	0.033364	45.6154
24.4733	0.033373	45.6105
24.5233	0.033369	45.6052
24.5733	0.033373	45.5998
24.6312	0.033379	45.5945
24.6812	0.033383	45.5892
24.7312	0.033385	45.5842
24.7812	0.033391	45.5793
24.8231	0.033401	45.5749
24.8731	0.033409	45.5702
24.9231	0.033409	45.5651
24.9731	0.033407	45.5601
25.0311	0.033405	45.5544
25.0811	0.033413	45.5490
25.1311	0.033421	45.5445
25.1811	0.033427	45.5390
25.2230	0.033427	45.5349
25.2730	0.033429	45.5304
25.3230	0.033431	45.5256
25.3730	0.033444	45.5204
25.4149	0.033446	45.5159
25.4649	0.033450	45.5108
25.5149	0.033456	45.5061
25.5649	0.033454	45.5009
25.6228	0.033458	45.4955
25.6728	0.033462	45.4905
25.7228	0.033470	45.4855
25.7728	0.033480	45.4808
25.8147	0.033482	45.4763
25.8647	0.033482	45.4710
25.9147	0.033482	45.4660
25.9647	0.033482	45.4612
26.0226	0.033488	45.4551
26.0726	0.033490	45.4503
26.1226	0.033502	45.4456
26.1726	0.033510	45.4406
26.2145	0.033508	45.4361
26.2645	0.033510	45.4307
26.3145	0.033521	45.4262
26.3645	0.033521	45.4212
26.4225	0.033525	45.4154
26.4725	0.033535	45.4106
26.5225	0.033539	45.4054
26.5725	0.033543	45.3999
26.6144	0.033545	45.3959
26.6644	0.033549	45.3914
26.7144	0.033555	45.3865
26.7644	0.033559	45.3809
26.8223	0.033563	45.3756
26.8723	0.033565	45.3703
26.9223	0.033571	45.3650
26.9723	0.033575	45.3600
27.0142	0.033579	45.3561
27.0642	0.033579	45.3507
27.1142	0.033585	45.3458
27.1642	0.033589	45.3412
27.2221	0.033596	45.3356
27.2721	0.033602	45.3304
27.3221	0.033610	45.3258
27.3721	0.033612	45.3207
27.4140	0.033616	45.3162
27.4640	0.033630	45.3110
27.5140	0.033630	45.3063
27.5640	0.033630	45.3010
27.6220	0.033634	45.2953
27.6720	0.033646	45.2903
27.7220	0.033652	45.2853
27.7720	0.033648	45.2805
27.8139	0.033646	45.2760
27.8639	0.033658	45.2713
27.9139	0.033666	45.2665
27.9639	0.033673	45.2612
28.0218	0.033673	45.2552
28.0718	0.033677	45.2505
28.1218	0.033683	45.2452
28.1718	0.033687	45.2403
28.2137	0.033691	45.2365
28.2637	0.033691	45.2311
28.3137	0.033695	45.2258
28.3637	0.033709	45.2209
28.4221	0.033719	45.2154
28.4721	0.033717	45.2105
28.5221	0.033717	45.2054
28.5721	0.033725	45.2008
28.6136	0.033737	45.1967
28.6636	0.033746	45.1915
28.7136	0.033737	45.1861
28.7636	0.033748	45.1813
28.8055	0.033752	45.1770
28.8555	0.033758	45.1719
28.9055	0.033768	45.1671
28.9555	0.033764	45.1621
29.0134	0.033772	45.1566
29.0634	0.033782	45.1514
29.1134	0.033786	45.1461
29.1634	0.033784	45.1409
29.2054	0.033784	45.1369
29.2554	0.033796	45.1318
29.3054	0.033804	45.1269
29.3554	0.033802	45.1219
29.4133	0.033808	45.1157
29.4633	0.033814	45.1112
29.5133	0.033819	45.1064
29.5633	0.033823	45.1013
29.6052	0.033829	45.0971
29.6552	0.033837	45.0924
29.7052	0.033841	45.0870
29.7552	0.033849	45.0822
29.8131	0.033857	45.0762
29.8631	0.033861	45.0713
29.9131	0.033863	45.0665
29.9631	0.033871	45.0610
30.0050	0.033865	45.0573
30.0550	0.033879	45.0521
30.1050	0.033891	45.0469
30.1550	0.033881	45.0421
30.2129	0.033896	45.0362
30.2629	0.033906	45.0316
30.3129	0.033914	45.0265
30.3629	0.033918	45.0212
30.4051	0.033928	45.0166
30.4551	0.033936	45.0119
30.5051	0.033936	45.0067
30.5551	0.033934	45.0017
30.6128	0.033940	44.9959
30.6628	0.033946	44.9908
30.7128	0.033954	44.9862
30.7628	0.033956	44.9817
30.8047	0.033969	44.9773
30.8547	0.033975	44.9721
30.9047	0.033983	44.9673
30.9547	0.033991	44.9623
31.0126	0.033993	44.9558
31.0626	0.033995	44.9511
31.1126	0.034001	44.9465
31.1626	0.034003	44.9415
31.2046	0.034009	44.9370
31.2546	0.034023	44.9318
31.3046	0.034023	44.9268
31.3546	0.034023	44.9221
31.4125	0.034035	44.9165
31.4625	0.034041	44.9112
31.5125	0.034046	44.9065
31.5625	0.034050	44.9014
31.6044	0.034058	44.8973
31.6544	0.034062	44.8926
31.7044	0.034068	44.8873
31.7544	0.034076	44.8825
31.8123	0.034084	44.8765
31.8623	0.034090	44.8712
31.9123	0.034102	44.8661
31.9623	0.034106	44.8613
32.0043	0.034116	44.8569
32.0543	0.034119	44.8520
32.1043	0.034127	44.8470
32.1543	0.034129	44.8417
32.1961	0.034133	44.8379
32.2461	0.034139	44.8328
32.2961	0.034147	44.8279
32.3461	0.034153	44.8232
32.4041	0.034167	44.8170
32.4541	0.034169	44.8125
32.5041	0.034175	44.8070
32.5541	0.034177	44.8021
32.5960	0.034185	44.7981
32.6460	0.034196	44.7929
32.6960	0.034202	44.7882
32.7460	0.034206	44.7830
32.8039	0.034214	44.7772
32.8539	0.034226	44.7721
32.9039	0.034232	44.7668
32.9539	0.034232	44.7624
32.9961	0.034240	44.7578
33.0461	0.034246	44.7529
33.0961	0.034258	44.7482
33.1461	0.034260	44.7427
33.2037	0.034264	44.7372
33.2537	0.034271	44.7320
33.3037	0.034279	44.7271
33.3537	0.034283	44.7221
33.3957	0.034291	44.7177
33.4457	0.034303	44.7129
33.4957	0.034307	44.7076
33.5457	0.034303	44.7028
33.6036	0.034309	44.6975
33.6536	0.034323	44.6926
33.7036	0.034337	44.6873
33.7536	0.034341	44.6826
33.7955	0.034352	44.6784
33.8455	0.034352	44.6731
33.8955	0.034341	44.6677
33.9455	0.034305	44.6630
34.0035	0.034271	44.6571
34.0535	0.034275	44.6521
34.1035	0.034279	44.6471
34.1535	0.034291	44.6420
34.1954	0.034303	44.6380
34.2454	0.034311	44.6333
34.2954	0.034317	44.6284
34.3454	0.034329	44.6232
34.4035	0.034341	44.6171
34.4535	0.034354	44.6126
34.5035	0.034356	44.6071
34.5535	0.034364	44.6022
34.5952	0.034370	44.5980
34.6452	0.034372	44.5928
34.6952	0.034384	44.5880
34.7452	0.034394	44.5827
34.8031	0.034406	44.5770
34.8531	0.034410	44.5719
34.9031	0.034416	44.5668
34.9531	0.034421	44.5622
34.9952	0.034429	44.5583
35.0452	0.034441	44.5532
35.0952	0.034439	44.5481
35.1452	0.034443	44.5432
35.1870	0.034451	44.5388
35.2370	0.034459	44.5339
35.2870	0.034467	44.5292
35.3370	0.034471	44.5244
35.3949	0.034479	44.5183
35.4449	0.034491	44.5128
35.4949	0.034512	44.5083
35.5449	0.034518	44.5031
35.5868	0.034518	44.4988
35.6368	0.034524	44.4939
35.6868	0.034528	44.4886
35.7368	0.034532	44.4838
35.7950	0.034550	44.4780
35.8450	0.034560	44.4730
35.8950	0.034560	44.4680
35.9450	0.034571	44.4626
35.9867	0.034579	44.4589
36.0367	0.034589	44.4538
36.0867	0.034599	44.4486
36.1367	0.034605	44.4441
36.1946	0.034611	44.4379
36.2446	0.034617	44.4333
36.2946	0.034633	44.4281
36.3446	0.034637	44.4230
36.3869	0.034652	44.4190
36.4369	0.034652	44.4137
36.4869	0.034660	44.4089
36.5369	0.034674	44.4039
36.5944	0.034684	44.3981
36.6444	0.034696	44.3933
36.6944	0.034704	44.3886
36.7444	0.034712	44.3834
36.7863	0.034721	44.3790
36.8363	0.034731	44.3739
36.8863	0.034735	44.3693
36.9363	0.034745	44.3638
36.9942	0.034761	44.3582
37.0442	0.034769	44.3531
37.0942	0.034779	44.3480
37.1442	0.034796	44.3431
37.1861	0.034793	44.3388
37.2361	0.034804	44.3340
37.2861	0.034806	44.3288
37.3361	0.034818	44.3238
37.3945	0.034836	44.3183
37.4445	0.034846	44.3130
37.4945	0.034856	44.3084
37.5445	0.034868	44.3031
37.5860	0.034875	44.2989
37.6360	0.034887	44.2942
37.6860	0.034897	44.2888
37.7360	0.034907	44.2840
37.7939	0.034915	44.2781
37.8439	0.034933	44.2733
37.8939	0.034950	44.2686
37.9439	0.034952	44.2634
37.9859	0.034956	44.2588
38.0359	0.034968	44.2537
38.0859	0.034986	44.2491
38.1359	0.034996	44.2445
38.1938	0.035008	44.2381
38.2438	0.035016	44.2329
38.2938	0.035027	44.2280
38.3438	0.035035	44.2233
38.3857	0.035047	44.2192
38.4357	0.035059	44.2139
38.4857	0.035071	44.2093
38.5357	0.035085	44.2042
38.5781	0.035100	44.1999
38.6281	0.035106	44.1952
38.6781	0.035126	44.1897
38.7281	0.035132	44.1850
38.7893	0.035138	44.1788
38.8393	0.035152	44.1734
38.8893	0.035162	44.1684
38.9393	0.035173	44.1637
38.9780	0.035187	44.1595
39.0280	0.035197	44.1545
39.0780	0.035211	44.1499
39.1280	0.035219	44.1452
39.1854	0.035229	44.1391
39.2354	0.035241	44.1344
39.2854	0.035260	44.1294
39.3354	0.035278	44.1241
39.3773	0.035284	44.1196
39.4273	0.035290	44.1148
39.4773	0.035302	44.1097
39.5273	0.035316	44.1047
39.5852	0.035329	44.0990
39.6352	0.035337	44.0939
39.6852	0.035347	44.0891
39.7352	0.035357	44.0844
39.7771	0.035337	44.0802
39.8271	0.035331	44.0748
39.8771	0.035343	44.0693
39.9271	0.035355	44.0649
39.9852	0.035365	44.0595
40.0352	0.035373	44.0541
40.0852	0.035302	44.0490
40.1352	0.035164	44.0443
40.1770	0.035158	44.0398
40.2270	0.035183	44.0351
40.2770	0.035203	44.0301
40.3270	0.035217	44.0247
40.3849	0.035227	44.0186
40.4349	0.035239	44.0141
40.4849	0.035256	44.0094
40.5349	0.035268	44.0043
40.5768	0.035286	44.0001
40.6268	0.035302	43.9954
40.6768	0.035306	43.9901
40.7268	0.035323	43.9848
40.7847	0.035341	43.9790
40.8347	0.035351	43.9741
40.8847	0.035365	43.9689
40.9347	0.035377	43.9642
40.9769	0.035391	43.9598
41.0269	0.035400	43.9548
41.0769	0.035412	43.9501
41.1269	0.035420	43.9453
41.1845	0.035430	43.9392
41.2345	0.035450	43.9344
41.2845	0.035462	43.9293
41.3345	0.035475	43.9243
41.3765	0.035485	43.9203
41.4265	0.035491	43.9149
41.4765	0.035505	43.9096
41.5265	0.035517	43.9046
41.5844	0.035529	43.8990
41.6344	0.035550	43.8939
41.6844	0.035560	43.8891
41.7344	0.035566	43.8837
41.7764	0.035578	43.8797
41.8264	0.035596	43.8751
41.8764	0.035608	43.8702
41.9264	0.035625	43.8649
41.9682	0.035641	43.8610
42.0182	0.035653	43.8561
42.0682	0.035669	43.8509
42.1182	0.035677	43.8462
42.1761	0.035685	43.8399
42.2261	0.035700	43.8347
42.2761	0.035714	43.8297
42.3261	0.035732	43.8247
42.3681	0.035750	43.8203
42.4181	0.035760	43.8156
42.4681	0.035775	43.8110
42.5181	0.035781	43.8061
42.5761	0.035797	43.8001
42.6261	0.035817	43.7953
42.6761	0.035825	43.7901
42.7261	0.035831	43.7854
42.7680	0.035850	43.7812
42.8180	0.035868	43.7759
42.8680	0.035878	43.7707
42.9180	0.035876	43.7658
42.9759	0.035874	43.7600
43.0259	0.035884	43.7551
43.0759	0.035902	43.7501
43.1259	0.035918	43.7447
43.1678	0.035927	43.7410
43.2178	0.035945	43.7360
43.2678	0.035973	43.7308
43.3178	0.035991	43.7257
43.3757	0.036010	43.7201
43.4257	0.036024	43.7148
43.4757	0.036032	43.7101
43.5257	0.036046	43.7051
43.5676	0.036062	43.7006
43.6176	0.036083	43.6961
43.6676	0.036105	43.6908
43.7176	0.036115	43.6859
43.7755	0.036129	43.6802
43.8255	0.036154	43.6750
43.8755	0.036170	43.6703
43.9255	0.036184	43.6650
43.9675	0.036208	43.6608
44.0175	0.036235	43.6559
44.0675	0.036249	43.6507
44.1175	0.036259	43.6459
44.1754	0.036273	43.6403
44.2254	0.036291	43.6352
44.2754	0.036320	43.6303
44.3254	0.036338	43.6254
44.3673	0.036346	43.6210
44.4173	0.036364	43.6156
44.4673	0.036383	43.6107
44.5173	0.036399	43.6058
44.5752	0.036417	43.5998
44.6252	0.036435	43.5949
44.6752	0.036450	43.5903
44.7252	0.036470	43.5850
44.7671	0.036494	43.5808
44.8171	0.036514	43.5760
44.8671	0.036535	43.5706
44.9171	0.036551	43.5658
44.9591	0.036575	43.5615
45.0091	0.036589	43.5564
45.0591	0.036612	43.5516
45.1091	0.036630	43.5471
45.1670	0.036644	43.5409
45.2170	0.036662	43.5360
45.2670	0.036683	43.5310
45.3170	0.036701	43.5259
45.3589	0.036721	43.5220
45.4089	0.036731	43.5168
45.4589	0.036739	43.5119
45.5089	0.036725	43.5068
45.5668	0.036731	43.5007
45.6168	0.036754	43.4961
45.6668	0.036770	43.4907
45.7168	0.036796	43.4861
45.7588	0.036825	43.4819
45.8088	0.036843	43.4766
45.8588	0.036861	43.4721
45.9088	0.036885	43.4667
45.9667	0.036906	43.4611
46.0167	0.036924	43.4560
46.0667	0.036938	43.4510
46.1167	0.036958	43.4462
46.1589	0.036987	43.4418
46.2089	0.037017	43.4370
46.2589	0.037039	43.4320
46.3089	0.037054	43.4267
46.3669	0.037068	43.4213
46.4169	0.036973	43.4157
46.4669	0.036691	43.4111
