Time(s)	Force(lb)	Position(mm)
46.5169	0.036636	43.4061
46.5584	0.036671	43.4017
46.6084	0.036699	43.3970
46.6584	0.036733	43.3918
46.7084	0.036756	43.3870
46.7664	0.036774	43.3812
46.8164	0.036800	43.3762
46.8664	0.036827	43.3714
46.9164	0.036855	43.3658
46.9582	0.036877	43.3620
47.0082	0.036896	43.3570
47.0582	0.036918	43.3518
47.1082	0.036942	43.3473
47.1662	0.036962	43.3411
47.2162	0.036979	43.3357
47.2662	0.037007	43.3308
47.3162	0.037031	43.3262
47.3581	0.037050	43.3223
47.4081	0.037070	43.3172
47.4581	0.037082	43.3119
47.5081	0.037100	43.3064
47.5660	0.037131	43.3003
47.6160	0.037159	43.2958
47.6660	0.037175	43.2911
47.7160	0.037193	43.2861
47.7580	0.037214	43.2819
47.8080	0.037234	43.2770
47.8580	0.037258	43.2717
47.9080	0.037277	43.2668
47.9659	0.037297	43.2613
48.0159	0.037323	43.2562
48.0659	0.037350	43.2512
48.1159	0.037368	43.2465
48.1578	0.037390	43.2421
48.2078	0.037406	43.2368
48.2578	0.037433	43.2316
48.3078	0.037459	43.2267
48.3497	0.037473	43.2223
48.3997	0.037500	43.2175
48.4497	0.037522	43.2124
48.4997	0.037548	43.2074
48.5577	0.037573	43.2017
48.6077	0.037593	43.1962
48.6577	0.037613	43.1917
48.7077	0.037635	43.1871
48.7495	0.037656	43.1830
48.7995	0.037682	43.1778
48.8495	0.037702	43.1730
48.8995	0.037727	43.1679
48.9575	0.037749	43.1623
49.0075	0.037771	43.1572
49.0575	0.037798	43.1518
49.1075	0.037818	43.1467
49.1494	0.037838	43.1427
49.1994	0.037850	43.1377
49.2494	0.037840	43.1326
49.2994	0.037852	43.1280
49.3573	0.037887	43.1218
49.4073	0.037923	43.1166
49.4573	0.037948	43.1116
49.5073	0.037974	43.1070
49.5493	0.038006	43.1031
49.5993	0.038039	43.0975
49.6493	0.038067	43.0926
49.6993	0.038087	43.0876
49.7571	0.038126	43.0817
49.8071	0.038168	43.0769
49.8571	0.038189	43.0724
49.9071	0.038207	43.0669
49.9491	0.038235	43.0629
49.9991	0.038272	43.0580
50.0491	0.038304	43.0527
50.0991	0.038333	43.0480
50.1570	0.038365	43.0420
50.2070	0.038391	43.0371
50.2570	0.038418	43.0320
50.3070	0.038454	43.0270
50.3489	0.038487	43.0230
50.3989	0.038517	43.0176
50.4489	0.038546	43.0128
50.4989	0.038576	43.0079
50.5568	0.038612	43.0018
50.6068	0.038647	42.9972
50.6568	0.038673	42.9917
50.7068	0.038702	42.9869
50.7488	0.038734	42.9827
50.7988	0.038768	42.9776
50.8488	0.038807	42.9730
50.8988	0.038833	42.9680
50.9567	0.038854	42.9616
51.0067	0.038888	42.9564
51.0567	0.038923	42.9518
51.1067	0.038953	42.9472
51.1486	0.038989	42.9426
51.1986	0.039016	42.9378
51.2486	0.039052	42.9329
51.2986	0.039091	42.9277
51.3565	0.039127	42.9223
51.4065	0.039160	42.9168
51.4565	0.039192	42.9121
51.5065	0.039221	42.9070
51.5488	0.039251	42.9027
51.5988	0.039291	42.8980
51.6488	0.039338	42.8927
51.6988	0.039366	42.8879
51.7404	0.039401	42.8839
51.7904	0.039437	42.8787
51.8404	0.039472	42.8731
51.8904	0.039506	42.8681
51.9487	0.039545	42.8627
51.9987	0.039581	42.8577
52.0487	0.039618	42.8525
52.0987	0.039658	42.8479
52.1402	0.039693	42.8435
52.1902	0.039725	42.8385
52.2402	0.039758	42.8336
52.2902	0.039796	42.8286
52.3481	0.039843	42.8231
52.3981	0.039879	42.8177
52.4481	0.039922	42.8130
52.4981	0.039956	42.8080
52.5401	0.039989	42.8035
52.5901	0.040027	42.7991
52.6401	0.040064	42.7938
52.6901	0.040102	42.7883
52.7480	0.040137	42.7825
52.7980	0.040165	42.7779
52.8480	0.040200	42.7732
52.8980	0.040218	42.7680
52.9400	0.040226	42.7639
52.9900	0.040220	42.7590
53.0400	0.040222	42.7539
53.0900	0.040246	42.7490
53.1478	0.040273	42.7428
53.1978	0.040301	42.7375
53.2478	0.040327	42.7325
53.2978	0.040364	42.7277
53.3397	0.040408	42.7232
53.3897	0.040449	42.7184
53.4397	0.040477	42.7137
53.4897	0.040518	42.7089
53.5479	0.040564	42.7030
53.5979	0.040601	42.6984
53.6479	0.040639	42.6933
53.6979	0.040686	42.6879
53.7396	0.040727	42.6836
53.7896	0.040763	42.6787
53.8396	0.040800	42.6735
53.8896	0.040806	42.6688
53.9475	0.040414	42.6629
53.9975	0.039952	42.6579
54.0475	0.039985	42.6531
54.0975	0.040056	42.6476
54.1394	0.040121	42.6439
54.1894	0.040187	42.6389
54.2394	0.040240	42.6337
54.2894	0.040291	42.6287
54.3473	0.040343	42.6231
54.3973	0.040400	42.6177
54.4473	0.040451	42.6129
54.4973	0.040496	42.6081
54.5392	0.040544	42.6036
54.5892	0.040597	42.5990
54.6392	0.040648	42.5938
54.6892	0.040704	42.5888
54.7311	0.040759	42.5851
54.7811	0.040804	42.5794
54.8311	0.040848	42.5746
54.8811	0.040901	42.5696
54.9391	0.040954	42.5638
54.9891	0.041004	42.5589
55.0391	0.041043	42.5538
55.0891	0.041102	42.5490
55.1312	0.041154	42.5446
55.1812	0.041205	42.5394
55.2312	0.041250	42.5348
55.2812	0.041298	42.5294
55.3389	0.041339	42.5243
55.3889	0.041385	42.5191
55.4389	0.041446	42.5139
55.4889	0.041487	42.5090
55.5312	0.041531	42.5045
55.5812	0.041586	42.4997
55.6312	0.041633	42.4947
55.6812	0.041679	42.4898
55.7387	0.041724	42.4842
55.7887	0.041766	42.4788
55.8387	0.041815	42.4734
55.8887	0.041862	42.4685
55.9307	0.041898	42.4646
55.9807	0.041931	42.4601
56.0307	0.041963	42.4546
56.0807	0.041993	42.4491
56.1386	0.042028	42.4436
56.1886	0.042064	42.4389
56.2386	0.042109	42.4340
56.2886	0.042170	42.4288
56.3305	0.042227	42.4249
56.3805	0.042275	42.4199
56.4305	0.042324	42.4148
56.4805	0.042377	42.4099
56.5385	0.042429	42.4036
56.5885	0.042484	42.3990
56.6385	0.042533	42.3937
56.6885	0.042587	42.3888
56.7303	0.042642	42.3849
56.7803	0.042695	42.3795
56.8303	0.042735	42.3747
56.8803	0.042788	42.3697
56.9382	0.042849	42.3640
56.9882	0.042900	42.3592
57.0382	0.042946	42.3539
57.0882	0.042999	42.3491
57.1302	0.043056	42.3446
57.1802	0.043110	42.3396
57.2302	0.043165	42.3350
57.2802	0.043218	42.3295
57.3381	0.043266	42.3241
57.3881	0.043325	42.3187
57.4381	0.043374	42.3138
57.4881	0.043427	42.3091
57.5300	0.043483	42.3052
57.5800	0.043544	42.2996
57.6300	0.043599	42.2949
57.6800	0.043654	42.2899
57.7380	0.043712	42.2837
57.7880	0.043767	42.2786
57.8380	0.043822	42.2739
57.8880	0.043875	42.2692
57.9299	0.043935	42.2650
57.9799	0.043990	42.2599
58.0299	0.044037	42.2551
58.0799	0.044093	42.2499
58.1218	0.044154	42.2454
58.1718	0.044203	42.2401
58.2218	0.044260	42.2354
58.2718	0.044316	42.2308
58.3297	0.044371	42.2247
58.3797	0.044424	42.2194
58.4297	0.044483	42.2145
58.4797	0.044527	42.2095
58.5216	0.044572	42.2049
58.5716	0.044612	42.2003
58.6216	0.044639	42.1957
58.6716	0.044689	42.1908
58.7295	0.044738	42.1849
58.7795	0.044789	42.1801
58.8295	0.044845	42.1748
58.8795	0.044902	42.1700
58.9215	0.044965	42.1658
58.9715	0.045030	42.1604
59.0215	0.045091	42.1553
59.0715	0.045152	42.1506
59.1294	0.045212	42.1447
59.1794	0.045269	42.1397
59.2294	0.045336	42.1349
59.2794	0.045401	42.1295
59.3213	0.045466	42.1258
59.3713	0.045533	42.1208
59.4213	0.045585	42.1154
59.4713	0.045648	42.1101
59.5292	0.045709	42.1048
59.5792	0.045774	42.1001
59.6292	0.045829	42.0950
59.6792	0.045883	42.0898
59.7214	0.045940	42.0852
59.7714	0.046007	42.0807
59.8214	0.046066	42.0754
59.8714	0.046129	42.0704
59.9290	0.046185	42.0647
59.9790	0.046242	42.0595
60.0290	0.046303	42.0547
60.0790	0.046362	42.0494
60.1210	0.046423	42.0454
60.1710	0.046498	42.0405
60.2210	0.046560	42.0352
60.2710	0.046623	42.0307
60.3289	0.046694	42.0247
60.3789	0.046749	42.0200
60.4289	0.046812	42.0150
60.4789	0.046877	42.0097
60.5208	0.046927	42.0060
60.5708	0.046978	42.0008
60.6208	0.047037	41.9957
60.6708	0.047102	41.9908
60.7287	0.047177	41.9848
60.7787	0.047248	41.9801
60.8287	0.047320	41.9749
60.8787	0.047387	41.9700
60.9207	0.047460	41.9658
60.9707	0.047525	41.9604
61.0207	0.047594	41.9560
61.0707	0.047669	41.9508
61.1286	0.047738	41.9447
61.1786	0.047819	41.9398
61.2286	0.047900	41.9351
61.2786	0.047975	41.9296
61.3205	0.048048	41.9258
61.3705	0.048127	41.9209
61.4205	0.048206	41.9155
61.4705	0.048281	41.9103
61.5124	0.048358	41.9063
61.5624	0.048431	41.9016
61.6124	0.048506	41.8967
61.6624	0.048585	41.8915
61.7203	0.048672	41.8860
61.7703	0.048752	41.8807
61.8203	0.048825	41.8758
61.8703	0.048895	41.8707
61.9122	0.048970	41.8663
61.9622	0.049047	41.8619
62.0122	0.049122	41.8567
62.0622	0.049187	41.8514
62.1202	0.049260	41.8456
62.1702	0.049335	41.8407
62.2202	0.049416	41.8353
62.2702	0.049500	41.8308
62.3121	0.049581	41.8266
62.3621	0.049658	41.8214
62.4121	0.049739	41.8167
62.4621	0.049814	41.8113
62.5200	0.049885	41.8059
62.5700	0.049952	41.8006
62.6200	0.050033	41.7954
62.6700	0.050122	41.7906
62.7123	0.050201	41.7862
62.7623	0.050278	41.7814
62.8123	0.050357	41.7763
62.8623	0.050436	41.7713
62.9198	0.050525	41.7658
62.9698	0.050600	41.7611
63.0198	0.050685	41.7558
63.0698	0.050766	41.7510
63.1121	0.050854	41.7468
63.1621	0.050947	41.7416
63.2121	0.051040	41.7369
63.2621	0.051125	41.7315
63.3197	0.051220	41.7259
63.3697	0.051316	41.7209
63.4197	0.051399	41.7155
63.4697	0.051484	41.7103
63.5116	0.051579	41.7063
63.5616	0.051679	41.7017
63.6116	0.051770	41.6967
63.6616	0.051847	41.6914
63.7195	0.051942	41.6860
63.7695	0.052033	41.6806
63.8195	0.052120	41.6758
63.8695	0.052210	41.6708
63.9114	0.052291	41.6666
63.9614	0.052370	41.6618
64.0114	0.052465	41.6563
64.0614	0.052568	41.6516
64.1195	0.052645	41.6457
64.1695	0.052725	41.6406
64.2195	0.052810	41.6359
64.2695	0.052889	41.6304
64.3113	0.052966	41.6264
64.3613	0.053047	41.6214
64.4113	0.053126	41.6163
64.4613	0.053203	41.6116
64.5032	0.053266	41.6072
64.5532	0.053337	41.6023
64.6032	0.053420	41.5974
64.6532	0.053517	41.5920
64.7111	0.053618	41.5869
64.7611	0.053724	41.5815
64.8111	0.053823	41.5767
64.8611	0.053920	41.5717
64.9030	0.054022	41.5672
64.9530	0.054127	41.5627
65.0030	0.054225	41.5573
65.0530	0.054326	41.5523
65.1110	0.054433	41.5466
65.1610	0.054535	41.5415
65.2110	0.054634	41.5368
65.2610	0.054733	41.5316
65.3035	0.054839	41.5275
65.3535	0.054932	41.5226
65.4035	0.055039	41.5172
65.4535	0.055137	41.5127
65.5108	0.055242	41.5065
65.5608	0.055345	41.5017
65.6108	0.055441	41.4967
65.6608	0.055538	41.4914
65.7028	0.055641	41.4876
65.7528	0.055737	41.4825
65.8028	0.055818	41.4775
65.8528	0.055895	41.4726
65.9106	0.055982	41.4667
65.9606	0.056077	41.4621
66.0106	0.056162	41.4566
66.0606	0.056256	41.4518
66.1025	0.056345	41.4477
66.1525	0.056436	41.4423
66.2025	0.056531	41.4378
66.2525	0.056616	41.4325
66.3107	0.056706	41.4270
66.3607	0.056799	41.4220
66.4107	0.056878	41.4166
66.4607	0.056973	41.4119
66.5024	0.057077	41.4075
66.5524	0.057166	41.4025
66.6024	0.057243	41.3976
66.6524	0.057285	41.3925
66.7103	0.057314	41.3869
66.7603	0.057405	41.3814
66.8103	0.057510	41.3767
66.8603	0.057622	41.3717
66.9022	0.057725	41.3673
66.9522	0.057829	41.3629
67.0022	0.057932	41.3574
67.0522	0.058033	41.3524
67.1101	0.058129	41.3466
67.1601	0.058224	41.3415
67.2101	0.058331	41.3367
67.2601	0.058435	41.3315
67.3020	0.058540	41.3275
67.3520	0.058633	41.3225
67.4020	0.058727	41.3172
67.4520	0.058840	41.3126
67.5100	0.058947	41.3070
67.5600	0.059049	41.3020
67.6100	0.059150	41.2966
67.6600	0.059262	41.2916
67.7019	0.059381	41.2879
67.7519	0.059493	41.2823
67.8019	0.059606	41.2774
67.8519	0.059718	41.2725
67.8939	0.059825	41.2683
67.9439	0.059939	41.2635
67.9939	0.060062	41.2585
68.0439	0.060188	41.2536
68.1017	0.060302	41.2480
68.1517	0.060413	41.2427
68.2017	0.060518	41.2376
68.2517	0.060628	41.2328
68.2936	0.060739	41.2286
68.3436	0.060849	41.2234
68.3936	0.060956	41.2187
68.4436	0.061062	41.2133
68.5016	0.061175	41.2078
68.5516	0.061289	41.2028
68.6016	0.061392	41.1974
68.6516	0.061501	41.1923
68.6935	0.061605	41.1883
68.7435	0.061714	41.1836
68.7935	0.061834	41.1787
68.8435	0.061954	41.1735
68.9014	0.062073	41.1680
68.9514	0.062195	41.1627
69.0014	0.062318	41.1580
69.0514	0.062452	41.1529
69.0933	0.062582	41.1485
69.1433	0.062704	41.1433
69.1933	0.062819	41.1385
69.2433	0.062939	41.1334
69.3013	0.063070	41.1276
69.3513	0.063188	41.1227
69.4013	0.063295	41.1173
69.4513	0.063409	41.1128
69.4932	0.063529	41.1083
69.5432	0.063646	41.1032
69.5932	0.063766	41.0985
69.6432	0.063883	41.0931
69.7011	0.064007	41.0879
69.7511	0.064129	41.0826
69.8011	0.064244	41.0776
69.8511	0.064372	41.0727
69.8930	0.064501	41.0683
69.9430	0.064625	41.0635
69.9930	0.064745	41.0584
70.0430	0.064858	41.0533
70.1010	0.064966	41.0478
70.1510	0.065083	41.0430
70.2010	0.065205	41.0377
70.2510	0.065215	41.0330
70.2928	0.064949	41.0288
70.3428	0.064858	41.0236
70.3928	0.064937	41.0188
70.4428	0.065033	41.0133
70.5007	0.065146	41.0079
70.5507	0.065258	41.0027
70.6007	0.065383	40.9977
70.6507	0.065513	40.9931
70.6927	0.065645	40.9885
70.7427	0.065772	40.9830
70.7927	0.065898	40.9781
70.8427	0.066028	40.9735
70.8846	0.066162	40.9696
70.9346	0.066285	40.9645
70.9846	0.066411	40.9595
71.0346	0.066537	40.9547
71.0925	0.066674	40.9487
71.1425	0.066812	40.9433
71.1925	0.066940	40.9384
71.2425	0.067066	40.9334
71.2845	0.067201	40.9293
71.3345	0.067335	40.9246
71.3845	0.067465	40.9193
71.4345	0.067587	40.9144
71.4924	0.067702	40.9084
71.5424	0.067824	40.9034
71.5924	0.067951	40.8987
71.6424	0.068071	40.8932
71.6842	0.068197	40.8894
71.7342	0.068322	40.8843
71.7842	0.068438	40.8792
71.8342	0.068558	40.8745
71.8922	0.068675	40.8683
71.9422	0.068793	40.8636
71.9922	0.068916	40.8585
72.0422	0.069046	40.8536
72.0841	0.069172	40.8496
72.1341	0.069301	40.8442
72.1841	0.069441	40.8396
72.2341	0.069575	40.8346
72.2920	0.069707	40.8284
72.3420	0.069851	40.8234
72.3920	0.069995	40.8186
72.4420	0.070131	40.8131
72.4840	0.070266	40.8090
72.5340	0.070382	40.8045
72.5840	0.070499	40.7997
72.6340	0.070629	40.7946
72.6918	0.070771	40.7891
72.7418	0.070923	40.7840
72.7918	0.071079	40.7786
72.8418	0.071227	40.7733
72.8838	0.071363	40.7694
72.9338	0.071505	40.7643
72.9838	0.071665	40.7594
73.0338	0.071805	40.7546
73.0917	0.071928	40.7488
73.1417	0.072054	40.7442
73.1917	0.072192	40.7387
73.2417	0.072330	40.7333
73.2836	0.072462	40.7290
73.3336	0.072585	40.7243
73.3836	0.072697	40.7198
73.4336	0.072786	40.7145
73.4915	0.072695	40.7087
73.5415	0.072524	40.7037
73.5915	0.072551	40.6986
73.6415	0.072650	40.6938
73.6837	0.072745	40.6895
73.7337	0.072837	40.6846
73.7837	0.072918	40.6797
73.8337	0.073009	40.6744
73.8913	0.073106	40.6684
73.9413	0.073210	40.6636
73.9913	0.073325	40.6584
74.0413	0.073433	40.6534
74.0855	0.073520	40.6490
74.1355	0.073615	40.6434
74.1855	0.073724	40.6387
74.2355	0.073844	40.6340
74.2752	0.073962	40.6302
74.3252	0.074085	40.6258
74.3752	0.074211	40.6203
74.4252	0.074312	40.6151
74.4831	0.074424	40.6094
74.5331	0.074539	40.6047
74.5831	0.074649	40.5998
74.6331	0.074758	40.5946
74.6750	0.074874	40.5905
74.7250	0.074987	40.5856
74.7750	0.075074	40.5804
74.8250	0.075064	40.5749
74.8829	0.074882	40.5694
74.9329	0.074858	40.5643
74.9829	0.074951	40.5593
75.0329	0.075060	40.5544
75.0749	0.075176	40.5500
75.1249	0.075299	40.5455
75.1749	0.075409	40.5401
75.2249	0.075510	40.5350
75.2828	0.075614	40.5297
75.3328	0.075723	40.5248
75.3828	0.075830	40.5197
75.4328	0.075930	40.5142
75.4747	0.076021	40.5102
75.5247	0.076106	40.5055
75.5747	0.076195	40.5002
75.6247	0.076189	40.4954
75.6826	0.076201	40.4895
75.7326	0.076343	40.4846
75.7826	0.076489	40.4797
75.8326	0.076631	40.4745
75.8745	0.076767	40.4706
75.9245	0.076901	40.4653
75.9745	0.077033	40.4603
76.0245	0.077160	40.4556
76.0825	0.077306	40.4494
76.1325	0.077448	40.4450
76.1825	0.077580	40.4396
76.2325	0.077695	40.4346
76.2746	0.077799	40.4304
76.3246	0.077868	40.4250
76.3746	0.077941	40.4203
76.4246	0.078008	40.4152
76.4823	0.077880	40.4095
76.5323	0.077515	40.4044
76.5823	0.077444	40.3992
76.6323	0.077476	40.3946
76.6742	0.077519	40.3906
76.7242	0.077582	40.3855
76.7742	0.077667	40.3805
76.8242	0.077744	40.3757
76.8821	0.077825	40.3695
76.9321	0.077896	40.3648
76.9821	0.077961	40.3595
77.0321	0.078034	40.3545
77.0741	0.078131	40.3507
77.1241	0.078241	40.3452
77.1741	0.078352	40.3405
77.2241	0.078490	40.3355
77.2822	0.078638	40.3295
77.3322	0.078770	40.3246
77.3822	0.078905	40.3194
77.4322	0.079019	40.3147
77.4740	0.078970	40.3104
77.5240	0.078788	40.3053
77.5740	0.078792	40.3005
77.6240	0.078859	40.2951
77.6659	0.078936	40.2912
77.7159	0.079037	40.2863
77.7659	0.079161	40.2811
77.8159	0.079280	40.2767
77.8738	0.079390	40.2703
77.9238	0.079475	40.2656
77.9738	0.079548	40.2605
78.0238	0.079623	40.2554
78.0659	0.079714	40.2514
78.1159	0.079812	40.2463
78.1659	0.079887	40.2414
78.2159	0.079972	40.2365
78.2736	0.080063	40.2307
78.3236	0.080097	40.2260
78.3736	0.080057	40.2206
78.4236	0.078553	40.2154
78.4655	0.070321	40.2112
78.5155	0.064576	40.2064
78.5655	0.063893	40.2012
78.6155	0.063804	40.1964
78.6734	0.063762	40.1903
78.7234	0.063733	40.1854
78.7734	0.063707	40.1806
78.8234	0.063683	40.1753
78.8654	0.063709	40.1715
78.9154	0.063735	40.1664
78.9654	0.063778	40.1613
79.0154	0.063822	40.1566
79.0739	0.063855	40.1504
79.1239	0.063904	40.1457
79.1739	0.063979	40.1405
79.2239	0.064054	40.1356
79.2652	0.064129	40.1316
79.3152	0.064187	40.1260
79.3652	0.064262	40.1215
79.4152	0.064354	40.1164
79.4731	0.064449	40.1106
79.5231	0.064522	40.1058
79.5731	0.064603	40.1004
79.6231	0.064676	40.0959
79.6651	0.064724	40.0915
79.7151	0.064779	40.0864
79.7651	0.064858	40.0816
79.8151	0.064945	40.0764
79.8730	0.065018	40.0709
79.9230	0.065085	40.0659
79.9730	0.065150	40.0606
80.0230	0.065215	40.0554
80.0649	0.065286	40.0515
80.1149	0.065349	40.0463
80.1649	0.065418	40.0413
80.2149	0.065483	40.0364
80.2729	0.065547	40.0305
80.3229	0.065639	40.0257
80.3729	0.065732	40.0210
80.4229	0.065825	40.0159
80.4647	0.065937	40.0114
80.5147	0.066064	40.0060
80.5647	0.066186	40.0015
80.6147	0.066301	39.9961
80.6566	0.066423	39.9919
80.7066	0.066537	39.9870
80.7566	0.066660	39.9817
80.8066	0.066782	39.9769
80.8645	0.066897	39.9716
80.9145	0.067025	39.9664
80.9645	0.067161	39.9614
81.0145	0.067266	39.9566
81.0565	0.067374	39.9521
81.1065	0.067491	39.9473
81.1565	0.067615	39.9422
81.2065	0.067745	39.9372
81.2649	0.067893	39.9317
81.3149	0.068043	39.9265
81.3649	0.068174	39.9218
81.4149	0.068278	39.9166
81.4563	0.068371	39.9122
81.5063	0.068478	39.9070
81.5563	0.068580	39.9022
81.6063	0.068677	39.8970
81.6642	0.068778	39.8914
81.7142	0.068886	39.8865
81.7642	0.069014	39.8812
81.8142	0.069153	39.8767
81.8565	0.069291	39.8722
81.9065	0.069413	39.8669
81.9565	0.069541	39.8619
82.0065	0.069683	39.8571
82.0642	0.069824	39.8516
82.1142	0.069970	39.8465
82.1642	0.070145	39.8417
82.2142	0.070305	39.8369
82.2562	0.070449	39.8326
82.3062	0.070591	39.8272
82.3562	0.070735	39.8221
82.4062	0.070860	39.8171
82.4639	0.070980	39.8113
82.5139	0.071103	39.8065
82.5639	0.071227	39.8012
82.6139	0.071359	39.7966
82.6558	0.071499	39.7923
82.7058	0.071643	39.7871
82.7558	0.071764	39.7826
82.8058	0.071898	39.7772
82.8640	0.072050	39.7717
82.9140	0.072194	39.7665
82.9640	0.072326	39.7614
83.0140	0.072433	39.7568
83.0556	0.072531	39.7523
83.1056	0.072650	39.7474
83.1556	0.072780	39.7424
83.2056	0.072920	39.7372
83.2638	0.073060	39.7317
83.3138	0.073224	39.7264
83.3638	0.073386	39.7217
83.4138	0.073530	39.7165
83.4554	0.073643	39.7122
83.5054	0.073757	39.7077
83.5554	0.073883	39.7022
83.6054	0.074018	39.6974
83.6634	0.074164	39.6916
83.7134	0.074314	39.6864
83.7634	0.074470	39.6816
83.8134	0.074612	39.6765
83.8555	0.074754	39.6725
83.9055	0.074894	39.6675
83.9555	0.075022	39.6623
84.0055	0.075151	39.6576
84.0472	0.075301	39.6530
84.0972	0.075447	39.6481
84.1472	0.075603	39.6432
84.1972	0.075768	39.6378
84.2551	0.075908	39.6326
84.3051	0.076031	39.6271
84.3551	0.076145	39.6225
84.4051	0.076258	39.6175
84.4471	0.076388	39.6130
84.4971	0.076532	39.6082
84.5471	0.076696	39.6029
84.5971	0.076870	39.5980
84.6550	0.077033	39.5923
84.7050	0.077178	39.5871
84.7550	0.077312	39.5824
84.8050	0.077444	39.5776
84.8469	0.077582	39.5732
84.8969	0.077718	39.5681
84.9469	0.077847	39.5633
84.9969	0.077973	39.5580
85.0548	0.078097	39.5524
85.1048	0.078220	39.5471
85.1548	0.078346	39.5423
85.2048	0.078458	39.5375
85.2468	0.078555	39.5330
85.2968	0.078628	39.5284
85.3468	0.078707	39.5232
85.3968	0.078786	39.5181
85.4547	0.078841	39.5125
85.5047	0.078871	39.5071
85.5547	0.078916	39.5024
85.6047	0.078983	39.4973
85.6466	0.079047	39.4932
85.6966	0.079118	39.4883
85.7466	0.079193	39.4831
85.7966	0.079262	39.4784
85.8548	0.079319	39.4722
85.9048	0.079380	39.4673
85.9548	0.079467	39.4624
86.0048	0.079546	39.4572
86.0465	0.079605	39.4535
86.0965	0.079653	39.4482
86.1465	0.079694	39.4431
86.1965	0.079714	39.4383
86.2544	0.079733	39.4323
86.3044	0.079751	39.4275
86.3544	0.079759	39.4224
86.4044	0.079791	39.4177
86.4475	0.079852	39.4135
86.4975	0.079921	39.4079
86.5475	0.079962	39.4034
86.5975	0.079955	39.3982
86.6542	0.079935	39.3921
86.7042	0.079953	39.3870
86.7542	0.079978	39.3824
86.8042	0.079970	39.3779
86.8462	0.079923	39.3733
86.8962	0.079850	39.3682
86.9462	0.079836	39.3633
86.9962	0.079872	39.3581
87.0540	0.079937	39.3525
87.1040	0.079998	39.3473
87.1540	0.080041	39.3425
87.2040	0.080059	39.3375
87.2460	0.080057	39.3330
87.2960	0.080028	39.3286
87.3460	0.080022	39.3232
87.3960	0.080039	39.3183
87.4381	0.080081	39.3144
87.4881	0.080134	39.3089
87.5381	0.080174	39.3041
87.5881	0.080201	39.2990
87.6458	0.080205	39.2932
87.6958	0.080207	39.2884
87.7458	0.080239	39.2831
87.7958	0.080278	39.2783
87.8377	0.080320	39.2739
87.8877	0.080393	39.2689
87.9377	0.080476	39.2644
87.9877	0.080537	39.2589
88.0459	0.080564	39.2537
88.0959	0.080580	39.2484
88.1459	0.080592	39.2429
88.1959	0.080598	39.2377
88.2377	0.080586	39.2340
88.2877	0.080586	39.2294
88.3377	0.080612	39.2244
88.3877	0.080665	39.2192
88.4464	0.080728	39.2131
88.4964	0.080797	39.2074
88.5464	0.080860	39.2030
88.5964	0.080926	39.1983
88.6374	0.080985	39.1942
88.6874	0.081036	39.1891
88.7374	0.081093	39.1843
88.7874	0.081135	39.1792
88.8453	0.081192	39.1735
88.8953	0.081245	39.1685
88.9453	0.081295	39.1632
88.9953	0.081356	39.1587
89.0372	0.081419	39.1542
89.0872	0.081472	39.1494
89.1372	0.081526	39.1447
89.1872	0.081589	39.1393
89.2454	0.081632	39.1339
89.2954	0.081674	39.1290
89.3454	0.081715	39.1235
89.3954	0.081745	39.1184
89.4371	0.081790	39.1148
89.4871	0.081865	39.1093
89.5371	0.081926	39.1044
89.5871	0.081993	39.0995
89.6450	0.082078	39.0936
89.6950	0.082181	39.0888
89.7450	0.082258	39.0836
89.7950	0.082325	39.0783
89.8369	0.082382	39.0741
89.8869	0.082437	39.0693
89.9369	0.082501	39.0641
89.9869	0.082570	39.0593
90.0448	0.082666	39.0534
90.0948	0.082775	39.0485
90.1448	0.082872	39.0435
90.1948	0.082976	39.0381
90.2367	0.083073	39.0344
90.2867	0.083166	39.0292
90.3367	0.083253	39.0242
90.3867	0.083343	39.0196
90.4286	0.083430	39.0149
90.4786	0.083509	39.0103
90.5286	0.083576	39.0052
90.5786	0.083667	39.0000
90.6366	0.083782	38.9944
90.6866	0.083874	38.9891
90.7366	0.083965	38.9843
90.7866	0.084042	38.9792
90.8289	0.084080	38.9750
90.8789	0.084123	38.9701
90.9289	0.084184	38.9647
90.9789	0.084243	38.9600
91.0364	0.084320	38.9542
91.0864	0.084419	38.9492
91.1364	0.084500	38.9444
91.1864	0.084591	38.9390
91.2284	0.084674	38.9349
91.2784	0.084749	38.9298
91.3284	0.084804	38.9248
91.3784	0.084853	38.9201
91.4363	0.084889	38.9142
91.4863	0.084897	38.9095
91.5363	0.084918	38.9044
91.5863	0.084956	38.8992
91.6281	0.085019	38.8948
91.6781	0.085110	38.8901
91.7281	0.085207	38.8851
91.7781	0.085313	38.8802
91.8361	0.085418	38.8744
91.8861	0.085522	38.8691
91.9361	0.085633	38.8647
91.9861	0.085761	38.8594
92.0280	0.085880	38.8550
92.0780	0.085972	38.8499
92.1280	0.086051	38.8452
92.1780	0.086126	38.8398
92.2360	0.086207	38.8343
92.2860	0.086300	38.8292
92.3360	0.086395	38.8241
92.3860	0.086472	38.8196
92.4278	0.086562	38.8151
92.4778	0.086675	38.8097
92.5278	0.086795	38.8046
92.5778	0.086930	38.8001
92.6358	0.087052	38.7946
92.6858	0.087182	38.7893
92.7358	0.087301	38.7845
92.7858	0.087259	38.7795
92.8277	0.086685	38.7752
92.8777	0.086310	38.7704
92.9277	0.086373	38.7648
