Time(s)	Force(lb)	Position(mm)
46.5263	0.040907	43.4044
46.5842	0.040958	43.3989
46.6342	0.041002	43.3934
46.6842	0.041045	43.3888
46.7342	0.041087	43.3837
46.7764	0.041124	43.3794
46.8264	0.041162	43.3751
46.8764	0.041201	43.3698
46.9264	0.041237	43.3644
46.9840	0.041276	43.3587
47.0340	0.041318	43.3540
47.0840	0.041353	43.3486
47.1340	0.041383	43.3432
47.1760	0.041426	43.3392
47.2260	0.041462	43.3346
47.2760	0.041491	43.3300
47.3260	0.041529	43.3245
47.3839	0.041568	43.3190
47.4339	0.041594	43.3138
47.4839	0.041635	43.3088
47.5339	0.041673	43.3039
47.5758	0.041706	43.2996
47.6258	0.041736	43.2948
47.6758	0.041777	43.2895
47.7258	0.041809	43.2845
47.7837	0.041845	43.2790
47.8337	0.041888	43.2736
47.8837	0.041916	43.2691
47.9337	0.041953	43.2638
47.9756	0.041985	43.2595
48.0256	0.042012	43.2547
48.0756	0.042050	43.2495
48.1256	0.042085	43.2447
48.1835	0.042113	43.2389
48.2335	0.042143	43.2337
48.2835	0.042182	43.2285
48.3335	0.042212	43.2238
48.3754	0.042249	43.2195
48.4254	0.042281	43.2145
48.4754	0.042316	43.2095
48.5254	0.042352	43.2043
48.5833	0.042298	43.1988
48.6333	0.042198	43.1934
48.6833	0.042227	43.1887
48.7333	0.042271	43.1837
48.7753	0.042316	43.1792
48.8253	0.042356	43.1747
48.8753	0.042399	43.1694
48.9253	0.042439	43.1645
48.9671	0.042476	43.1606
49.0171	0.042518	43.1552
49.0671	0.042571	43.1503
49.1171	0.042608	43.1452
49.1751	0.042646	43.1395
49.2251	0.042691	43.1345
49.2751	0.042729	43.1294
49.3251	0.042762	43.1246
49.3670	0.042800	43.1206
49.4170	0.042845	43.1156
49.4670	0.042895	43.1105
49.5170	0.042928	43.1058
49.5752	0.042962	43.0996
49.6252	0.042999	43.0950
49.6752	0.043033	43.0898
49.7252	0.043068	43.0845
49.7668	0.043106	43.0801
49.8168	0.043151	43.0754
49.8668	0.043191	43.0703
49.9168	0.043236	43.0653
49.9750	0.043279	43.0594
50.0250	0.043315	43.0541
50.0750	0.043350	43.0498
50.1250	0.043396	43.0443
50.1667	0.043443	43.0403
50.2167	0.043479	43.0355
50.2667	0.043518	43.0301
50.3167	0.043562	43.0257
50.3746	0.043611	43.0197
50.4246	0.043650	43.0147
50.4746	0.043682	43.0097
50.5246	0.043718	43.0047
50.5665	0.043765	43.0007
50.6165	0.043806	42.9955
50.6665	0.043850	42.9905
50.7165	0.043893	42.9857
50.7744	0.043929	42.9800
50.8244	0.043962	42.9748
50.8744	0.044012	42.9694
50.9244	0.044061	42.9647
50.9663	0.044106	42.9607
51.0163	0.044146	42.9552
51.0663	0.044193	42.9506
51.1163	0.044239	42.9454
51.1743	0.044284	42.9398
51.2243	0.044333	42.9348
51.2743	0.044375	42.9296
51.3243	0.044416	42.9248
51.3662	0.044464	42.9202
51.4162	0.044507	42.9152
51.4662	0.044550	42.9105
51.5162	0.044600	42.9057
51.5740	0.044653	42.8996
51.6240	0.044695	42.8948
51.6740	0.044742	42.8897
51.7240	0.044787	42.8848
51.7660	0.044831	42.8806
51.8160	0.044874	42.8751
51.8660	0.044925	42.8706
51.9160	0.044975	42.8655
51.9739	0.045018	42.8597
52.0239	0.045066	42.8550
52.0739	0.045109	42.8496
52.1239	0.045152	42.8450
52.1703	0.045192	42.8403
52.2203	0.045239	42.8353
52.2703	0.045267	42.8304
52.3203	0.045295	42.8252
52.3577	0.045328	42.8217
52.4077	0.045362	42.8167
52.4577	0.045413	42.8113
52.5077	0.045462	42.8062
52.5659	0.045508	42.8007
52.6159	0.045567	42.7955
52.6659	0.045622	42.7905
52.7159	0.045668	42.7855
52.7576	0.045723	42.7810
52.8076	0.045774	42.7765
52.8576	0.045825	42.7713
52.9076	0.045867	42.7663
52.9654	0.045922	42.7607
53.0154	0.045977	42.7554
53.0654	0.046023	42.7509
53.1154	0.046072	42.7456
53.1574	0.046127	42.7414
53.2074	0.046173	42.7368
53.2574	0.046228	42.7316
53.3074	0.046279	42.7268
53.3653	0.046337	42.7210
53.4153	0.046388	42.7156
53.4653	0.046437	42.7104
53.5153	0.046481	42.7056
53.5573	0.046530	42.7013
53.6073	0.046583	42.6965
53.6573	0.046633	42.6917
53.7073	0.046672	42.6865
53.7651	0.046725	42.6811
53.8151	0.046767	42.6757
53.8651	0.046816	42.6704
53.9151	0.046860	42.6654
53.9570	0.046895	42.6615
54.0070	0.046923	42.6564
54.0570	0.046962	42.6516
54.1070	0.047012	42.6466
54.1652	0.047061	42.6404
54.2152	0.047110	42.6352
54.2652	0.047160	42.6306
54.3152	0.047219	42.6254
54.3569	0.047278	42.6213
54.4069	0.047331	42.6167
54.4569	0.047383	42.6120
54.5069	0.047432	42.6068
54.5648	0.047485	42.6006
54.6148	0.047531	42.5957
54.6648	0.047578	42.5908
54.7148	0.047629	42.5855
54.7567	0.047671	42.5815
54.8067	0.047722	42.5764
54.8567	0.047789	42.5714
54.9067	0.047850	42.5666
54.9646	0.047898	42.5606
55.0146	0.047933	42.5558
55.0646	0.047971	42.5505
55.1146	0.048012	42.5456
55.1566	0.048075	42.5416
55.2066	0.048145	42.5369
55.2566	0.048212	42.5317
55.3066	0.048273	42.5263
55.3644	0.048342	42.5207
55.4144	0.048407	42.5159
55.4644	0.048466	42.5106
55.5144	0.048535	42.5058
55.5563	0.048600	42.5015
55.6063	0.048660	42.4966
55.6563	0.048723	42.4918
55.7063	0.048788	42.4865
55.7483	0.048859	42.4825
55.7983	0.048934	42.4773
55.8483	0.049001	42.4723
55.8983	0.049054	42.4678
55.9562	0.049120	42.4614
56.0062	0.049191	42.4569
56.0562	0.049258	42.4517
56.1062	0.049323	42.4465
56.1481	0.049386	42.4424
56.1981	0.049449	42.4374
56.2481	0.049522	42.4325
56.2981	0.049589	42.4273
56.3560	0.049656	42.4215
56.4060	0.049722	42.4165
56.4560	0.049785	42.4111
56.5060	0.049846	42.4065
56.5480	0.049899	42.4025
56.5980	0.049968	42.3976
56.6480	0.050039	42.3925
56.6980	0.050100	42.3879
56.7562	0.050166	42.3819
56.8062	0.050233	42.3764
56.8562	0.050304	42.3714
56.9062	0.050383	42.3666
56.9478	0.050456	42.3624
56.9978	0.050525	42.3576
57.0478	0.050598	42.3526
57.0978	0.050667	42.3476
57.1564	0.050738	42.3419
57.2064	0.050807	42.3366
57.2564	0.050876	42.3311
57.3064	0.050945	42.3263
57.3476	0.051016	42.3222
57.3976	0.051083	42.3170
57.4476	0.051154	42.3122
57.4976	0.051225	42.3076
57.5555	0.051293	42.3017
57.6055	0.051362	42.2967
57.6555	0.051433	42.2918
57.7055	0.051494	42.2866
57.7474	0.051563	42.2826
57.7974	0.051636	42.2775
57.8474	0.051713	42.2723
57.8974	0.051786	42.2671
57.9553	0.051859	42.2618
58.0053	0.051934	42.2567
58.0553	0.052005	42.2518
58.1053	0.052078	42.2467
58.1472	0.052161	42.2422
58.1972	0.052232	42.2381
58.2472	0.052301	42.2326
58.2972	0.052380	42.2275
58.3552	0.052455	42.2219
58.4052	0.052530	42.2164
58.4552	0.052605	42.2108
58.5052	0.052676	42.2062
58.5474	0.052747	42.2022
58.5974	0.052826	42.1975
58.6474	0.052903	42.1928
58.6974	0.052982	42.1874
58.7551	0.053063	42.1813
58.8051	0.053140	42.1765
58.8551	0.053221	42.1718
58.9051	0.053292	42.1668
58.9470	0.053365	42.1624
58.9970	0.053442	42.1578
59.0470	0.053527	42.1528
59.0970	0.053602	42.1475
59.1389	0.053681	42.1428
59.1889	0.053762	42.1382
59.2389	0.053841	42.1332
59.2889	0.053920	42.1282
59.3468	0.053995	42.1224
59.3968	0.054066	42.1173
59.4468	0.054158	42.1125
59.4968	0.054229	42.1071
59.5387	0.054300	42.1031
59.5887	0.054383	42.0985
59.6387	0.054443	42.0930
59.6887	0.054407	42.0884
59.7466	0.054409	42.0823
59.7966	0.054500	42.0775
59.8466	0.054597	42.0727
59.8966	0.054689	42.0674
59.9386	0.054784	42.0635
59.9886	0.054871	42.0584
60.0386	0.054964	42.0534
60.0886	0.055058	42.0486
60.1464	0.055143	42.0426
60.1964	0.055222	42.0379
60.2464	0.055305	42.0324
60.2964	0.055398	42.0276
60.3384	0.055493	42.0235
60.3884	0.055581	42.0180
60.4384	0.055678	42.0135
60.4884	0.055769	42.0083
60.5463	0.055864	42.0024
60.5963	0.055960	41.9975
60.6463	0.056051	41.9923
60.6963	0.056144	41.9876
60.7385	0.056231	41.9834
60.7885	0.056316	41.9784
60.8385	0.056404	41.9734
60.8885	0.056495	41.9680
60.9461	0.056578	41.9627
60.9961	0.056663	41.9574
61.0461	0.056750	41.9526
61.0961	0.056837	41.9477
61.1379	0.056918	41.9432
61.1879	0.057018	41.9387
61.2379	0.057109	41.9335
61.2879	0.057198	41.9284
61.3459	0.057304	41.9227
61.3959	0.057407	41.9176
61.4459	0.057506	41.9129
61.4959	0.057602	41.9076
61.5378	0.057693	41.9035
61.5878	0.057780	41.8986
61.6378	0.057865	41.8932
61.6878	0.057958	41.8887
61.7457	0.058064	41.8826
61.7957	0.058153	41.8778
61.8457	0.058242	41.8728
61.8957	0.058335	41.8675
61.9379	0.058441	41.8635
61.9879	0.058540	41.8583
62.0379	0.058639	41.8534
62.0879	0.058731	41.8486
62.1456	0.058824	41.8428
62.1956	0.058921	41.8380
62.2456	0.059018	41.8327
62.2956	0.059110	41.8274
62.3375	0.059203	41.8232
62.3875	0.059304	41.8185
62.4375	0.059420	41.8132
62.4875	0.059517	41.8083
62.5294	0.059614	41.8041
62.5794	0.059722	41.7987
62.6294	0.059819	41.7942
62.6794	0.059916	41.7896
62.7373	0.060006	41.7847
62.7873	0.060105	41.7802
62.8373	0.060208	41.7738
62.8873	0.060304	41.7683
62.9293	0.060403	41.7643
62.9793	0.060502	41.7595
63.0293	0.060599	41.7540
63.0793	0.060707	41.7496
63.1372	0.060818	41.7436
63.1872	0.060940	41.7386
63.2372	0.061060	41.7335
63.2872	0.061171	41.7284
63.3291	0.061272	41.7245
63.3791	0.061374	41.7193
63.4291	0.061473	41.7143
63.4791	0.061581	41.7093
63.5370	0.061678	41.7032
63.5870	0.061771	41.6988
63.6370	0.061881	41.6933
63.6870	0.061982	41.6885
63.7289	0.062085	41.6844
63.7789	0.062181	41.6790
63.8289	0.062276	41.6745
63.8789	0.062373	41.6692
63.9368	0.062462	41.6635
63.9868	0.062558	41.6585
64.0368	0.062655	41.6535
64.0868	0.062758	41.6488
64.1287	0.062858	41.6444
64.1787	0.062965	41.6395
64.2287	0.063079	41.6345
64.2787	0.063184	41.6290
64.3366	0.063281	41.6239
64.3866	0.063372	41.6184
64.4366	0.063468	41.6137
64.4866	0.063555	41.6088
64.5286	0.063638	41.6043
64.5786	0.063715	41.5996
64.6286	0.063798	41.5944
64.6786	0.063877	41.5894
64.7365	0.063964	41.5837
64.7865	0.064056	41.5786
64.8365	0.064149	41.5738
64.8865	0.064246	41.5685
64.9284	0.064349	41.5645
64.9784	0.064447	41.5598
65.0284	0.064538	41.5544
65.0784	0.064647	41.5491
65.1363	0.064759	41.5435
65.1863	0.064866	41.5382
65.2363	0.064974	41.5332
65.2863	0.065079	41.5286
65.3282	0.065179	41.5246
65.3782	0.065284	41.5194
65.4282	0.065385	41.5145
65.4782	0.065489	41.5097
65.5361	0.065584	41.5038
65.5861	0.065677	41.4991
65.6361	0.065766	41.4935
65.6861	0.065770	41.4888
65.7280	0.065770	41.4847
65.7780	0.065835	41.4793
65.8280	0.065929	41.4749
65.8780	0.066032	41.4696
65.9200	0.066147	41.4653
65.9700	0.066253	41.4604
66.0200	0.066360	41.4552
66.0700	0.066468	41.4505
66.1279	0.066575	41.4446
66.1779	0.066687	41.4397
66.2279	0.066790	41.4347
66.2779	0.066883	41.4293
66.3198	0.066985	41.4250
66.3698	0.067092	41.4201
66.4198	0.067201	41.4151
66.4698	0.067319	41.4100
66.5277	0.067422	41.4044
66.5777	0.067524	41.3989
66.6277	0.067633	41.3942
66.6777	0.067743	41.3895
66.7196	0.067840	41.3854
66.7696	0.067939	41.3801
66.8196	0.068045	41.3753
66.8696	0.068156	41.3702
66.9276	0.068262	41.3646
66.9776	0.068363	41.3595
67.0276	0.068474	41.3542
67.0776	0.068586	41.3497
67.1195	0.068706	41.3451
67.1695	0.068815	41.3402
67.2195	0.068922	41.3354
67.2695	0.069032	41.3300
67.3273	0.069160	41.3243
67.3773	0.069279	41.3191
67.4273	0.069395	41.3143
67.4773	0.069498	41.3093
67.5193	0.069616	41.3051
67.5693	0.069731	41.3004
67.6193	0.069841	41.2951
67.6693	0.069946	41.2902
67.7272	0.070060	41.2844
67.7772	0.070165	41.2793
67.8272	0.070272	41.2747
67.8772	0.070378	41.2699
67.9194	0.070471	41.2656
67.9694	0.070566	41.2603
68.0194	0.070664	41.2549
68.0694	0.070749	41.2502
68.1271	0.070844	41.2443
68.1771	0.070927	41.2394
68.2271	0.071004	41.2343
68.2771	0.071093	41.2293
68.3190	0.071172	41.2253
68.3690	0.071264	41.2206
68.4190	0.071373	41.2155
68.4690	0.071481	41.2105
68.5269	0.071598	41.2048
68.5769	0.071706	41.1996
68.6269	0.071819	41.1943
68.6769	0.071928	41.1895
68.7188	0.072032	41.1854
68.7688	0.072141	41.1802
68.8188	0.072263	41.1755
68.8688	0.072389	41.1703
68.9107	0.072488	41.1662
68.9607	0.072575	41.1613
69.0107	0.072670	41.1560
69.0607	0.072770	41.1509
69.1190	0.072871	41.1452
69.1690	0.072958	41.1402
69.2190	0.073019	41.1352
69.2690	0.073064	41.1304
69.3106	0.073078	41.1260
69.3606	0.072966	41.1213
69.4106	0.072368	41.1165
69.4606	0.070195	41.1111
69.5185	0.067122	41.1051
69.5685	0.066445	41.1003
69.6185	0.066618	41.0950
69.6685	0.066772	41.0901
69.7107	0.066851	41.0863
69.7607	0.066839	41.0808
69.8107	0.066794	41.0763
69.8607	0.066772	41.0713
69.9183	0.066676	41.0655
69.9683	0.066660	41.0607
70.0183	0.066741	41.0553
70.0683	0.066833	41.0506
70.1106	0.066910	41.0464
70.1606	0.066972	41.0413
70.2106	0.067045	41.0365
70.2606	0.067157	41.0313
70.3181	0.067281	41.0258
70.3681	0.067347	41.0204
70.4181	0.067374	41.0155
70.4681	0.067437	41.0108
70.5101	0.067504	41.0062
70.5601	0.067398	41.0010
70.6101	0.067210	40.9961
70.6601	0.067201	40.9914
70.7180	0.067204	40.9859
70.7680	0.067187	40.9807
70.8180	0.067104	40.9753
70.8680	0.067062	40.9707
70.9099	0.067041	40.9667
70.9599	0.067033	40.9613
71.0099	0.067001	40.9566
71.0599	0.067029	40.9514
71.1179	0.067082	40.9456
71.1679	0.067161	40.9406
71.2179	0.067281	40.9355
71.2679	0.067378	40.9307
71.3099	0.067404	40.9262
71.3599	0.067433	40.9212
71.4099	0.067526	40.9164
71.4599	0.067660	40.9111
71.5177	0.067757	40.9059
71.5677	0.067830	40.9005
71.6177	0.067897	40.8957
71.6677	0.067996	40.8908
71.7096	0.068134	40.8863
71.7596	0.068215	40.8816
71.8096	0.068241	40.8766
71.8596	0.068300	40.8712
71.9176	0.068420	40.8654
71.9676	0.068495	40.8608
72.0176	0.068562	40.8552
72.0676	0.068665	40.8504
72.1094	0.068811	40.8462
72.1594	0.068864	40.8412
72.2094	0.068959	40.8364
72.2594	0.069038	40.8313
72.3014	0.069139	40.8272
72.3514	0.069135	40.8222
72.4014	0.069111	40.8168
72.4514	0.069129	40.8125
72.5093	0.069170	40.8063
72.5593	0.069228	40.8011
72.6093	0.069277	40.7961
72.6593	0.069228	40.7914
72.7015	0.069328	40.7875
72.7515	0.069456	40.7823
72.8015	0.069484	40.7774
72.8515	0.069551	40.7726
72.9091	0.069589	40.7666
72.9591	0.069616	40.7611
73.0091	0.069739	40.7563
73.0591	0.069960	40.7511
73.1010	0.070094	40.7468
73.1510	0.070051	40.7421
73.2010	0.070149	40.7368
73.2510	0.070278	40.7320
73.3090	0.070408	40.7260
73.3590	0.070518	40.7210
73.4090	0.070570	40.7165
73.4590	0.070583	40.7117
73.5008	0.070731	40.7074
73.5508	0.070874	40.7024
73.6008	0.070951	40.6975
73.6508	0.070990	40.6923
73.7088	0.071087	40.6860
73.7588	0.071174	40.6813
73.8088	0.071351	40.6762
73.8588	0.071462	40.6713
73.9006	0.071543	40.6673
73.9506	0.071592	40.6620
74.0006	0.071726	40.6571
74.0506	0.071821	40.6524
74.1086	0.071963	40.6467
74.1586	0.072060	40.6416
74.2086	0.072164	40.6369
74.2586	0.072247	40.6316
74.3006	0.072391	40.6276
74.3506	0.072494	40.6226
74.4006	0.072581	40.6172
74.4506	0.072654	40.6119
74.5084	0.072770	40.6065
74.5584	0.072887	40.6013
74.6084	0.073033	40.5963
74.6584	0.073155	40.5913
74.7003	0.073266	40.5866
74.7503	0.073374	40.5820
74.8003	0.073489	40.5775
74.8503	0.073603	40.5726
74.9083	0.073704	40.5666
74.9583	0.073808	40.5611
75.0083	0.073897	40.5566
75.0583	0.074014	40.5514
75.1002	0.074136	40.5471
75.1502	0.074270	40.5424
75.2002	0.074383	40.5372
75.2502	0.074511	40.5323
75.3082	0.074606	40.5264
75.3582	0.074726	40.5214
75.4082	0.074833	40.5167
75.4582	0.074943	40.5120
75.5000	0.075040	40.5077
75.5500	0.075160	40.5023
75.6000	0.075287	40.4971
75.6500	0.075437	40.4925
75.6919	0.075567	40.4878
75.7419	0.075676	40.4829
75.7919	0.075766	40.4779
75.8419	0.075891	40.4728
75.8999	0.076031	40.4673
75.9499	0.076179	40.4621
75.9999	0.076305	40.4573
76.0499	0.076441	40.4521
76.0918	0.076574	40.4478
76.1418	0.076696	40.4434
76.1918	0.076789	40.4381
76.2418	0.076775	40.4333
76.2997	0.076433	40.4276
76.3497	0.076396	40.4221
76.3997	0.076603	40.4166
76.4497	0.076822	40.4121
76.4916	0.076988	40.4082
76.5416	0.077122	40.4033
76.5916	0.077253	40.3982
76.6416	0.077375	40.3935
76.6996	0.077487	40.3876
76.7496	0.077576	40.3822
76.7996	0.077647	40.3772
76.8496	0.077718	40.3724
76.8915	0.077815	40.3681
76.9415	0.077916	40.3631
76.9915	0.077993	40.3579
77.0415	0.078058	40.3529
77.0994	0.078164	40.3475
77.1494	0.078208	40.3425
77.1994	0.078249	40.3372
77.2494	0.078206	40.3325
77.2913	0.078271	40.3283
77.3413	0.078340	40.3233
77.3913	0.078453	40.3187
77.4413	0.078472	40.3132
77.4997	0.078561	40.3071
77.5497	0.078447	40.3022
77.5997	0.078443	40.2972
77.6497	0.078453	40.2921
77.6911	0.078380	40.2881
77.7411	0.078322	40.2829
77.7911	0.078314	40.2778
77.8411	0.078301	40.2733
77.8991	0.078318	40.2677
77.9491	0.078383	40.2625
77.9991	0.078318	40.2578
78.0491	0.078243	40.2528
78.0910	0.078387	40.2485
78.1410	0.078376	40.2431
78.1910	0.078403	40.2383
78.2410	0.078543	40.2332
78.2989	0.078640	40.2275
78.3489	0.078687	40.2227
78.3989	0.078810	40.2173
78.4489	0.078857	40.2125
78.4908	0.078855	40.2085
78.5408	0.078995	40.2035
78.5908	0.078855	40.1982
78.6408	0.078865	40.1927
78.6988	0.078901	40.1876
78.7488	0.078908	40.1823
78.7988	0.078950	40.1773
78.8488	0.078936	40.1723
78.8907	0.078861	40.1679
78.9407	0.078774	40.1632
78.9907	0.078818	40.1581
79.0407	0.078893	40.1531
79.0826	0.078974	40.1491
79.1326	0.079051	40.1436
79.1826	0.079098	40.1389
79.2326	0.079157	40.1342
79.2906	0.079242	40.1285
79.3406	0.079254	40.1234
79.3906	0.079244	40.1187
79.4406	0.079274	40.1134
79.4824	0.079327	40.1093
79.5324	0.079349	40.1043
79.5824	0.079368	40.0989
79.6324	0.079366	40.0937
79.6904	0.079362	40.0882
79.7404	0.079376	40.0830
79.7904	0.079414	40.0780
79.8404	0.079453	40.0733
79.8823	0.079524	40.0694
79.9323	0.079578	40.0643
79.9823	0.079621	40.0589
80.0323	0.079688	40.0538
80.0902	0.079781	40.0485
80.1402	0.079850	40.0437
80.1902	0.079913	40.0385
80.2402	0.079949	40.0331
80.2821	0.079962	40.0288
80.3321	0.079962	40.0241
80.3821	0.080002	40.0195
80.4321	0.080073	40.0141
80.4901	0.080176	40.0078
80.5401	0.080249	40.0030
80.5901	0.080324	39.9985
80.6401	0.080389	39.9937
80.6820	0.080448	39.9894
80.7320	0.080513	39.9840
80.7820	0.080594	39.9790
80.8320	0.080687	39.9744
80.8898	0.080801	39.9681
80.9398	0.080906	39.9633
80.9898	0.080989	39.9582
81.0398	0.081056	39.9532
81.0818	0.081119	39.9490
81.1318	0.081184	39.9437
81.1818	0.081241	39.9390
81.2318	0.081287	39.9344
81.2897	0.081362	39.9287
81.3397	0.081462	39.9235
81.3897	0.081563	39.9180
81.4397	0.081670	39.9135
81.4816	0.081745	39.9091
81.5316	0.081814	39.9039
81.5816	0.081889	39.8990
81.6316	0.081976	39.8939
81.6896	0.082074	39.8883
81.7396	0.082187	39.8832
81.7896	0.082293	39.8783
81.8396	0.082353	39.8733
81.8815	0.082364	39.8688
81.9315	0.082343	39.8643
81.9815	0.082333	39.8592
82.0315	0.082366	39.8542
82.0894	0.082410	39.8488
82.1394	0.082451	39.8434
82.1894	0.082489	39.8378
82.2394	0.082544	39.8332
82.2813	0.082629	39.8294
82.3313	0.082739	39.8247
82.3813	0.082840	39.8194
82.4313	0.082941	39.8140
82.4732	0.083000	39.8099
82.5232	0.083069	39.8052
82.5732	0.083193	39.7997
82.6232	0.083264	39.7950
82.6811	0.083260	39.7893
82.7311	0.083270	39.7844
82.7811	0.083330	39.7795
82.8311	0.083434	39.7743
82.8730	0.083566	39.7704
82.9230	0.083667	39.7653
82.9730	0.083746	39.7599
83.0230	0.083817	39.7549
83.0810	0.083928	39.7493
83.1310	0.084014	39.7441
83.1810	0.084062	39.7392
83.2310	0.084176	39.7341
83.2729	0.084232	39.7296
83.3229	0.084279	39.7253
83.3729	0.084362	39.7200
83.4229	0.084407	39.7151
83.4808	0.084419	39.7093
83.5308	0.084453	39.7040
83.5808	0.084466	39.6992
83.6308	0.084492	39.6939
83.6727	0.084541	39.6898
83.7227	0.084646	39.6850
83.7727	0.084695	39.6801
83.8227	0.084755	39.6747
83.8806	0.084867	39.6696
83.9306	0.084940	39.6642
83.9806	0.085009	39.6592
84.0306	0.085092	39.6542
84.0726	0.085161	39.6497
84.1226	0.085216	39.6450
84.1726	0.085325	39.6398
84.2226	0.085374	39.6348
84.2804	0.085414	39.6292
84.3304	0.085443	39.6243
84.3804	0.085473	39.6190
84.4304	0.085499	39.6142
84.4723	0.085609	39.6099
84.5223	0.085649	39.6048
84.5723	0.085609	39.6000
84.6223	0.085611	39.5945
84.6803	0.085668	39.5891
84.7303	0.085730	39.5843
84.7803	0.085822	39.5793
84.8303	0.085864	39.5742
84.8722	0.085874	39.5702
84.9222	0.085994	39.5651
84.9722	0.086130	39.5603
85.0222	0.086199	39.5553
85.0801	0.086284	39.5493
85.1301	0.086375	39.5449
85.1801	0.086444	39.5396
85.2301	0.086580	39.5344
85.2720	0.086695	39.5302
85.3220	0.086718	39.5253
85.3720	0.086782	39.5200
85.4220	0.086902	39.5148
85.4800	0.087014	39.5092
85.5300	0.087109	39.5043
85.5800	0.087204	39.4992
85.6300	0.087243	39.4945
85.6718	0.087249	39.4900
85.7218	0.087352	39.4851
85.7718	0.087451	39.4804
85.8218	0.087451	39.4750
85.8638	0.087462	39.4713
85.9138	0.087504	39.4662
85.9638	0.087561	39.4609
86.0138	0.087676	39.4561
86.0717	0.087786	39.4502
86.1217	0.087786	39.4455
86.1717	0.087879	39.4405
86.2217	0.087987	39.4352
86.2636	0.088017	39.4307
86.3136	0.088051	39.4260
86.3636	0.088112	39.4209
86.4136	0.088199	39.4159
86.4715	0.088329	39.4101
86.5215	0.088443	39.4051
86.5715	0.088495	39.4005
86.6215	0.088536	39.3948
86.6634	0.088603	39.3908
86.7134	0.088674	39.3860
86.7634	0.088763	39.3807
86.8134	0.088854	39.3763
86.8713	0.088957	39.3701
86.9213	0.089024	39.3654
86.9713	0.089103	39.3605
87.0213	0.089223	39.3552
87.0636	0.089290	39.3512
87.1136	0.089310	39.3459
87.1636	0.089387	39.3409
87.2136	0.089428	39.3360
87.2712	0.089462	39.3302
87.3212	0.089570	39.3255
87.3712	0.089628	39.3202
87.4212	0.089618	39.3148
87.4631	0.089718	39.3106
87.5131	0.089774	39.3059
87.5631	0.089789	39.3014
87.6131	0.089926	39.2960
87.6710	0.090046	39.2901
87.7210	0.090089	39.2852
87.7710	0.090214	39.2802
87.8210	0.090316	39.2755
87.8630	0.090334	39.2712
87.9130	0.090413	39.2664
87.9630	0.090494	39.2615
88.0130	0.090557	39.2560
88.0708	0.090759	39.2498
88.1208	0.090834	39.2450
88.1708	0.090832	39.2406
88.2208	0.090912	39.2356
88.2628	0.090855	39.2310
88.3128	0.090934	39.2255
88.3628	0.091045	39.2208
88.4128	0.091108	39.2162
88.4707	0.091104	39.2104
88.5207	0.091236	39.2052
88.5707	0.091357	39.2005
88.6207	0.091501	39.1952
88.6627	0.091643	39.1911
88.7127	0.091726	39.1860
88.7627	0.091767	39.1808
88.8127	0.091816	39.1764
88.8708	0.092016	39.1701
88.9208	0.092006	39.1653
88.9708	0.092085	39.1602
89.0208	0.092148	39.1550
89.0624	0.092259	39.1512
89.1124	0.092286	39.1460
89.1624	0.092412	39.1411
89.2124	0.092515	39.1362
89.2543	0.092557	39.1319
89.3043	0.092637	39.1273
89.3543	0.092845	39.1220
89.4043	0.092833	39.1167
89.4622	0.092975	39.1108
89.5122	0.093168	39.1060
89.5622	0.093237	39.1008
89.6122	0.093342	39.0960
89.6542	0.093555	39.0917
89.7042	0.093632	39.0865
89.7542	0.093689	39.0820
89.8042	0.093881	39.0773
89.8621	0.093974	39.0714
89.9121	0.094066	39.0665
89.9621	0.094207	39.0615
90.0121	0.094362	39.0563
90.0540	0.094398	39.0523
90.1040	0.094542	39.0471
90.1540	0.094609	39.0421
90.2040	0.094734	39.0373
90.2619	0.094856	39.0311
90.3119	0.095018	39.0266
90.3619	0.095057	39.0213
90.4119	0.095191	39.0164
90.4538	0.095264	39.0124
90.5038	0.095399	39.0069
90.5538	0.095497	39.0021
90.6038	0.095618	38.9970
90.6618	0.095641	38.9914
90.7118	0.095740	38.9865
90.7618	0.095795	38.9812
90.8118	0.095904	38.9761
90.8537	0.095961	38.9720
90.9037	0.096084	38.9670
90.9537	0.096176	38.9618
91.0037	0.096324	38.9571
91.0616	0.096429	38.9508
91.1116	0.096484	38.9463
91.1616	0.096249	38.9413
91.2116	0.096117	38.9361
91.2535	0.096309	38.9324
91.3035	0.096541	38.9269
91.3535	0.096719	38.9222
91.4035	0.096869	38.9173
91.4614	0.096997	38.9113
91.5114	0.097132	38.9066
91.5614	0.097254	38.9014
91.6114	0.097331	38.8964
91.6534	0.097424	38.8922
91.7034	0.097522	38.8871
91.7534	0.097643	38.8825
91.8034	0.097743	38.8770
91.8613	0.097846	38.8715
91.9113	0.097901	38.8664
91.9613	0.097943	38.8610
92.0113	0.097998	38.8559
92.0532	0.098124	38.8520
92.1032	0.098241	38.8472
92.1532	0.098357	38.8422
92.2032	0.098450	38.8371
92.2451	0.098582	38.8330
92.2951	0.098707	38.8279
92.3451	0.098837	38.8230
92.3951	0.098951	38.8180
92.4540	0.099060	38.8119
92.5040	0.099143	38.8074
92.5540	0.099271	38.8020
92.6040	0.099384	38.7968
92.6449	0.099478	38.7927
92.6949	0.099555	38.7879
92.7449	0.099650	38.7824
92.7949	0.099723	38.7778
92.8529	0.099810	38.7724
92.9029	0.099899	38.7674
92.9529	0.100013	38.7623
