Time(s)	Force(lb)	Position(mm)
19.1594	0.034163	46.1409
19.2094	0.034175	46.1356
19.2513	0.034177	46.1318
19.3013	0.034189	46.1270
19.3513	0.034196	46.1221
19.4013	0.034202	46.1169
19.4592	0.034200	46.1107
19.5092	0.034204	46.1062
19.5592	0.034212	46.1008
19.6092	0.034212	46.0958
19.6511	0.034220	46.0917
19.7011	0.034232	46.0866
19.7511	0.034238	46.0819
19.8011	0.034234	46.0767
19.8591	0.034240	46.0709
19.9091	0.034252	46.0661
19.9591	0.034262	46.0612
20.0091	0.034269	46.0559
20.0510	0.034271	46.0519
20.1010	0.034271	46.0469
20.1510	0.034281	46.0418
20.2010	0.034289	46.0369
20.2589	0.034293	46.0306
20.3089	0.034295	46.0262
20.3589	0.034299	46.0210
20.4089	0.034311	46.0161
20.4509	0.034315	46.0121
20.5009	0.034317	46.0066
20.5509	0.034327	46.0018
20.6009	0.034333	45.9971
20.6588	0.034335	45.9912
20.7088	0.034341	45.9861
20.7588	0.034352	45.9814
20.8088	0.034358	45.9759
20.8512	0.034366	45.9721
20.9012	0.034366	45.9672
20.9512	0.034368	45.9618
21.0012	0.034380	45.9571
21.0586	0.034380	45.9511
21.1086	0.034386	45.9463
21.1586	0.034390	45.9412
21.2086	0.034396	45.9362
21.2506	0.034406	45.9323
21.3006	0.034414	45.9269
21.3506	0.034421	45.9216
21.4006	0.034425	45.9165
21.4584	0.034431	45.9110
21.5084	0.034437	45.9063
21.5584	0.034439	45.9009
21.6084	0.034451	45.8964
21.6505	0.034457	45.8921
21.7005	0.034459	45.8868
21.7505	0.034465	45.8819
21.8005	0.034475	45.8765
21.8583	0.034481	45.8709
21.9083	0.034485	45.8659
21.9583	0.034489	45.8609
22.0083	0.034496	45.8561
22.0502	0.034510	45.8521
22.1002	0.034512	45.8469
22.1502	0.034512	45.8420
22.2002	0.034520	45.8371
22.2421	0.034522	45.8326
22.2921	0.034536	45.8279
22.3421	0.034548	45.8226
22.3921	0.034556	45.8175
22.4500	0.034566	45.8121
22.5000	0.034564	45.8073
22.5500	0.034566	45.8021
22.6000	0.034579	45.7967
22.6419	0.034583	45.7927
22.6919	0.034587	45.7879
22.7419	0.034597	45.7825
22.7919	0.034603	45.7777
22.8499	0.034607	45.7717
22.8999	0.034621	45.7668
22.9499	0.034629	45.7618
22.9999	0.034633	45.7566
23.0418	0.034627	45.7527
23.0918	0.034635	45.7480
23.1418	0.034648	45.7430
23.1918	0.034658	45.7379
23.2498	0.034662	45.7325
23.2998	0.034668	45.7274
23.3498	0.034672	45.7220
23.3998	0.034680	45.7170
23.4418	0.034686	45.7129
23.4918	0.034692	45.7077
23.5418	0.034700	45.7030
23.5918	0.034702	45.6978
23.6496	0.034712	45.6920
23.6996	0.034725	45.6869
23.7496	0.034727	45.6817
23.7996	0.034733	45.6773
23.8415	0.034739	45.6728
23.8915	0.034753	45.6679
23.9415	0.034761	45.6631
23.9915	0.034765	45.6577
24.0494	0.034769	45.6513
24.0994	0.034781	45.6467
24.1494	0.034787	45.6421
24.1994	0.034793	45.6371
24.2413	0.034802	45.6327
24.2913	0.034804	45.6279
24.3413	0.034818	45.6228
24.3913	0.034826	45.6178
24.4492	0.034830	45.6123
24.4992	0.034836	45.6074
24.5492	0.034840	45.6022
24.5992	0.034842	45.5968
24.6412	0.034848	45.5928
24.6912	0.034860	45.5880
24.7412	0.034866	45.5827
24.7912	0.034871	45.5778
24.8491	0.034881	45.5718
24.8991	0.034891	45.5670
24.9491	0.034897	45.5620
24.9991	0.034903	45.5570
25.0410	0.034915	45.5531
25.0910	0.034923	45.5477
25.1410	0.034929	45.5428
25.1910	0.034937	45.5380
25.2489	0.034952	45.5320
25.2989	0.034952	45.5275
25.3489	0.034954	45.5220
25.3989	0.034946	45.5173
25.4408	0.034946	45.5131
25.4908	0.034958	45.5077
25.5408	0.034968	45.5030
25.5908	0.034970	45.4979
25.6332	0.034976	45.4937
25.6832	0.034986	45.4889
25.7332	0.034992	45.4836
25.7832	0.034996	45.4788
25.8407	0.035004	45.4727
25.8907	0.035012	45.4679
25.9407	0.035023	45.4630
25.9907	0.035035	45.4577
26.0326	0.035047	45.4539
26.0826	0.035057	45.4487
26.1326	0.035059	45.4435
26.1826	0.035073	45.4386
26.2405	0.035075	45.4327
26.2905	0.035077	45.4281
26.3405	0.035096	45.4228
26.3905	0.035114	45.4179
26.4325	0.035112	45.4136
26.4825	0.035118	45.4081
26.5325	0.035120	45.4036
26.5825	0.035132	45.3989
26.6403	0.035142	45.3931
26.6903	0.035154	45.3880
26.7403	0.035160	45.3832
26.7903	0.035171	45.3780
26.8326	0.035179	45.3741
26.8826	0.035183	45.3689
26.9326	0.035187	45.3638
26.9826	0.035199	45.3597
27.0402	0.035213	45.3531
27.0902	0.035217	45.3479
27.1402	0.035223	45.3430
27.1902	0.035229	45.3379
27.2321	0.035237	45.3333
27.2821	0.035250	45.3287
27.3321	0.035256	45.3240
27.3821	0.035272	45.3190
27.4400	0.035288	45.3133
27.4900	0.035290	45.3087
27.5400	0.035298	45.3029
27.5900	0.035306	45.2976
27.6320	0.035312	45.2935
27.6820	0.035325	45.2886
27.7320	0.035333	45.2834
27.7820	0.035337	45.2786
27.8401	0.035351	45.2725
27.8901	0.035359	45.2678
27.9401	0.035365	45.2633
27.9901	0.035375	45.2586
28.0318	0.035383	45.2541
28.0818	0.035393	45.2486
28.1318	0.035404	45.2437
28.1818	0.035408	45.2390
28.2397	0.035420	45.2333
28.2897	0.035428	45.2280
28.3397	0.035436	45.2227
28.3897	0.035448	45.2179
28.4318	0.035458	45.2138
28.4818	0.035464	45.2087
28.5318	0.035471	45.2041
28.5818	0.035471	45.1989
28.6395	0.035481	45.1928
28.6895	0.035497	45.1877
28.7395	0.035503	45.1830
28.7895	0.035513	45.1777
28.8314	0.035525	45.1737
28.8814	0.035531	45.1689
28.9314	0.035539	45.1640
28.9814	0.035552	45.1588
29.0233	0.035558	45.1548
29.0733	0.035566	45.1498
29.1233	0.035572	45.1448
29.1733	0.035578	45.1400
29.2313	0.035590	45.1338
29.2813	0.035604	45.1293
29.3313	0.035610	45.1240
29.3813	0.035614	45.1186
29.4231	0.035627	45.1143
29.4731	0.035639	45.1095
29.5231	0.035649	45.1049
29.5731	0.035659	45.0999
29.6313	0.035669	45.0940
29.6813	0.035675	45.0891
29.7313	0.035689	45.0839
29.7813	0.035696	45.0791
29.8230	0.035708	45.0749
29.8730	0.035718	45.0699
29.9230	0.035726	45.0650
29.9730	0.035734	45.0596
30.0310	0.035744	45.0542
30.0810	0.035752	45.0490
30.1310	0.035760	45.0437
30.1810	0.035768	45.0386
30.2229	0.035779	45.0347
30.2729	0.035795	45.0300
30.3229	0.035807	45.0249
30.3729	0.035815	45.0199
30.4308	0.035827	45.0144
30.4808	0.035841	45.0092
30.5308	0.035852	45.0036
30.5808	0.035856	44.9987
30.6227	0.035868	44.9945
30.6727	0.035884	44.9894
30.7227	0.035886	44.9847
30.7727	0.035882	44.9793
30.8306	0.035896	44.9736
30.8806	0.035906	44.9690
30.9306	0.035925	44.9641
30.9806	0.035933	44.9588
31.0225	0.035941	44.9548
31.0725	0.035961	44.9497
31.1225	0.035977	44.9448
31.1725	0.035983	44.9400
31.2305	0.035987	44.9340
31.2805	0.036000	44.9293
31.3305	0.036008	44.9239
31.3805	0.036014	44.9190
31.4226	0.036030	44.9150
31.4726	0.036044	44.9095
31.5226	0.036058	44.9050
31.5726	0.036068	44.8998
31.6303	0.036077	44.8940
31.6803	0.036089	44.8892
31.7303	0.036101	44.8841
31.7803	0.036117	44.8795
31.8222	0.036121	44.8753
31.8722	0.036131	44.8700
31.9222	0.036148	44.8646
31.9722	0.036156	44.8598
32.0301	0.036168	44.8537
32.0801	0.036178	44.8489
32.1301	0.036188	44.8438
32.1801	0.036196	44.8388
32.2221	0.036210	44.8348
32.2721	0.036227	44.8292
32.3221	0.036243	44.8245
32.3721	0.036251	44.8199
32.4140	0.036263	44.8159
32.4640	0.036273	44.8106
32.5140	0.036277	44.8057
32.5640	0.036289	44.8006
32.6219	0.036308	44.7950
32.6719	0.036324	44.7901
32.7219	0.036332	44.7846
32.7719	0.036348	44.7800
32.8138	0.036356	44.7756
32.8638	0.036366	44.7706
32.9138	0.036373	44.7660
32.9638	0.036389	44.7607
33.0221	0.036415	44.7551
33.0721	0.036425	44.7501
33.1221	0.036433	44.7449
33.1721	0.036439	44.7396
33.2137	0.036454	44.7359
33.2637	0.036462	44.7306
33.3137	0.036468	44.7256
33.3637	0.036482	44.7206
33.4218	0.036502	44.7146
33.4718	0.036521	44.7098
33.5218	0.036529	44.7047
33.5718	0.036537	44.6998
33.6135	0.036549	44.6956
33.6635	0.036567	44.6902
33.7135	0.036581	44.6858
33.7635	0.036591	44.6810
33.8214	0.036600	44.6752
33.8714	0.036606	44.6699
33.9214	0.036620	44.6648
33.9714	0.036636	44.6602
34.0134	0.036646	44.6556
34.0634	0.036656	44.6505
34.1134	0.036671	44.6455
34.1634	0.036681	44.6403
34.2212	0.036699	44.6349
34.2712	0.036707	44.6296
34.3212	0.036715	44.6249
34.3712	0.036731	44.6202
34.4132	0.036741	44.6162
34.4632	0.036752	44.6110
34.5132	0.036764	44.6055
34.5632	0.036780	44.6007
34.6217	0.036796	44.5948
34.6717	0.036808	44.5896
34.7217	0.036818	44.5848
34.7717	0.036831	44.5797
34.8130	0.036849	44.5756
34.8630	0.036859	44.5706
34.9130	0.036867	44.5654
34.9630	0.036875	44.5608
35.0210	0.036887	44.5547
35.0710	0.036893	44.5499
35.1210	0.036908	44.5448
35.1710	0.036922	44.5397
35.2129	0.036932	44.5358
35.2629	0.036942	44.5310
35.3129	0.036950	44.5260
35.3629	0.036973	44.5210
35.4048	0.036989	44.5170
35.4548	0.036995	44.5116
35.5048	0.037003	44.5063
35.5548	0.037023	44.5013
35.6127	0.037037	44.4956
35.6627	0.037050	44.4905
35.7127	0.037060	44.4858
35.7627	0.037074	44.4810
35.8047	0.037090	44.4768
35.8547	0.037104	44.4717
35.9047	0.037118	44.4669
35.9547	0.037131	44.4616
36.0126	0.037151	44.4559
36.0626	0.037157	44.4506
36.1126	0.037169	44.4456
36.1626	0.037183	44.4408
36.2045	0.037193	44.4362
36.2545	0.037206	44.4316
36.3045	0.037220	44.4269
36.3545	0.037238	44.4220
36.4123	0.037256	44.4159
36.4623	0.037266	44.4105
36.5123	0.037277	44.4058
36.5623	0.037291	44.4006
36.6043	0.037317	44.3964
36.6543	0.037333	44.3917
36.7043	0.037343	44.3864
36.7543	0.037362	44.3816
36.8122	0.037380	44.3761
36.8622	0.037390	44.3711
36.9122	0.037404	44.3660
36.9622	0.037423	44.3612
37.0042	0.037439	44.3569
37.0542	0.037455	44.3516
37.1042	0.037467	44.3465
37.1542	0.037485	44.3417
37.2120	0.037502	44.3357
37.2620	0.037518	44.3309
37.3120	0.037540	44.3257
37.3620	0.037554	44.3208
37.4039	0.037560	44.3168
37.4539	0.037573	44.3113
37.5039	0.037599	44.3068
37.5539	0.037617	44.3018
37.6119	0.037633	44.2956
37.6619	0.037643	44.2904
37.7119	0.037662	44.2857
37.7619	0.037678	44.2812
37.8038	0.037700	44.2768
37.8538	0.037714	44.2717
37.9038	0.037727	44.2669
37.9538	0.037745	44.2616
38.0117	0.037761	44.2562
38.0617	0.037773	44.2509
38.1117	0.037791	44.2460
38.1617	0.037810	44.2409
38.2036	0.037830	44.2363
38.2536	0.037846	44.2318
38.3036	0.037864	44.2267
38.3536	0.037889	44.2217
38.4115	0.037905	44.2163
38.4615	0.037919	44.2107
38.5115	0.037935	44.2058
38.5615	0.037954	44.2006
38.6035	0.037974	44.1964
38.6535	0.037986	44.1916
38.7035	0.038006	44.1865
38.7535	0.038031	44.1819
38.7954	0.038047	44.1775
38.8454	0.038073	44.1723
38.8954	0.038089	44.1677
38.9454	0.038104	44.1622
39.0033	0.038124	44.1569
39.0533	0.038132	44.1517
39.1033	0.038152	44.1467
39.1533	0.038177	44.1419
39.1952	0.038195	44.1374
39.2452	0.038215	44.1325
39.2952	0.038235	44.1274
39.3452	0.038252	44.1224
39.4032	0.038276	44.1168
39.4532	0.038294	44.1116
39.5032	0.038314	44.1068
39.5532	0.038339	44.1021
39.5950	0.038353	44.0979
39.6450	0.038373	44.0927
39.6950	0.038385	44.0880
39.7450	0.038400	44.0828
39.8030	0.038418	44.0766
39.8530	0.038438	44.0716
39.9030	0.038462	44.0667
39.9530	0.038479	44.0615
39.9949	0.038499	44.0575
40.0449	0.038517	44.0524
40.0949	0.038543	44.0474
40.1449	0.038572	44.0425
40.2028	0.038586	44.0363
40.2528	0.038608	44.0317
40.3028	0.038627	44.0270
40.3528	0.038647	44.0221
40.3947	0.038665	44.0177
40.4447	0.038687	44.0124
40.4947	0.038706	44.0078
40.5447	0.038728	44.0027
40.6029	0.038746	43.9967
40.6529	0.038764	43.9919
40.7029	0.038775	43.9866
40.7529	0.038756	43.9819
40.7946	0.038722	43.9777
40.8446	0.038738	43.9726
40.8946	0.038760	43.9679
40.9446	0.038787	43.9623
41.0026	0.038813	43.9571
41.0526	0.038841	43.9519
41.1026	0.038866	43.9466
41.1526	0.038882	43.9414
41.1944	0.038904	43.9376
41.2444	0.038927	43.9328
41.2944	0.038951	43.9279
41.3444	0.038977	43.9226
41.4023	0.038998	43.9164
41.4523	0.039020	43.9120
41.5023	0.039044	43.9065
41.5523	0.039064	43.9015
41.5942	0.039085	43.8976
41.6442	0.039111	43.8931
41.6942	0.039141	43.8875
41.7442	0.039166	43.8829
41.8022	0.039188	43.8768
41.8522	0.039206	43.8719
41.9022	0.039229	43.8671
41.9522	0.039249	43.8618
41.9941	0.039275	43.8578
42.0441	0.039300	43.8527
42.0941	0.039326	43.8476
42.1441	0.039342	43.8428
42.1860	0.039366	43.8385
42.2360	0.039389	43.8337
42.2860	0.039409	43.8287
42.3360	0.039427	43.8234
42.3939	0.039452	43.8174
42.4439	0.039474	43.8126
42.4939	0.039492	43.8073
42.5439	0.039512	43.8024
42.5858	0.039543	43.7985
42.6358	0.039559	43.7937
42.6858	0.039583	43.7886
42.7358	0.039604	43.7838
42.7937	0.039628	43.7781
42.8437	0.039652	43.7729
42.8937	0.039673	43.7675
42.9437	0.039693	43.7629
42.9856	0.039717	43.7586
43.0356	0.039743	43.7536
43.0856	0.039768	43.7487
43.1356	0.039794	43.7433
43.1940	0.039816	43.7378
43.2440	0.039839	43.7324
43.2940	0.039861	43.7275
43.3440	0.039885	43.7229
43.3855	0.039908	43.7191
43.4355	0.039932	43.7138
43.4855	0.039958	43.7084
43.5355	0.039989	43.7034
43.5934	0.040007	43.6979
43.6434	0.040027	43.6926
43.6934	0.040058	43.6879
43.7434	0.040084	43.6828
43.7853	0.040106	43.6786
43.8353	0.040133	43.6738
43.8853	0.040159	43.6686
43.9353	0.040181	43.6639
43.9932	0.040206	43.6579
44.0432	0.040232	43.6526
44.0932	0.040256	43.6476
44.1432	0.040281	43.6427
44.1852	0.040311	43.6383
44.2352	0.040339	43.6335
44.2852	0.040352	43.6288
44.3352	0.040374	43.6240
44.3930	0.040402	43.6180
44.4430	0.040429	43.6125
44.4930	0.040457	43.6079
44.5430	0.040487	43.6029
44.5850	0.040512	43.5984
44.6350	0.040534	43.5937
44.6850	0.040554	43.5886
44.7350	0.040571	43.5837
44.7929	0.040593	43.5779
44.8429	0.040615	43.5729
44.8929	0.040650	43.5681
44.9429	0.040682	43.5626
44.9848	0.040690	43.5587
45.0348	0.040696	43.5538
45.0848	0.040714	43.5486
45.1348	0.040733	43.5441
45.1927	0.040755	43.5379
45.2427	0.040783	43.5323
45.2927	0.040814	43.5274
45.3427	0.040844	43.5228
45.3846	0.040868	43.5188
45.4346	0.040897	43.5136
45.4846	0.040927	43.5088
45.5346	0.040956	43.5040
45.5770	0.040982	43.4996
45.6270	0.041012	43.4941
45.6770	0.041037	43.4892
45.7270	0.041063	43.4843
45.7845	0.041098	43.4786
45.8345	0.041130	43.4737
45.8845	0.041156	43.4685
45.9345	0.041181	43.4637
45.9764	0.041217	43.4597
46.0264	0.041233	43.4548
46.0764	0.041231	43.4496
46.1264	0.041258	43.4443
46.1843	0.041294	43.4388
46.2343	0.041323	43.4337
46.2843	0.041355	43.4286
46.3343	0.041391	43.4239
46.3763	0.041363	43.4196
46.4263	0.041041	43.4147
46.4763	0.040852	43.4096
